	Vg
Cre01.g000050	0.11461490192688027
Cre01.g000100	0.19129849918997188
Cre01.g000150	1.8010602600965568
Cre01.g000200	0.288140890596274
Cre01.g000250	0.36847666043710114
Cre01.g000300	0.37203445444820543
Cre01.g000350	0.3491622930545028
Cre01.g000400	0.1503651253026417
Cre01.g000450	0.1741364104856304
Cre01.g000500	1.226139590863914
Cre01.g000550	0.36451594289797296
Cre01.g000600	0.3403627168618756
Cre01.g000650	0.4297003508832847
Cre01.g000700	0.34590307431480166
Cre01.g000750	0.3159844658125407
Cre01.g000800	0.2719863899420041
Cre01.g000850	0.6564403872846534
Cre01.g000900	0.22588432553458146
Cre01.g000950	0.42590827119064767
Cre01.g001000	0.7136693612733462
Cre01.g001100	0.18664757639947632
Cre01.g001150	0.3400923294225923
Cre01.g001200	1.2205403538229387
Cre01.g001250	1.4569536911469012
Cre01.g001300	0.2900455240960951
Cre01.g001350	0.14900148734117957
Cre01.g001400	0.1977367155812439
Cre01.g001450	0.3319425565889518
Cre01.g001501	0.13390246476900095
Cre01.g001550	0.6872195375202589
Cre01.g001600	0.24522247648272597
Cre01.g001650	0.6388649214326365
Cre01.g001657	0.435959244506364
Cre01.g800000	0.6552959354065901
Cre01.g800001	0.8044398184639685
Cre01.g001664	0.9606404679291516
Cre01.g001678	0.130695638067074
Cre01.g001700	0.3167143987244935
Cre01.g001750	0.16997686446598723
Cre01.g001800	0.19629361850483085
Cre01.g001950	0.08438221707811835
Cre01.g001983	0.2912184192462063
Cre01.g002050	0.39722253343718733
Cre01.g002100	0.42099516318116986
Cre01.g002150	0.5509644047463629
Cre01.g800002	0.11150559585597271
Cre01.g002200	0.057645762412664975
Cre01.g800003	0.2315645757116122
Cre01.g002201	0.24272268238485306
Cre01.g002227	0.7580099830022967
Cre01.g800004	0.7194023522057061
Cre01.g002250	0.5761402084207887
Cre01.g002300	0.3679116463124868
Cre01.g002350	0.16782533659786078
Cre01.g002400	0.33010942186881115
Cre01.g002500	0.8091068684896741
Cre01.g002550	0.24717386075605782
