	pval	sigma2	beta	within_variance	shared_beta	selection	Vg	average_ED	average_Vm	color	weight	Vg/Vm
Cre07.g327350	0.0683820108779769	10.8417307816384	1.34874038151533	14.622680110713473	24.8057395401286	stabilizing	0.4736451689769965	0.0928763473793507	0.0012852475348456	lightgrey	0.1	368.52447185117273
Cre07.g327750	0.0447239774197197	17.1591519015253	1.1759253716466	20.1778820769416	24.8057395401286	directional	0.5279436139799147	0.0798808235267964	0.0011230159168551	red	0.0	470.11231635823196
Cre07.g328200	0.0943070304904285	38.531233390084	1.11667227183707	43.02675992638947	24.8057395401286	stabilizing	0.983713254149294	0.1343457443283624	0.0013927486506114	lightgrey	0.1	706.310685504851
Cre07.g328750	0.000884645215306	8.55721907274203	0.498112208122474	4.262455287711282	24.8057395401286	directional	0.3992405831292729	0.0763443476548906	0.0013910654281021	red	1.5	287.0034543766764
Cre07.g328800	1.15787144311132e-05	106.41225297833	0.208441604331495	22.180740731332012	24.8057395401286	directional	0.3858093983545224	0.1367316014513905	0.0018677861360261	red	2.0	206.55972914295748
Cre07.g328900	0.441943207825757	34994.766815077	2.03894264624433	71352.32245463636	24.8057395401286	stabilizing	0.3529351919698968	0.0667637178085112	0.001826205869026	lightgrey	1.1	193.2614487533837
Cre07.g329350	0.0793514768513718	49.9182076912428	0.46444140968651	23.18408274914479	24.8057395401286	stabilizing	0.4228439384399738	0.0785452068548808	0.0015417246107033	lightgrey	0.1	274.26684085109207
Cre07.g329800	1.9298014901952e-05	34.3465733506082	0.232169240728656	7.974217856441797	24.8057395401286	directional	0.4508903285506998	0.1055996313830739	0.0010261001439996	red	2.0	439.42136758035144
Cre07.g329850	0.20462050507629	33.1202087162211	0.577580357241059	19.12958198221342	24.8057395401286	stabilizing	0.0914090505627105	0.0699288539319996	0.0018296941358765	lightgrey	0.1	49.95865088616122
Cre07.g330100	0.00027378377301	24.9996071114308	0.125426971859826	3.1356250176721367	24.8057395401286	directional	0.1264112524705681	0.0973303700842818	0.0018534110349692	red	1.5	68.20465082245978
Cre07.g330200	0.026728757924627	6.38040743616644	0.955246772270397	6.094863609168031	24.8057395401286	directional	0.3383222881872216	0.0646695065696133	0.0011504070447486	red	0.0	294.0892006282486
Cre07.g330450	0.0014559329422238	335.006266653581	0.155323366897738	52.034301268475616	24.8057395401286	directional	0.2763265715201874	0.1586287975616505	0.0012666777732029	red	1.5	218.1506436490732
Cre07.g330650	3.2629890285115197e-12	254.6238369705	0.0363738238386443	9.261642591084653	24.8057395401286	directional	0.3027377953803712	0.1543184862515587	0.0011381345331456	red	2.0	265.9947366184015
Cre07.g331500	4.64237630815745e-09	46.7379179712629	0.103291590539036	4.827633885734739	24.8057395401286	directional	0.1227637458301672	0.097267964970729	0.0014787507897286	red	2.0	83.01854963181351
Cre07.g331550	0.0920373353153057	104.107930534175	0.389449945884578	40.544827912689854	24.8057395401286	stabilizing	0.1755508324557882	0.0283078966695073	0.0014307269389689	lightgrey	0.1	122.70044525918037
Cre07.g331750	0.223576530539726	8.07789136382656	2.08344992950479	16.829882192511796	24.8057395401286	stabilizing	0.2703626800110038	0.1049533498615817	0.0011712719023185	lightgrey	0.6	230.8282811837528
Cre07.g331900	0.0352263369376299	19.2132590433514	0.36237174498241	6.962342206338316	24.8057395401286	directional	0.293868610312574	0.0573317769946049	0.0012038581186405	red	0.0	244.10568468353705
Cre07.g332300	0.194593520576216	19.5057837130508	1.452856215045	28.33909909682939	24.8057395401286	stabilizing	0.4969852404946817	0.1004560470780726	0.0016273165295774	lightgrey	0.1	305.4017036401298
Cre07.g332700	0.0540811714758525	66.0784169511258	0.476788920240969	31.505457069359817	24.8057395401286	stabilizing	0.5413601287965002	0.0811011841028817	0.0019383134530548	lightgrey	0.1	279.29441852828893
Cre07.g332786	0.049664751715849	22.4948375161544	0.383868107512039	8.635050706117006	24.8057395401286	directional	0.0660869174965112	0.0405337020867701	0.0009034118318107	red	0.0	73.15259239416181
Cre03.g172200	0.000211318617141	11.4356007219332	0.420711290889022	4.811086341815948	24.8057395401286	directional	0.2230977008219386	0.1205342494111548	0.0016790833400115	red	1.5	132.86874778973785
Cre03.g172050	7.74317449521791e-07	66.0310925165702	0.161310830184348	10.651530351827427	24.8057395401286	directional	0.2533794792807039	0.1074294283167973	0.0013536148239397	red	2.0	187.18728163987018
Cre03.g172000	0.000134751354111	70.2521398283744	0.347948747384228	24.444144054344505	24.8057395401286	directional	0.572902824817459	0.157428989476937	0.001752823419588	red	2.0	326.8457155553749
Cre03.g171900	0.316076737335109	7.7034906382791	2.44967149363711	18.871021418092656	24.8057395401286	stabilizing	0.5021949197267574	0.0664063982151665	0.0016298694880622	lightgrey	0.6	308.11971351389116
Cre03.g171550	0.0029632966266559	25.2840334505133	0.15820635798076	4.000094847269417	24.8057395401286	directional	0.161660853361394	0.0312068414081882	0.0010612847596137	red	1.0	152.32561468256395
Cre03.g171300	0.0004625042426603	56.3686746094698	0.416372501818474	23.470366071336436	24.8057395401286	directional	0.4191576237074882	0.0876358135549267	0.0017494003500698	red	1.5	239.60074301503602
Cre03.g170800	0.356786865126452	17.2311297180739	1.66879015494916	28.755139632173616	24.8057395401286	stabilizing	0.7118165630310862	0.098573007306134	0.0011186475073778	lightgrey	0.6	636.318910413202
Cre03.g170450	0.0016917490352382	6.04505894071693	0.590002147841095	3.566597758849003	24.8057395401286	directional	0.1981392538146283	0.1126828771409316	0.0014983909475237	red	1.5	132.2346842405055
Cre03.g170350	4.71582112014674e-05	6.41147665319319	0.334720494514366	2.1460526359241365	24.8057395401286	directional	0.1199959538592543	0.1220166135386458	0.0018363597838658	red	2.0	65.34446839531938
Cre03.g170050	0.357786991975615	15.4476036825546	1.82071585929737	28.125697012967617	24.8057395401286	stabilizing	0.3352936913408374	0.0892763221173384	0.0010625014321122	lightgrey	0.6	315.570107679093
Cre03.g169800	0.0208270350459321	123.861689019265	0.336790282479844	41.71541323322885	24.8057395401286	directional	0.5812871912313644	0.0984297879258635	0.0023131149309831	red	0.5	251.30060916787684
Cre03.g169700	0.0877748013563974	18.6675932189921	0.550383338600603	10.274332279506849	24.8057395401286	stabilizing	0.1683541669032569	0.0664759033672467	0.0010059807989076	lightgrey	0.1	167.35326070445242
Cre03.g169400	0.0693613430131624	32.0502664929162	0.348661415406313	11.174691279569691	24.8057395401286	stabilizing	0.1866661200357897	0.0305272471326507	0.0014724738881848	lightgrey	0.1	126.77041102976933
Cre03.g169350	3.76333868590225e-06	72.3161147832102	0.134824696864799	9.749998254086325	24.8057395401286	directional	0.2585145336961812	0.0742689611989329	0.0014482470952448	red	2.0	178.50167595363553
Cre50.g761397	0.131897750919356	11.3273321415811	1.10452573508498	12.511329860231585	24.8057395401286	stabilizing	0.1220331515846559	0.0779237646342558	0.0016261703840166	lightgrey	0.1	75.04327515991103
Cre03.g168550	4.46642327807881e-05	47.420085129039	0.275963454793205	13.086210518797488	24.8057395401286	directional	0.0594212487951014	0.1033646454012151	0.0019346241077185	red	2.0	30.71462231760195
Cre03.g168200	0.0472625850719228	7.26756392154976	1.22451056938649	8.899208835629608	24.8057395401286	directional	0.305975726332646	0.1098699073138034	0.0014237938918459	red	0.0	214.90169896427844
Cre03.g168150	0.0019517393530671	9.66551247743269	0.522390183597549	5.0491688376504635	24.8057395401286	directional	0.0868951724990422	0.1056005262800278	0.0010723290726214	red	1.0	81.03405448722894
Cre03.g167550	0.0545868243753066	25.3881676158274	1.05216777289074	26.71261177812192	24.8057395401286	stabilizing	0.1569333538084724	0.0847559947950207	0.0017156795505006	lightgrey	0.1	91.47008470356977
Cre03.g167450	4.66880836057652e-07	17.7237476674587	0.209036254215277	3.7049058230623193	24.8057395401286	directional	0.1733529796039923	0.1562535902219469	0.0012175378827479	red	2.0	142.37994731855605
Cre03.g167250	0.317861404634603	7.02006548870105	2.37613070427926	16.680593153753755	24.8057395401286	stabilizing	0.657879819090438	0.1151949361386486	0.0020762347869214	lightgrey	0.6	316.8619576333798
Cre03.g167150	0.0004673797829279	103.325095331476	0.17659398099165	18.246589920927097	24.8057395401286	directional	0.4633937598513288	0.1171645985583472	0.0010640242529797	red	1.5	435.5105238942046
Cre03.g167000	0.0009951607390482	221.051169913932	0.154766706188145	34.21136146661523	24.8057395401286	directional	0.3059917658725977	0.101579427488708	0.0016149114901071	red	1.5	189.47897005321605
Cre03.g166650	0.0094208648469609	49.4950995972682	0.208989539000437	10.343958047613796	24.8057395401286	directional	0.1063090381927002	0.0232006377483462	0.00116178177878	red	0.5	91.50516915864914
Cre03.g166550	0.23522122584233	38.6411025552172	1.73218081224837	66.93337641026869	24.8057395401286	stabilizing	0.8134619126713375	0.0830290761810823	0.0017315610037044	lightgrey	0.6	469.7853040875053
Cre03.g165900	0.118940574501048	26.9873391954237	0.936275031712692	25.2675718610365	24.8057395401286	stabilizing	0.3168346911733189	0.0427988502079307	0.0011029558462577	lightgrey	0.1	287.25963260300097
Cre03.g165350	0.101238891282229	5.67524002356661	0.496140163694255	2.815714514296525	24.8057395401286	stabilizing	0.0410062806833038	0.0697373332569462	0.0016426983476609	lightgrey	0.1	24.962757612615967
Cre03.g165100	0.0005601424960648	57.1474063428662	0.348275074843423	19.903017221169232	24.8057395401286	directional	0.5550719940414344	0.0916661895685878	0.001688858925277	red	1.5	328.6668801838458
Cre17.g709850	0.141007786324301	36.6385647767592	0.721869617274074	26.448266732870533	24.8057395401286	stabilizing	0.1921828266740018	0.0633158349659049	0.0018406445630572	lightgrey	0.1	104.41061274469942
Cre17.g710150	0.0980617656362482	17.2031452816696	0.407677752020257	7.0133395961089535	24.8057395401286	stabilizing	0.04026481813661	0.0535643674673198	0.0020952069624037	lightgrey	0.1	19.21758511646825
Cre17.g710800	0.0102896909731934	33.720656023512	0.467082522913141	15.75032908974819	24.8057395401286	directional	0.0	0.0979698880304591	0.001196996002151	red	0.5	0.0
Cre17.g711150	0.0489585252898888	70.4832907422198	0.33389910290074	23.53430754831922	24.8057395401286	directional	0.550932539288197	0.1527830951528431	0.0008881533010369	red	0.0	620.3124377795984
Cre17.g711300	0.0956699785241339	21.9712963313187	1.39208781024086	30.585973798018493	24.8057395401286	stabilizing	0.2387327916316282	0.0842510290564539	0.0011279465825911	lightgrey	0.1	211.65256876191353
Cre17.g712100	0.210335333486347	14.2734981613378	0.73693177660711	10.518594358432983	24.8057395401286	stabilizing	0.6425890172477976	0.1320086028415006	0.0016370843193285	lightgrey	0.1	392.5204155100423
Cre17.g712350	0.112654575917538	7.33342278732414	1.45512246416617	10.671028237063444	24.8057395401286	stabilizing	0.1891508069310631	0.1196384385020542	0.0013156924929071	lightgrey	0.1	143.76520953853225
Cre17.g712400	6.02418815195019e-06	29.2136814155328	0.281156961595402	8.213629903807265	24.8057395401286	directional	0.1824833817569484	0.1318033051740056	0.0012943239882325	red	2.0	140.98740610234972
Cre17.g713850	0.0831349739646026	20.7670721766258	0.773833670194901	16.070259681640753	24.8057395401286	stabilizing	0.4114865254164477	0.0632151272228297	0.0011424656778271	lightgrey	0.1	360.1740808521005
Cre17.g714250	0.0008150274359643	68.7008814696307	0.415731583142712	28.56112621666938	24.8057395401286	directional	0.4466163049303804	0.1092243378903346	0.0012537043818787	red	1.5	356.2373326486403
Cre17.g715000	0.394103752061543	84.210506069595	2.25991226051478	190.308355130832	24.8057395401286	stabilizing	0.7191792641268439	0.0730044206326774	0.0010465810067815	lightgrey	0.6	687.1701850757842
Cre17.g715100	0.293517811547443	256.4066165464	0.62035818781075	159.06394398341058	24.8057395401286	stabilizing	0.4267291560625451	0.0595164504320491	0.0015206102481203	lightgrey	0.6	280.6301986916408
Cre17.g715250	0.196482416502103	29.305728337099	1.86664666961492	54.703440201085435	24.8057395401286	stabilizing	1.6273757335496892	0.1087723443962003	0.0014040894456325	lightgrey	0.1	1159.0256864416538
Cre17.g715500	0.0664247611973744	37.2450570963414	0.445117809451319	16.578438227612786	24.8057395401286	stabilizing	0.611356060658315	0.0974052503446401	0.0016256672171633	lightgrey	0.1	376.06470389745436
Cre17.g715950	0.180217019608645	47.7640307269833	0.660063288969641	31.527283216099587	24.8057395401286	stabilizing	0.3653093209516452	0.0817023812535294	0.0014262409941943	lightgrey	0.1	256.13435768477024
Cre17.g717750	0.0196628359513937	14.727172020363	0.685450591837985	10.09474877745763	24.8057395401286	directional	0.321500336124718	0.0553114425779266	0.0015866996814425	red	0.5	202.62204617854067
Cre17.g718600	0.455990833621125	4360.83952081907	2.49802698614976	10893.494805274424	24.8057395401286	stabilizing	0.5902198816919232	0.1420684821220131	0.0010273880536069	lightgrey	1.1	574.4858329039454
Cre17.g718650	0.0911627706114778	12.3745514920658	0.519964459271128	6.434326975294724	24.8057395401286	stabilizing	0.0182946274428601	0.1083656836066288	0.0012769068858938	lightgrey	0.1	14.32729954310988
Cre17.g718750	0.0193832414179242	27.9951189568606	0.912053136538432	25.533036052371227	24.8057395401286	directional	0.1873360577379973	0.0808287087416827	0.0013688148616767	red	0.5	136.8600407424888
Cre17.g718900	0.0683169333855101	17.8189596789072	1.24993564012076	22.27255277254088	24.8057395401286	stabilizing	0.3677417485593921	0.1251887959175743	0.0012148479329744	lightgrey	0.1	302.7059919005858
Cre17.g719000	0.185422768412235	185.063761729601	0.557931967451183	103.25298868571323	24.8057395401286	stabilizing	0.1838997434808278	0.0352645557067179	0.0022153522820159	lightgrey	0.1	83.0115124234259
Cre17.g719050	0.0114249454591064	100.319095268928	0.66325034673536	66.5366747212941	24.8057395401286	directional	0.2909856791922964	0.1436383502544791	0.0015120588415706	red	0.5	192.44335682733407
Cre17.g719250	0.0016651520979975	12.3691924564333	0.577988575077808	7.149251922757054	24.8057395401286	directional	0.1468301858960316	0.0983460361416096	0.0009308302298487	red	1.5	157.74110163987459
Cre17.g720050	0.0179248517603512	28.7857493307548	0.622200086361085	17.91049571956418	24.8057395401286	directional	0.4295905331721552	0.083502954426012	0.0016502897288876	red	0.5	260.31218982482943
Cre17.g720183	0.0465668879896956	31.1149656909346	1.0186344936799	31.69477732245263	24.8057395401286	directional	1.605756671360784	0.1250951726211012	0.001941276722189	red	0.0	827.1652634613159
Cre17.g720528	0.348732039707636	10.9330344315124	2.62225385967637	28.669191736008038	24.8057395401286	stabilizing	0.722383982393121	0.1155821779943789	0.0014918325375973	lightgrey	0.6	484.22591959052625
Cre17.g720550	0.187194421720923	36.2244969999139	0.65878369875769	23.86410811924013	24.8057395401286	stabilizing	0.6694885531504045	0.0893264695177509	0.001528975249052	lightgrey	0.1	437.86748906857895
Cre17.g721200	0.300692941059382	19.2607889717937	1.68443411072524	32.443529943569835	24.8057395401286	stabilizing	0.5877354203319521	0.0604376986544745	0.0019940431629033	lightgrey	0.6	294.7455858860233
Cre17.g721250	0.0001826224579243	5.99078853162163	0.394440339363044	2.363008661465068	24.8057395401286	directional	0.4564432828380225	0.1087468690003649	0.0012911185088932	red	1.5	353.52547399332417
Cre17.g721300	4.35452097802307e-08	19.9467218239452	0.163487952582498	3.2610487117294307	24.8057395401286	directional	0.3570091903958916	0.0953992577719015	0.0015173013757675	red	2.0	235.29220766395522
Cre17.g721350	0.0005248493026831	106.653436629367	0.327233850193717	34.900614704619365	24.8057395401286	directional	0.2755941953776416	0.1171536111724967	0.0008117729230469	red	1.5	339.49665916821823
Cre17.g721450	0.0061796844941211	6.57209750089077	0.660820227644147	4.3429749666381685	24.8057395401286	directional	0.3626006879481331	0.1067546832239373	0.0012788475522915	red	1.0	283.53706999587865
Cre17.g721750	0.170749906388469	27.5633963452443	1.13902171342209	31.395306932892332	24.8057395401286	stabilizing	0.1919231895390694	0.1019123550683995	0.0025697141573752	lightgrey	0.1	74.68659071992145
Cre17.g722200	0.116426752610217	29.5059800870798	1.08552569050139	32.02949940794756	24.8057395401286	stabilizing	0.6770080972440261	0.0814804021564089	0.0008731880889795	lightgrey	0.1	775.3290565784623
Cre17.g722300	1.38586388029978e-05	24.1760701880779	0.0999534508645842	2.416481643642783	24.8057395401286	directional	0.2828801202615606	0.0923567391277851	0.0012406618492372	red	2.0	228.00743041747006
Cre17.g722500	0.0559683825943811	28.5473907396222	1.09660949587394	31.30533976749349	24.8057395401286	stabilizing	0.6099597252182067	0.09622013152233	0.0012014016980576	lightgrey	0.1	507.70672806970083
Cre17.g722750	0.108762209199837	29.6414608507015	0.957211757655351	28.37315484037226	24.8057395401286	stabilizing	0.4050424752239753	0.0656392305429041	0.0013950477676513	lightgrey	0.1	290.34308689365105
Cre17.g722800	0.0307483313225187	157.241552866692	0.386242867331342	60.733428242863916	24.8057395401286	directional	0.2096802840709494	0.0646563724275146	0.0012572886287089	red	0.0	166.77179709027394
Cre17.g722950	9.23097772992942e-06	112.927407229149	0.0756687369335771	8.545074270213409	24.8057395401286	directional	0.2060052023900571	0.0827028097553352	0.0014713937547966	red	2.0	140.00684841735955
Cre17.g723550	0.0001932782342661	41.1834235712244	0.26071020591344	10.736938839474334	24.8057395401286	directional	0.0882217372078155	0.0754656790009007	0.0011199272552441	red	1.5	78.77452467980756
Cre17.g723650	0.0028559582871135	11.9595416402092	0.592159468995976	7.0819558271015435	24.8057395401286	directional	0.0	0.0793551474094021	0.0013077105274726	red	1.0	0.0
Cre17.g723750	0.0087449162215901	63.1290874983521	0.459602560082512	29.014290229915527	24.8057395401286	directional	0.176268519078807	0.0675695674654594	0.0012218925584481	red	0.5	144.25860756749506
Cre17.g723800	0.0948493649563244	24.4474098060076	1.07402513938788	26.257132724569935	24.8057395401286	stabilizing	0.3957218249634275	0.0697987523868068	0.0011226392470803	lightgrey	0.1	352.4924199760517
Cre17.g723900	0.0001886510550098	13.7566659168386	0.429881827947367	5.913740690791819	24.8057395401286	directional	0.1781428091491763	0.1108805626615387	0.0010795020349238	red	1.5	165.02313417292547
Cre17.g723950	0.150101311314127	21.5652463633765	1.43737537541544	30.997354087484744	24.8057395401286	stabilizing	0.3786444003306006	0.0742595191731512	0.0011544610427297	lightgrey	0.1	327.9836965613872
Cre17.g724300	0.0528155268748215	313.473271452155	0.852753181568662	267.315329567562	24.8057395401286	stabilizing	1.1526192172211596	0.1118846085667685	0.0015268916607858	lightgrey	0.1	754.8795024710366
Cre17.g724350	0.0066987634207292	15.0291422988329	0.390223100313651	5.864718502905606	24.8057395401286	directional	0.0907142107324228	0.0643215674028826	0.0023037470404434	red	1.0	39.376810535137196
Cre17.g724400	0.0078821658138482	13.6013101130783	0.69128319233914	9.402357074963398	24.8057395401286	directional	0.5772660477823031	0.1061319381855284	0.0011840231556226	red	1.0	487.54624860250874
Cre17.g724550	6.62398624775622e-06	37.1772552988053	0.259439077275842	9.645232810370453	24.8057395401286	directional	0.1317468015570668	0.0617544915517837	0.0009304297825505	red	2.0	141.5977906424294
Cre17.g724600	7.91299882276608e-06	35.3340660098659	0.160553692398566	5.673014765338636	24.8057395401286	directional	0.6504444449481763	0.1430434725169201	0.0009231763543429	red	2.0	704.5722541400562
Cre17.g724850	0.0024758012147153	50.8387912639935	0.263919011771099	13.417323550030344	24.8057395401286	directional	0.1366763933571044	0.0666023103969557	0.0019349354157779	red	1.0	70.63615262949567
Cre17.g725200	0.0626219336664956	18.07556914137	1.23318625575826	22.29054343014562	24.8057395401286	stabilizing	0.2758721059965067	0.05964854899497	0.0015338054077981	lightgrey	0.1	179.86121615814557
Cre17.g726050	0.0298226571254245	22.2881560395878	0.340213583007861	7.582733424866462	24.8057395401286	directional	0.0307312802203413	0.0821344996869782	0.0020470689753507	red	0.0	15.01233255468418
Cre17.g726000	8.5534570711104e-05	46.1978311038671	0.0931378805484138	4.30276807494777	24.8057395401286	directional	0.0499002372390618	0.1145659563876598	0.0019185898439055	red	2.0	26.008809229118192
Cre17.g726250	0.45619613933977	5.77299487230222	2.45541131658521	14.17507694003926	24.8057395401286	stabilizing	0.531525359084496	0.1039396205146768	0.0016378240343431	lightgrey	1.1	324.53141970021267
Cre17.g726400	0.0251353882588859	9.92203777759977	0.865390432475613	8.586436563396436	24.8057395401286	directional	0.324153391113672	0.129977697959447	0.00231317800033	red	0.0	140.13335379613156
Cre17.g726700	0.0054112830220013	19.7624333916168	0.260937859186753	5.1567670615292895	24.8057395401286	directional	0.1528213785539275	0.0746995003031376	0.0010027789200225	red	1.0	152.3978770420289
Cre17.g726750	0.0086422426036122	38.9148925996922	0.347432967717435	13.52031662431631	24.8057395401286	directional	0.1478356956587792	0.0478311785441904	0.0012625840099688	red	0.5	117.08978926672165
Cre17.g726983	0.10329224232233	40.5367256681718	1.1333386369681	45.941837415915614	24.8057395401286	stabilizing	0.9175018333795214	0.1123296531153442	0.0013567031985365	lightgrey	0.1	676.2730672185685
Cre17.g727100	0.0009982435046368	35.5798388668384	0.538235375801865	19.150327943462568	24.8057395401286	directional	0.2121098324923302	0.1178006110179423	0.0021957989192416	red	1.5	96.59802208372984
Cre17.g727300	0.0862094967663422	7.31860756142766	0.814125411823665	5.9582643949230825	24.8057395401286	stabilizing	0.9313944513739292	0.1646169457000033	0.0019119818874549	lightgrey	0.1	487.13560389096466
Cre17.g727400	0.0225057823442451	26.0733315995552	0.878582134424897	22.90756332830532	24.8057395401286	directional	0.2505495082020819	0.0958787622505752	0.0016140687991771	red	0.5	155.2285183443354
Cre17.g727700	0.0452391843683848	41.3534139576349	0.389186760816328	16.094201226868655	24.8057395401286	directional	0.2899355514586901	0.0787429101156493	0.0010235145682085	red	0.0	283.27447450618735
Cre10.g451150	0.235372012884433	7.54327537515065	1.58100375910472	11.925946724075244	24.8057395401286	stabilizing	0.1837787152234681	0.124800618553099	0.0010273502527323	lightgrey	0.6	178.8861342416547
Cre10.g450400	0.0092768060196104	31.5868839350054	0.323018317151012	10.20314209272978	24.8057395401286	directional	0.3003010410666459	0.049633981621431	0.0015457109576071	red	0.5	194.2802045807704
Cre10.g449700	0.106990361884854	35.0677352689836	1.02058234692819	35.78951156227574	24.8057395401286	stabilizing	0.2223399462326353	0.114596547130158	0.0014510070601396	lightgrey	0.1	153.2314709835004
Cre10.g449800	0.0047360528372897	11.4927097450105	0.449790698091225	5.169313939168097	24.8057395401286	directional	0.5713308731525055	0.1751630183750877	0.0013315132352567	red	1.0	429.08388593100216
Cre10.g449350	0.0001393951117121	58.8014549646501	0.400229255023699	23.534062514811495	24.8057395401286	directional	0.7479836448431385	0.1513221984446316	0.0007356789743511	red	2.0	1016.7255976057922
Cre10.g449250	0.116269230933558	12.7073839775603	1.50226827106849	19.089899757772944	24.8057395401286	stabilizing	0.3071844825092955	0.0655604823458543	0.0011451600232749	lightgrey	0.1	268.2459012416597
Cre10.g449150	0.0392129617834983	8.82446561786453	1.08442808935293	9.569498389541453	24.8057395401286	directional	0.1395751310680648	0.116421661918353	0.0009916684227104	red	0.0	140.74778209291168
Cre10.g449050	0.0344480705087445	58.9986259443119	0.960759395254921	56.68348418312839	24.8057395401286	directional	0.2656175703209853	0.0943785438243973	0.001815727458952	red	0.0	146.28713632732868
Cre10.g448850	0.0198509000100279	30.7185617504282	0.832872970413372	25.58465977190573	24.8057395401286	directional	0.1722512222236664	0.0677507347807164	0.0011372160553978	red	0.5	151.467455463784
Cre10.g448700	0.10071757777622	5.79376732532987	1.26594830819426	7.334609943572531	24.8057395401286	stabilizing	0.1227592004263861	0.0868022921291723	0.0016575698099603	lightgrey	0.1	74.05974679843274
Cre10.g448000	2.43117698857903e-07	27.5340929514066	0.181057753863962	4.985261024463227	24.8057395401286	directional	0.2426355351511974	0.0895986288126412	0.0013138883119978	red	2.0	184.66983299536625
Cre10.g447300	0.0121539650035912	89.3886666669727	0.241553596036307	21.592153878298024	24.8057395401286	directional	0.0495268488729461	0.0781235966117693	0.0023126932054785	red	0.5	21.415226522749663
Cre10.g447100	0.0334447071377911	31.2343248611337	0.264544277865379	8.262861915001269	24.8057395401286	directional	0.2697865970062321	0.0426642790511187	0.0014497566543648	red	0.0	186.09095270849926
Cre10.g447000	0.132746004597848	11.2835189446444	1.02912258659803	11.61212420224032	24.8057395401286	stabilizing	0.2210420713015517	0.0527247327060698	0.0012924404914006	lightgrey	0.1	171.0268850073023
Cre10.g446900	2.46379924823908e-05	14.6681029879691	0.264340413879672	3.8773724146694053	24.8057395401286	directional	0.1114357987715553	0.09727267878252	0.0017530543450144	red	2.0	63.56665387383637
Cre10.g446700	0.0218686225575376	68.4351114552522	0.312602588539962	21.39299298793264	24.8057395401286	directional	0.1895050504656955	0.0693978148924505	0.0015635620187154	red	0.5	121.20085305051737
Cre10.g446500	7.04059449389212e-05	45.4020641070142	0.2905684770917	13.192408624394849	24.8057395401286	directional	0.3025471773666627	0.1100920288806484	0.0012780039115249	red	2.0	236.7341560055687
Cre10.g446350	0.181202853575806	9.1913123268997	1.08302927767867	9.954460350321238	24.8057395401286	stabilizing	0.9430966048404776	0.0989806394374026	0.0009654671651	lightgrey	0.1	976.8292894174135
Cre10.g446150	0.0806563844059413	57.4118609323443	0.667340262945758	38.31324637079593	24.8057395401286	stabilizing	0.1773052809611239	0.0774660230336211	0.0016984630543068	lightgrey	0.1	104.3916030504933
Cre10.g446100	0.0168392590214047	33.5506959008927	0.269874280143963	9.054469904582426	24.8057395401286	directional	0.216100200003022	0.0336303342561089	0.0010576727867291	red	0.5	204.31668727274476
Cre10.g446050	0.0220194889746423	22.1051001989724	0.441892702142173	9.7680824580474	24.8057395401286	directional	0.1927907204564241	0.1399734638495495	0.001369482662567	red	0.5	140.77631336715962
Cre10.g445050	0.0434842260948276	73.1677667232573	0.381994043610392	27.94965107255894	24.8057395401286	directional	0.2234695288206053	0.0866154586732497	0.0017020775348994	red	0.0	131.29221450761543
Cre10.g444800	0.0004104240054192	13.6220497428216	0.241945275685882	3.29579058043377	24.8057395401286	directional	0.2672272006194865	0.0856524665308902	0.0014263162515991	red	1.5	187.354803200123
Cre10.g444500	0.0252353276390784	98.0473441270535	0.939508806953839	92.11634330580053	24.8057395401286	directional	0.5786433362944466	0.0995695165556962	0.0013544070712563	red	0.0	427.230002393385
Cre10.g444400	0.0188451187123691	28.8542717571778	0.82777970587308	23.884980588338557	24.8057395401286	directional	0.4983686216661904	0.0702220807393644	0.0010601182682708	red	0.5	470.10662544198846
Cre10.g442700	0.0277236957581705	142.129705318872	0.37115540717815	52.75220864973641	24.8057395401286	directional	0.1650578585158257	0.0767807769462179	0.0016506378342256	red	0.0	99.99641053499958
Cre10.g442650	0.017742274779626	22.34937355646	0.772457688224632	17.263945430691816	24.8057395401286	directional	0.1615159142054417	0.1181905482463045	0.002772015156372	red	0.5	58.266605734159455
Cre10.g442600	0.0236026149966305	15.5035954426554	0.579207303394293	8.979795709256486	24.8057395401286	directional	0.8994253830477633	0.1611409649453683	0.0014944412340615	red	0.0	601.8472741168688
Cre10.g441950	0.0015472794788845	11.8518628709122	0.356989596483101	4.2309917438599935	24.8057395401286	directional	0.2155331102843674	0.049204316617431	0.001254480982376	red	1.5	171.8105840681183
Cre10.g441900	0.0198801713667194	15.5808312133293	0.593839628004962	9.252515011731573	24.8057395401286	directional	0.277719649816299	0.0649874166085954	0.0013277105501647	red	0.5	209.1718332597782
Cre10.g441400	0.0021546685790718	115.091466761291	0.411249595433369	47.33131914341396	24.8057395401286	directional	0.1274731265021993	0.0831527506492489	0.0017502202013514	red	1.0	72.83262209165069
Cre10.g441000	5.83736026362113e-05	15.8351870694614	0.336248137467168	5.324552158550578	24.8057395401286	directional	0.2503628918006872	0.1119864677307115	0.00193466035973	red	2.0	129.4092219037494
Cre10.g440900	0.0211906630840248	8.45421882183662	0.835573043056984	7.064117347631654	24.8057395401286	directional	0.1407551874211015	0.0975923256724628	0.0013179990853371	red	0.5	106.79460174670837
