CINC	CSCH	k0	k4	sites
g9324	g1732	0.104252598785509	0.4645886846595658	2922.0
g9323	g1733	0.1500774293025998	0.54528654917672	2426.0
g9322	g1734	0.1605702868457189	0.5475388031215471	1710.0
g9321	g1735	0.23203738084125	0.4743027977931942	1500.0
g9320	g1736	0.0933087916979807	0.45395713502435014	1466.0
g9319	g1737	0.124357483230349	0.4832677622928851	1428.0
g9318	g1738	0.0559012463863315	0.35967981019641465	3081.0
g9317	g1739	0.1109331787063648	0.6156571831145736	2424.0
g9316	g1740	0.0324625632806325	0.5103061160868867	969.0
g9315	g1742	0.0993415253945404	0.5104815216813451	5388.0
g16844	g1748	0.2021385763680823	0.46200542440827763	1549.0
g16843	g1749	0.0710859143996665	0.43837491839662235	3182.0
g16842	g1750	0.0724423278824625	0.34696764146108483	1189.0
g16838	g1753	0.2399048833295707	0.5013409259771804	1469.0
g16837	g1754	0.0384648846483662	0.17947757653391389	3894.0
g16836	g1757	0.2270886304781531	0.6600980628447835	1493.0
g16835	g1758	0.2170386520342783	0.5368239518607884	1323.0
g16834	g1759	0.1688125620990272	0.3861977239425921	2007.0
g8149	g1767	0.0575624862124204	0.5173393746429302	569.0
g8150	g1768	0.008571521867717	0.27814468419801663	1579.0
g8151	g1770	0.0026714186747704	0.33418882642319225	581.0
g8152	g1771	0.1136315027733147	0.7557303828467872	447.0
g8153	g1772	0.1806241140055468	0.6717210871323209	4445.0
g8154	g1773	0.0167839171966439	0.42521443349945787	1488.0
g8155	g1774	0.0742049608911776	0.694327106871524	282.0
g8156	g1775	0.0407339920153048	0.6060938739665401	1030.0
g8157	g1776	0.0724460687967169	0.45996805849309536	2208.0
g8158	g1777	0.0157005297394008	0.33011299957204066	3571.0
g8159	g1778	0.099593605486359	1.0397207708399179	304.0
g8160	g1779	0.0545695157118212	0.34499849034631075	1578.0
g8161	g1780	0.0161644187893006	0.26736279080092074	1422.0
g8162	g1782	0.0407709069141655	0.4605779799146193	784.0
g8163	g1783	0.1459686846812651	0.6004255718855867	1484.0
g8164	g1784	0.1568719457390744	0.5142900680372473	2718.0
g8165	g1785	0.0496997075398372	0.35250272193430165	1307.0
g8166	g1786	0.0891255059267688	0.46427940630466746	369.0
g8167	g1787	0.4391108912824653	1.015288643013958	8064.0
g8169	g1788	0.0668759584283857	0.303072136875617	1909.0
g8171	g1789	0.0382773197035072	0.26471545807766117	3240.0
g8172	g1791	0.0519752691041417	0.30259431703597384	1085.0
g8173	g1792	0.1572713290663139	0.5996456880888879	1992.0
g8174	g1793	0.0261627274693174	0.10145311950596675	1653.0
g8175	g1794	0.2192130100388624	0.6505492797812182	2067.0
g8176	g1795	0.1463218260984256	0.6210255610851488	1790.0
g8181	g1796	0.100775372753939	0.3773939991831897	698.0
g8182	g1797	0.1150459020929507	0.5147861157343089	12298.0
g8183	g1799	0.1714857699796278	0.5136160054573073	3941.0
g8184	g1800	0.0403637219671187	0.32145497750239405	1475.0
g8185	g1802	0.0306321288695251	0.30823107293935037	3016.0
g8186	g1803	0.0100168433861668	0.027780953760261823	610.0
g8187	g1804	0.0157073803839323	0.1665097267079427	1155.0
g8188	g1806	0.1374222634497509	0.5744299011317802	3043.0
g8189	g1807	0.2427227821136804	0.7499784250535082	10688.0
g8190	g1808	0.0897547785817448	0.535794216880261	1016.0
g8191	g1809	0.0244659169368611	0.21207023868779518	2931.0
g8192	g1813	0.2534168768998184	0.6719632857277743	1738.0
g8193	g1814	0.2885724001318805	0.6992948706855102	4595.0
g8194	g1815	0.275793585093988	0.4656198892352393	1436.0
g8195	g1816	0.2513409205356364	0.807528146967281	7217.0
g8196	g1817	0.2135354085465663	0.64378072799595	4293.0
g8198	g1818	0.20024514432628	0.6104601073168157	3487.0
g8199	g1819	0.1238359470600182	0.4082261647217853	2748.0
g1883	g1829	0.0308623572266006	0.25332098391625724	2067.0
g1882	g1830	0.0821605822259787	0.4110323442181052	8243.0
g1880	g1840	0.1534683776602291	0.5509851836000236	3314.0
g8941	g1843	0.4027899638850333	0.5848212400475372	1047.0
g1879	g1853	0.1161406215700079	0.3799958400673129	1986.0
g1878	g1854	0.0117419228044147	0.05001853087400412	763.0
g1876	g1855	0.1303617400077403	0.5278846207199344	4414.0
g1875	g1856	0.0922240049036449	0.40947975864872727	2665.0
g1873	g1857	0.0383470098919531	0.18848582121067953	489.0
g1872	g1858	0.0127256499425274	0.32499154695834803	482.0
g1871	g1859	0.0305032797981958	0.09033461480690032	553.0
g1870	g1860	0.0799996466625331	0.9312848492315873	573.0
g1869	g1861	0.0140754801387688	0.1477978788983685	1497.0
g1868	g1862	0.0636689014305721	0.32952499483788433	853.0
g1862	g1864	0.112840363459449	0.6227612265550728	967.0
g1861	g1865	0.0653533674139046	0.5439042563065211	1094.0
g1858	g1871	0.0263184898584525	0.2802290073723653	1074.0
g1857	g1872	0.1503641455662193	0.5078535046414429	2474.0
g1855	g1874	0.1029735137325895	0.30409883108112323	13611.0
g1854	g1875	0.1151999530276195	0.3467762661091915	2077.0
g1852	g1877	0.193760389880392	0.5059894484428356	3308.0
g1851	g1878	0.1474229351321233	0.4026961857514711	594.0
g1850	g1879	0.0794230713168018	0.33081921431348665	1625.0
g1849	g1880	0.0496135822750308	0.2965862473985199	1476.0
g1848	g1881	0.3537166418108598	0.6616808809304923	4710.0
g1846	g1882	0.0853122898423945	0.37510892575282084	4095.0
g1845	g1883	0.079439264162803	0.5635620665129408	308.0
g1844	g1884	0.3523755062610256	0.7359272521994042	1236.0
g1843	g1885	0.12367571897509	0.44795854536883595	5755.0
g1842	g1886	0.1859173255496565	0.7784907501387562	891.0
g1841	g1887	0.0379575006648134	0.20266307261928906	2374.0
g1840	g1888	0.1004039505665523	0.34797098609232957	1515.0
g1839	g1889	0.2734086287391012	0.6696314854204729	2527.0
g1837	g1891	0.0595411700953046	0.29295449527831086	1792.0
g1836	g1892	0.1631323001969652	0.5419471386809478	1811.0
g1835	g1893	0.1508066653254572	0.6076064126243342	1413.0
g1832	g1896	0.1074356356641137	0.47383367563774	1596.0
g1830	g1897	0.0903346148069003	0.3979711882966279	289.0
g1829	g1898	0.0408959903033814	0.29500781068186466	289.0
g1828	g1899	0.3124193069213917	0.8221986523123537	3488.0
g1826	g1900	0.2831374667463607	0.7255487956379622	7135.0
g1825	g1901	0.0236240002945282	0.27579358509398805	256.0
g1824	g1902	0.1518552185925226	0.5003397639863774	6247.0
g1823	g1903	0.1889974174105984	0.6626256817883731	1917.0
g1822	g1904	0.0264344542962561	0.45012804307638044	699.0
g1820	g1905	0.1668258293956008	0.5058008533041676	3862.0
g1819	g1906	0.0683641272417459	0.7503708245321898	529.0
g1818	g1907	0.0733408300761721	0.6796802970154902	673.0
g1817	g1908	0.3272104014298095	0.7777360602166705	1695.0
g1816	g1909	0.1257920680296014	0.6975740286303673	2561.0
g1815	g1910	0.0239064063978367	0.4692794248233094	258.0
g1813	g1911	0.0070541332922871	0.3861282489419636	1486.0
g1812	g1912	0.0336662409361006	0.26039714998814145	364.0
g1811	g1913	0.0930394865024841	0.6344324513342666	1464.0
g1810	g1914	0.039678673711419	0.5929841587836173	328.0
g1809	g1915	0.4683890056281369	1.6479184330021643	1154.0
g1808	g1916	0.0257536031856686	0.8602566221474697	631.0
g1807	g1917	0.0629892420548196	0.6017598543937029	763.0
g1806	g1918	0.1385908580688993	0.6167122212835723	14447.0
g1803	g1919	0.1482798567250755	0.5261895369043574	1592.0
g1802	g1920	0.320216250718573	0.8797885536957997	6155.0
g1800	g1922	0.0683216640532748	0.3271775750811886	1571.0
g1799	g1923	0.2597071775383753	0.48754769581772506	890.0
g1798	g1924	0.2260991385672597	0.6307489702194123	987.0
g1797	g1925	0.0551251141630341	0.3386110090461535	1818.0
g1796	g1926	0.0911410183252429	0.5252755714000743	1254.0
g1795	g1927	0.1285186889975137	0.43808010595778896	986.0
g1794	g1928	0.0404820009013481	0.2618882041571811	606.0
g1793	g1929	0.0584580532624613	0.5008014112875342	2426.0
g1792	g1930	0.0143581211232326	0.17784734496671226	4052.0
g1791	g1931	0.3235804458835689	0.9360785491679738	3407.0
g1783	g1932	0.0788369902392158	0.5752770169943277	2026.0
g1782	g1933	0.2830922785448554	0.5549838601830334	2050.0
g1781	g1934	0.0862407887994944	0.4680230419448982	4019.0
g1780	g1935	0.0311617521846542	0.26433047984995806	2120.0
g1776	g1938	0.0978489723518505	0.4518870158612362	1725.0
g1775	g1939	0.0668345456069656	0.43342337457965385	874.0
g1774	g1940	0.1670911863110649	0.6175558032955811	2879.0
g1773	g1941	0.0501183428948458	0.3510217053862658	2119.0
g1772	g1942	0.2646852095863005	0.5127513274540512	1730.0
g1771	g1943	0.0325254218363473	0.16452212135572783	569.0
g1770	g1944	0.3137763847080541	0.6445369497017067	976.0
g1768	g1946	0.0086145957866761	0.14040865656610985	714.0
g1766	g1947	0.1006188857197816	0.35635877155961565	5452.0
g1765	g1948	0.094668151637615	0.4546018526777367	699.0
g1764	g1949	0.0394828001140665	0.2031283687222535	1719.0
g8201	g1951	0.1067137624130679	0.6428517135278102	1167.0
g8202	g1952	0.1805258408319429	0.6513638202049857	3352.0
g8204	g1953	0.4429445247856441	0.9678415054482119	1794.0
g8205	g1954	0.1579109353512903	0.5168177848982483	2903.0
g8206	g1955	0.096249482058992	0.747187707004905	1444.0
g8207	g1956	0.0232705647637902	0.33122278843217556	937.0
g8208	g1957	0.1523069911975503	0.4855876576792526	1132.0
g8209	g1958	0.1352303164298343	0.4691609648033199	1685.0
g8211	g1959	0.1796039468790947	0.5063788960059823	6813.0
g8219	g1960	0.1012190112814855	0.4555352691018903	4754.0
g8218	g1961	0.1592661955670161	0.5408599312952277	3431.0
g8216	g1963	0.2627925435625924	0.6510664725422081	4515.0
g8215	g1964	0.2611113699296843	0.7439654357210126	1918.0
g8213	g1965	0.0767218866299424	0.3849134770534579	1412.0
g8212	g1967	0.0510452079399403	0.3939497309405888	1014.0
g8222	g1970	0.1856409902136038	0.4781829970538511	1245.0
g8223	g1971	0.1237793367339049	0.651594381341367	956.0
g8224	g1974	0.3201594019589856	0.8535250885513757	5792.0
g8225	g1975	0.0910206427532006	0.340586712919011	1671.0
g8228	g1976	0.1463889844083179	0.4872882169744571	5990.0
g2226	g1994	0.1388914864962826	0.5413084407825886	3693.0
g2225	g1996	0.014761692156877	0.15033104269193864	1738.0
g2224	g1997	0.0224018825853607	0.15089053839762886	3748.0
g2223	g1998	0.0654876219869908	0.40056186444769337	1367.0
g2222	g1999	0.0602330223147097	0.31020469926889827	937.0
g2219	g2001	0.1281954446972668	0.6097488519602907	1395.0
g2218	g2002	0.0827108437534416	0.480584396281972	1259.0
g2217	g2003	0.0862149675128595	0.3320523771790469	1866.0
g2215	g2004	0.204111386387811	0.5507423210580988	2760.0
g2214	g2005	0.0616216930133356	0.3421351505153856	1365.0
g2213	g2006	0.1960808228241264	0.4433234446543314	1263.0
g2212	g2007	0.1367411675954659	0.3229190067793659	1711.0
g2210	g2008	0.1884858212106795	0.5741757356393732	838.0
g2209	g2009	0.0739350253552205	0.4194166234708807	2887.0
g2208	g2010	0.077122681049894	0.5274746640179726	942.0
g2207	g2011	0.0224249592717554	0.18761876909099048	1296.0
g2206	g2012	0.1468084328445715	0.669206891752711	994.0
g2205	g2013	0.0437153798482219	0.3444508605758555	1099.0
g2204	g2014	0.1142648601488328	0.4823289058306951	3230.0
g2203	g2015	0.0721311677056545	0.4508149221378412	8519.0
g2202	g2016	0.0087464548108822	0.12634839159939634	701.0
g2201	g2017	0.0733231265744186	0.6094404130679688	819.0
g2200	g2018	0.0812629396427078	0.45237356915588434	5276.0
g2199	g2019	0.0763088554208512	0.6142705698367111	978.0
g2198	g2020	0.0062893450322055	0.13035815034453452	735.0
g2196	g2021	0.0028790822303742	0.17555446638480005	515.0
g2195	g2022	0.1092001404150586	0.4545078028939278	3597.0
g2194	g2023	0.2415183778944174	0.5795102505617469	542.0
g2193	g2024	0.0825752585178936	0.3642863505898128	2533.0
g2192	g2025	0.0198541005314826	0.22057627761458626	2095.0
g2191	g2026	0.1704581226344535	0.5723748620434841	2320.0
g2190	g2027	-0.0	0.04286881037996148	275.0
g2189	g2028	0.1172506702732271	0.4130590449163275	1362.0
g2188	g2029	0.1443126330869488	0.45538842852329986	4892.0
g2187	g2030	0.0714145180555945	0.22556561551435034	1135.0
g2186	g2032	0.0651698750200315	0.3156502145397532	1180.0
g2184	g2038	0.3205065843274525	0.5893049755408277	5529.0
g2182	g2039	0.1232505875090564	0.44956102717292873	5391.0
g2179	g2041	0.2461464012931769	0.5716050390351726	1775.0
g2178	g2042	0.0534033347188437	0.3568362048942182	905.0
g2177	g2043	0.0889667354447838	0.4227849642904492	2782.0
g2176	g2044	0.0599883562755941	0.3540380346505952	1478.0
g2174	g2045	0.1091666891934932	0.35894052970284523	1501.0
g2173	g2046	0.4310145306423157	0.511372016720463	882.0
g2172	g2047	0.0264528579622672	0.23383471802313102	1115.0
g2171	g2048	0.0541031461248173	0.23935276846475048	573.0
g2170	g2049	0.0599653314799071	0.2287162849380656	1446.0
g2169	g2050	0.3793408723020252	0.5576077431862276	2091.0
g2168	g2052	0.1676184876927722	0.6161797268615758	3288.0
g2167	g2053	0.0582732855650012	0.1794222667993756	1867.0
g2166	g2054	0.2993429495772878	0.5381987073180822	618.0
g2165	g2055	0.5046011239919361	0.6533746739683848	2848.0
g2159	g2056	0.1241112678568375	0.43152310867767135	2250.0
g2158	g2057	0.1018748819751325	0.5095438541185949	3522.0
g2157	g2058	0.0271328970083653	0.20515317379921225	1077.0
g2150	g2059	0.0933008951241461	0.4941168285141532	2316.0
g2151	g2060	0.0603616286510303	0.3484595854581444	2663.0
g2153	g2062	0.0810466682165908	0.2326161962278796	1144.0
g2154	g2063	0.0687265111775334	0.6042188729899767	1042.0
g2155	g2064	0.0746756968237817	0.3364115206833571	642.0
g2156	g2065	0.0400094855289695	0.3751297947373375	720.0
g2128	g2066	0.124857272277524	0.5069898786005652	7751.0
g2129	g2067	0.1116682879150697	0.5825341941794906	2066.0
g2130	g2068	0.0301468399652769	0.6799009176965928	979.0
g2132	g2070	0.1281799451667729	0.8708494842370826	507.0
g2133	g2071	0.198812071290468	0.7437692739518231	3760.0
g2137	g2072	0.0756123129748418	0.4198504346875246	1983.0
g2138	g2073	0.0282711899081193	0.18811063360905847	2665.0
g2140	g2075	0.0318598807314996	0.22252069887322032	823.0
g2141	g2076	0.0108948762961054	0.17979007162499017	1563.0
g2142	g2077	0.0716534971389809	0.26865916744321405	669.0
g2143	g2078	0.2286714139581448	0.6986686530037076	2341.0
g2144	g2079	0.111534665378455	0.49938433622011763	2333.0
g2145	g2080	0.0382736100093344	0.3821781888428206	1005.0
g2146	g2081	0.1051343348468968	0.70248222054229	1507.0
g2147	g2083	0.012036366652848	0.30409883108112323	986.0
g2148	g2084	0.0765865421924321	0.43423202641497327	4038.0
g2126	g2085	0.0899793826614389	0.5424751640479747	1140.0
g2123	g2086	0.0197616222725637	0.464746405074426	839.0
g2121	g2087	0.2122992640058152	0.6031149239529787	2794.0
g2120	g2088	0.1040125406504629	0.4812015215417844	1710.0
g2106	g2089	0.0347947796772828	0.4783478141075851	789.0
g2115	g2091	0.0731969213138856	0.4844636169177531	1229.0
g2118	g2092	0.1493774360809881	0.5695718287082947	1896.0
g2117	g2093	0.1093526609914188	0.9913168799867398	447.0
g2112	g2095	0.1984158345246776	0.6294298492930809	6954.0
g1548	g2096	0.2084205495642135	0.7608378722597993	942.0
g2111	g2097	0.0467612465762121	0.5291772754188769	1173.0
g2125	g2098	0.0710590256920246	0.4832677622928851	725.0
g2124	g2099	0.0098685634331333	0.45436911411884795	1078.0
g2113	g2100	0.0242543367020401	0.6608189961811964	630.0
g2149	g2103	0.2382028142376226	0.8327828476857719	892.0
g2136	g2104	0.1419448374488579	0.8062418571785053	1204.0
g2122	g2109	0.0709189369687595	0.5716050390351726	215.0
g2114	g2111	0.3916420368122294	0.7279378606806132	1854.0
g2110	g2113	0.0146775721455729	0.30756838237271	1618.0
g2109	g2114	0.0696480668319705	0.42400899782207885	1999.0
g2108	g2115	0.0456221706358429	0.3270363986101834	933.0
g2135	g2116	0.030527469835128	0.41212835874832665	1074.0
g2105	g2119	0.0711364543716763	0.24556150142762967	2197.0
g2104	g2120	0.085244488854391	0.3327647406962717	749.0
g2103	g2121	0.0869909499286456	0.4002473660679934	1521.0
g2101	g2122	-0.0	0.4598283546648066	302.0
g2100	g2123	0.2298023250747347	0.4983761868622356	4038.0
g2099	g2125	0.0225580914279584	0.2567146548649745	814.0
g2094	g2127	0.0145282993169997	0.3148903841701979	206.0
g2093	g2128	0.0356738313038588	0.251889205349343	1190.0
g2092	g2129	0.1137602061302141	0.33299129257837484	3101.0
g2091	g2130	0.0209916824266745	0.2403933235943106	943.0
g2090	g2131	0.0192936684288269	0.3638493831315267	655.0
g2089	g2132	0.0250714472996142	0.17118455526079726	8063.0
g2088	g2133	0.1287352691602761	0.30935350091853897	3898.0
g2515	g2138	0.0708367897499084	0.7463037072954519	1594.0
g2516	g2139	0.0319197108140969	0.6662376598738117	935.0
g2517	g2140	0.0144235214459157	0.19746796449571635	739.0
g2561	g2141	0.2951320291410115	0.3570620064915884	445.0
g2519	g2143	0.0038265389129216	0.3003204855586555	1172.0
g2520	g2144	0.0254878896116989	0.28316723999331583	1261.0
g2521	g2145	0.0919901509104094	0.4994635783135916	3497.0
g2522	g2146	0.0016629718564856	0.42893498680937153	930.0
g2523	g2147	0.1606020379244721	0.40492153289827815	2683.0
g2525	g2148	0.2605637780171102	0.6485058691672645	6162.0
g2526	g2151	0.3663513477751915	0.8125953627356306	2336.0
g2527	g2152	0.0795663742385067	0.34244955550854905	1510.0
g2528	g2153	0.0542086091074843	0.2549226731269329	1224.0
g2529	g2154	0.0902272399431725	0.3667056226991149	2081.0
g13155	g2159	0.0746177012721133	0.7112475642140789	1359.0
g13147	g2160	0.038485396382749	0.29500781068186466	1326.0
g13146	g2161	0.0105561207777276	0.18992536100003227	734.0
g15059	g2162	0.0653262436617825	0.5165344376190598	1581.0
g13145	g2163	0.0543779876359567	0.46950590829173744	924.0
g13137	g2164	0.127427338514946	0.3790106418127471	9319.0
g13136	g2165	0.1271640222958822	0.485966389776429	3110.0
g13134	g2166	0.3441374494233553	0.8466024457104417	4857.0
g13133	g2167	0.0156052443794711	0.24264113798222536	4029.0
g13132	g2168	0.0853495382277682	0.3799209187346498	1864.0
g13130	g2170	0.0299247672383286	0.2732888117735249	1757.0
g13129	g2171	0.2699683130907432	0.7108420492001445	773.0
g13128	g2172	0.1160421655394347	0.47974831948535035	5092.0
g13125	g2173	0.1477109314493092	0.48143374343718826	2618.0
g13124	g2174	0.1187505848405647	0.4102458079507885	1321.0
g13123	g2175	0.1109868224272893	0.5615377737860672	1333.0
g13121	g2176	0.089467646210216	0.4008715258889215	906.0
g13119	g2178	0.0840879735905295	0.4633980901045476	1228.0
g13118	g2179	0.3974081414651133	0.7351459003902264	886.0
g13117	g2180	0.0506144390030828	0.2335943509149479	1508.0
g13116	g2181	0.0637158513618393	0.29782264382823576	2271.0
g13115	g2182	0.0501065022540827	0.4408399986765892	606.0
g13114	g2183	0.0074720418777555	0.2818899405461399	784.0
g13113	g2184	0.0254555864828784	0.16044517215696424	1387.0
g10269	g2185	0.449979487250738	0.7501291618911429	2041.0
g13111	g2186	0.0295208054104352	0.2176156961978774	568.0
g13110	g2187	0.0558879158906004	0.26817754918938663	2392.0
g13108	g2192	0.0671279737376284	0.3535420173594437	1615.0
g8488	g2194	0.1914244805353727	0.6395594854844914	3636.0
g8489	g2195	0.1820431337906081	0.42553334495318396	892.0
g10277	g2196	0.030527469835128	0.15359580948450996	366.0
g10271	g2197	0.1423174014611045	0.4860015379258852	1751.0
g10270	g2198	0.1377530858960399	0.49226772856006396	1407.0
g10268	g2199	0.1806162234612641	0.6428517135278102	972.0
g10267	g2200	0.1444996963084384	0.47327748652195156	2561.0
g10266	g2201	0.1353040101136431	0.45399823091477143	1805.0
g10262	g2203	0.2365601141679798	0.6651443589450272	6376.0
g10261	g2204	0.176603000415995	0.5333964378237361	3312.0
g10259	g2206	0.0633555034240033	0.3091155721942207	2607.0
g10258	g2207	0.0433333505001085	0.40424737554951534	305.0
g10256	g2209	0.1204191365719608	0.4151964751153796	2433.0
g10251	g2213	0.0910206427532006	0.37337882117938453	476.0
g10250	g2216	0.067877742926041	0.4522470626742357	526.0
g11943	g2218	0.0344422434839892	0.02362400029452829	785.0
g10248	g2219	0.3083136407998941	0.6789306717656775	1243.0
g10246	g2221	0.1836037860715419	0.5752770169943277	1081.0
g10244	g2223	0.1394245336063789	0.41721599838206114	1398.0
g10241	g2226	0.2103320259029472	0.5505633316589292	1002.0
g15085	g2227	0.5160955872672247	0.7611735710317111	2192.0
g10239	g2228	0.2540296877969369	0.5183998202066622	759.0
g10238	g2229	0.1284537904555272	0.4925846522918027	665.0
g10235	g2231	0.3476972135030514	0.6763554495416815	1718.0
g10237	g2232	0.0788314460697416	0.2635484151284164	698.0
g10236	g2233	0.1114743833218527	0.27278498507095694	1142.0
g10234	g2234	0.1787902726942963	0.4891951106282514	2521.0
g10233	g2235	0.193814440428488	0.5083356944425939	1768.0
g10230	g2236	0.2279487365899243	0.6488256255482024	1794.0
g10229	g2237	0.2573117025985572	0.6587474772261992	4621.0
g10227	g2238	0.3161758539192805	0.5508951403791693	7112.0
g10223	g2239	0.4389081748532601	0.7776890397470773	7769.0
g10222	g2240	0.3095293021277292	0.6078433035447401	12998.0
g10220	g2241	0.1971432684952289	0.6037918803461593	11825.0
g10219	g2243	0.2471788095434841	0.8962296665528147	6537.0
g7927	g2244	0.1045166406828835	0.6163944650613892	1768.0
g10218	g2245	0.1428636505748367	0.9291312224825699	563.0
g4301	g2256	0.160619799484087	0.7299276067103961	5153.0
g4302	g2259	0.1141622245062245	0.48769171194797434	1195.0
g4303	g2260	0.0388920628434501	0.6986686530037076	519.0
g4304	g2261	0.0894955781308182	0.5363116930696509	3036.0
g4305	g2264	0.0606862771671304	0.3683755597821041	1720.0
g4306	g2265	0.0707245042251967	0.5098847395792472	2411.0
g4307	g2266	0.0586444262890311	0.40528831950565136	1861.0
g4308	g2267	0.1088330987816528	0.4124198189676753	2522.0
g4309	g2268	0.0310603391630679	0.16654641408260157	760.0
g4310	g2269	0.0466169441178151	0.46968970929743614	523.0
g4311	g2270	0.1841253438116147	0.5881650494165662	1424.0
g4312	g2271	0.1208170025161353	0.3331006869504889	3209.0
g4313	g2272	0.0070637641270377	0.12361434085813643	3666.0
g4315	g2273	0.2924143295629938	0.717747583232721	4495.0
g14828	g2274	0.2937306480286931	0.8846540842414905	4081.0
g14827	g2276	0.0350153354794899	0.6382332880092032	572.0
g14826	g2278	0.024195646663666	0.16992051684597584	3218.0
g14825	g2280	0.210458332421857	0.5734546084065677	1992.0
g14824	g2281	0.165618196142339	0.4243558186375077	1014.0
g4369	g2282	0.0373662178320707	0.25093372249585666	4169.0
g4368	g2284	0.0639169841384753	0.29209857507129233	674.0
g4367	g2285	0.1717069849017683	0.41413867645991925	3882.0
g4366	g2286	0.1403832142946213	0.4228750679097196	915.0
g4365	g2287	0.1439812413709479	0.47088156161413386	711.0
g4364	g2288	0.153804985333028	0.5895699698020422	771.0
g4363	g2289	0.0829991759156395	0.5211843045633858	859.0
g4361	g2293	0.0986494434296144	0.5766941170852681	749.0
g4360	g2294	0.1066511722533969	1.0763133939669918	516.0
g4358	g2295	0.1814698673352643	0.47094437436934755	934.0
g4356	g2297	0.1147964610690462	0.37697164242135905	1071.0
g4355	g2298	0.4008305131476196	1.8491164229481738	669.0
g4354	g2299	0.0196145346078443	0.2075223761642424	1783.0
g4353	g2300	0.0979505106573314	0.37049080819805313	1274.0
g4352	g2301	0.0142184353084606	0.0750625939177369	416.0
g4351	g2302	0.0032858760116722	0.1746986682602794	1416.0
g4350	g2303	0.1743344579823924	0.7572486019887101	409.0
g4349	g2304	0.0989085331636012	0.25603968856773157	1206.0
g4347	g2308	0.1003722581165831	0.38591772853413664	738.0
g4346	g2309	0.2544317411212715	0.5033762053808777	1123.0
g4345	g2310	0.1574929177887082	0.6157354140523725	814.0
g4344	g2311	0.0409290346819871	0.17835053183563743	1457.0
g14749	g2312	0.4006923049019549	0.578151725447537	1392.0
g4342	g2319	0.0482309004245484	0.24519887601261164	889.0
g4341	g2320	0.066550522725807	0.14849075515376553	909.0
g13556	g2327	0.107746862733153	0.4507411325704911	845.0
g13555	g2328	0.2696665551030648	0.6203366554780095	1848.0
g9462	g2329	0.0436169401178055	0.04149392456871576	2535.0
g13558	g2331	0.2499058619076042	0.5326352348371394	1730.0
g9815	g2333	0.1042382674925931	0.4383647489050968	3092.0
g13563	g2335	0.2556023076087942	0.7120499178610753	5822.0
g16768	g2337	0.0876582364061782	0.43526376481095075	2581.0
g16758	g2341	0.1504705146617955	0.5963240632497361	2598.0
g8089	g2343	0.6326297899882061	0.8158069623234043	882.0
g8062	g2351	0.1041894274437357	0.38947518806772213	1196.0
g8064	g2354	0.4432385615843923	1.030030054584322	7729.0
g9695	g2355	0.0506886984948567	0.3481632691340188	2573.0
g8094	g2356	0.0969087986100046	0.7784907501387562	282.0
g8098	g2357	0.2408082868729627	0.645668964363275	1974.0
g9698	g2360	0.0303482872940807	0.26853803852140196	4168.0
g9700	g2361	0.0427161696956042	0.6872180489056162	435.0
g9699	g2362	0.0676753280941172	0.3313745642092795	1548.0
g9694	g2363	0.0624229906122928	0.2959554286020864	1193.0
g9688	g2364	0.0368454747336719	0.28461721627867775	688.0
g9689	g2365	0.0258646320533769	0.20217233240197907	360.0
g9690	g2367	0.0161902110413106	0.1453489334786128	2213.0
g9691	g2368	0.2974164299774922	0.6677899105156393	4633.0
g13972	g2369	0.1342422826702843	0.506248396540701	3811.0
g8092	g2370	0.049144213835098	0.37417117242312004	2885.0
g8083	g2371	0.0313999345445924	0.18584497341174538	1301.0
g8073	g2372	0.1642901745470134	0.627969580819681	1037.0
g8071	g2373	0.0252220940219587	0.15321286334394613	1360.0
g617	g2374	0.1381060451332054	0.5181141681002657	1351.0
g8069	g2375	0.3295551465007525	0.8446343388755733	5259.0
g8068	g2376	0.1626717752818851	0.5954639097614332	1131.0
g8066	g2377	0.1116515279245185	0.33081921431348665	1696.0
g7	g2378	0.0576433654928202	0.574376618138167	9456.0
g2512	g2381	0.0264613606084797	0.2764128440826219	1586.0
g2510	g2385	0.1843654462573745	0.5910280265684464	6942.0
g2509	g2386	0.2015937463358961	0.7760366017335394	11384.0
g2508	g2392	0.2499191103917572	0.8965965859935207	438.0
g3810	g2393	0.3142872276185736	0.9989189722805338	2007.0
g3809	g2394	0.0724833021130961	0.5198603854199589	420.0
g3808	g2395	0.1415808124016267	0.6366762824768835	3989.0
g3807	g2396	0.0558876072597384	0.42742057441916875	3585.0
g3804	g2397	0.0309322189005368	0.6189892152513212	660.0
g3805	g2398	0.0477782421307589	0.22587674137959352	1723.0
g3806	g2399	0.0440008860666021	0.27348233519093196	535.0
g3803	g2400	0.0362974056463876	0.3532072781157536	385.0
g3802	g2401	0.14961702031224	0.3223317732065853	1156.0
g3801	g2402	0.1351299961917488	0.8680895915182821	284.0
g3799	g2404	0.0974570692973716	0.42561104905603	1179.0
g3796	g2407	0.0324960575726525	0.3763471627849474	429.0
g3795	g2408	0.1243240685182634	0.5818791723037939	955.0
g3794	g2409	0.0353006331434893	0.31240456380544357	1185.0
g3793	g2410	0.1747868102277096	0.458967769372449	295.0
g3792	g2411	0.0659531701911558	0.3333751677274218	2278.0
g3790	g2415	0.022911075621623	0.22776181034866652	2821.0
g3788	g2417	0.4954954686444681	0.9587232968723467	4331.0
g3786	g2418	0.4267636054603598	1.0987310030718984	2029.0
