MALA	JG05	k0	k4	sites
Mal24_g6915	JG24_g3926	0.2206796047484549	0.7887541978401293	2195
Mal24_g4314	JG24_g3929	0.3212582068670608	0.9302553363726083	4985
Mal24_g6914	JG24_g3930	0.0394828001140665	0.3478778357475537	527
Mal24_g6913	JG24_g3931	0.2565190749694794	0.7873665933740084	471
Mal24_g6912	JG24_g3933	0.1901291726182089	0.5737296863484007	2664
Mal24_g6911	JG24_g3934	0.0340967805575679	0.30409883108112323	642
Mal24_g1959	JG24_g3936	0.4952680183027159	0.8718478204909816	505
Mal24_g6909	JG24_g3937	0.138968524454439	0.6747082820066246	954
Mal24_g6908	JG24_g3939	0.1797091253085086	0.5995730646895718	1247
Mal24_g6903	JG24_g3941	0.2019344574165041	0.540512503776413	638
Mal24_g6887	JG24_g3943	0.0801583516305907	0.39763087217493	3107
Mal24_g6885	JG24_g3945	0.2328610542124248	0.6275972399463823	1731
Mal24_g6882	JG24_g3946	0.0923544261426813	0.3870052368809913	1058
Mal24_g6879	JG24_g3948	0.0262664516971133	0.2667776989118254	1836
Mal24_g6880	JG24_g3949	0.0986650284119259	0.4231287033534624	6636
Mal24_g6881	JG24_g3950	0.0123303441145346	0.2967241403939442	1580
Mal24_g6846	JG24_g3952	0.259502762165074	0.8239592165010822	1552
Mal24_g6849	JG24_g3953	0.2875560046018509	0.9149798592542829	1080
Mal24_g6875	JG24_g3955	0.2670459440549771	0.6148689343388976	1673
Mal24_g6874	JG24_g3956	0.1259901904137798	0.5850076999518493	2612
Mal24_g6872	JG24_g3957	0.0436384358964455	0.34947852428834775	4560
Mal24_g6873	JG24_g3958	0.0174862208737355	0.2581234366832765	616
Mal24_g6866	JG24_g3961	0.0220215467526371	0.18948038441172216	12271
Mal24_g6860	JG24_g3967	0.060102815522323	0.2930109839429456	1343
Mal24_g6859	JG24_g3968	0.1003953442995045	0.34956729744344944	3282
Mal24_g6857	JG24_g3969	0.0642261857106798	0.27076000915299786	1684
Mal24_g6856	JG24_g3970	0.0256772938444916	0.18577823704260477	774
Mal24_g6855	JG24_g3976	0.1407074456878473	0.4129128548537901	2159
Mal24_g6854	JG24_g3977	0.2193530093299391	0.6764264958165416	3045
Mal24_g6853	JG24_g3978	0.0372313740528371	0.3133663805978024	1310
Mal24_g6852	JG24_g3984	0.0359874542402634	0.15651632447602265	1578
Mal24_g6851	JG24_g3985	0.0119185255024759	0.14727998268720371	873
Mal24_g3598	JG24_g3989	0.6199203140673699	0.7989569013003885	610
Mal24_g3393	JG24_g3990	0.6791257683395814	1.7045490973832735	520
Mal24_g6850	JG24_g3991	0.0647911740416067	0.37397276300412924	4176
Mal24_g6845	JG24_g3993	0.3018099862924096	1.005459104507727	4274
Mal24_g6840	JG24_g3994	0.2933382447750172	1.11041017452456	537
Mal24_g6839	JG24_g3996	0.2245687288320512	0.8496027400622916	1239
Mal24_g6835	JG24_g3998	0.0243429076105361	0.3137763847080541	1021
Mal24_g16753	JG24_g4003	0.0395696157178212	0.39817446787505073	704
Mal24_g7857	JG24_g4007	0.1716012218612253	0.739362595892074	5242
Mal24_g7855	JG24_g4008	0.2646269700509451	0.7818921165127997	2711
Mal24_g7852	JG24_g4009	0.0567592982893223	0.32952499483788433	2114
Mal24_g7851	JG24_g4010	0.0278842524313155	0.3118978614967972	846
Mal24_g7849	JG24_g4013	0.0437209863607469	0.35725458577111613	1170
Mal24_g7848	JG24_g4014	0.0456662772562592	0.269530500680923	481
Mal24_g7847	JG24_g4015	0.0533697896790313	0.38968381115668893	507
Mal24_g7846	JG24_g4016	0.1045788448889601	0.4399489976807957	2859
Mal24_g7843	JG24_g4019	0.1147913763232835	0.453540634805396	2983
Mal24_g7842	JG24_g4020	0.1430550954446628	0.5109659665633514	2105
Mal24_g7840	JG24_g4021	0.07138009879457	0.4378755679397218	1908
Mal24_g7839	JG24_g4024	0.1636355714790605	0.6229470080769541	2107
Mal24_g7837	JG24_g4025	0.2260649497538335	0.6883338438051946	9216
Mal24_g7836	JG24_g4026	0.2672220632262709	0.6829200428738776	2370
Mal24_g7835	JG24_g4027	0.2094334104523975	0.6235565606699021	1062
Mal24_g7295	JG24_g4028	0.267962626877709	1.2264969947751312	1327
Mal24_g7834	JG24_g4029	0.1500158504200167	0.5432267612548056	706
Mal24_g7833	JG24_g4030	0.0173084604619085	0.46182038770839395	793
Mal24_g7832	JG24_g4031	0.0662194553592587	0.5099264653574436	442
Mal24_g7831	JG24_g4032	0.2688597385946372	0.715148067068036	2516
Mal24_g7830	JG24_g4033	0.0111629967744279	0.4714564945667805	539
Mal24_g7829	JG24_g4034	0.063905148916328	0.5385388948050154	1856
Mal24_g7828	JG24_g4035	-0.0	0.2102264738656188	366
Mal24_g7827	JG24_g4036	0.0930394865024841	0.4699698736637872	982
Mal24_g7826	JG24_g4037	0.087830691110059	0.5286808398971156	6049
Mal24_g500	JG24_g4039	0.2021225605230723	0.7157208973178176	1056
Mal24_g7825	JG24_g4040	0.1163779257960028	0.4812180206508332	1367
Mal24_g7824	JG24_g4041	0.2068144001488706	0.9216306531779623	2118
Mal24_g7823	JG24_g4042	0.150376019191731	0.5966991791021549	3380
Mal24_g7822	JG24_g4045	0.2927809563840259	0.6774139877301016	3581
Mal24_g14890	JG24_g4049	0.4495610271729287	0.7338509826195349	565
Mal24_g17454	JG24_g4060	0.8734987513344721	1.1694698395340404	3355
Mal24_g7821	JG24_g4063	0.0683308085686232	0.5549838601830334	1423
Mal24_g7820	JG24_g4064	0.0617900729717722	0.37675834700577304	2948
Mal24_g7819	JG24_g4065	0.2255895176113629	0.6540634795272444	1140
Mal24_g7818	JG24_g4067	0.0579758720496576	0.2605443146167777	2867
Mal24_g7817	JG24_g4073	0.4773213540933486	0.8029298014527874	1061
Mal24_g7816	JG24_g4075	0.2295919985819258	0.6448338912081094	4976
Mal24_g7809	JG24_g4077	0.0183021752045059	0.32741677138364655	1102
Mal24_g7808	JG24_g4078	0.362913629801103	0.8662955111252529	3691
Mal24_g7807	JG24_g4079	0.0492307040198903	0.41846010213527585	2322
Mal24_g7806	JG24_g4080	0.0259825436042353	0.5396504517998553	2296
Mal24_g7805	JG24_g4081	0.1864082575553179	0.7738994536145332	11245
Mal24_g7804	JG24_g4082	0.0553120655233104	0.4860015379258852	1789
Mal24_g7800	JG24_g4084	0.1881174066140536	0.6316711057777147	3587
Mal24_g11406	JG24_g4085	0.3411898715329884	1.070726775957249	2161
Mal24_g7801	JG24_g4086	0.0478859763017746	0.35256468236227684	3337
Mal24_g7803	JG24_g4087	0.0084712477850755	0.42077191179942736	1330
Mal24_g7799	JG24_g4088	0.1536158750319661	0.48686013847313087	2640
Mal24_g7798	JG24_g4089	0.2915180796862756	0.6882397480029984	3924
Mal24_g7797	JG24_g4090	0.1244366410551334	0.656601553015425	814
Mal24_g7796	JG24_g4091	0.0912322008801983	0.5429391294200242	2308
Mal24_g7795	JG24_g4092	0.1726231052718067	0.6304143541857541	2743
Mal24_g7794	JG24_g4093	0.3596798101964146	0.8829518770111505	3034
Mal24_g7792	JG24_g4095	0.1001569577748776	0.46483260566590917	6576
Mal24_g7791	JG24_g4096	0.0535794908174436	0.3029458715919584	1899
Mal24_g7790	JG24_g4097	0.0399030270475984	0.41331397353876836	593
Mal24_g7788	JG24_g4099	0.0337135408966997	0.3241000163927443	273
Mal24_g7786	JG24_g4100	0.1584818202504052	0.45642497504539825	1901
Mal24_g7785	JG24_g4101	0.1101577679187746	0.3887344439413166	6891
Mal24_g7784	JG24_g4102	0.1618400348163759	0.4230085495563456	686
Mal24_g7782	JG24_g4105	0.112591288407734	0.4119505950152459	3308
Mal24_g7781	JG24_g4106	0.0091360094288702	0.25362106965904335	1329
Mal24_g7780	JG24_g4107	0.0206909673891217	0.18646697746139596	1101
Mal24_g7778	JG24_g4111	0.0325430658853045	0.27076000915299786	466
Mal24_g7777	JG24_g4112	0.1353492711242059	0.45924583036367733	500
Mal24_g7776	JG24_g4113	0.1242873593163175	0.49311525012079593	3036
Mal24_g7774	JG24_g4114	0.2266476088274328	0.761602403447114	2907
Mal24_g7773	JG24_g4115	0.110467239285666	0.4847086849263052	2281
Mal24_g7768	JG24_g4119	0.5205532261158818	0.9226181874907522	2284
Mal24_g7766	JG24_g4120	0.1709068914816663	0.5314885253219328	1195
Mal24_g7765	JG24_g4121	0.1678319321048799	0.6126850293698721	3497
Mal24_g7763	JG24_g4125	0.0577207808520962	0.41372118572894073	1138
Mal24_g7762	JG24_g4126	0.1603674277804046	0.5359900393356817	2414
Mal24_g7759	JG24_g4130	0.0374947909797592	0.24202562440297115	4511
Mal24_g7640	JG24_g4133	0.5545910769118599	1.32381841660942	775
Mal24_g7757	JG24_g4135	0.0862783331803225	0.5486147332169209	1207
Mal24_g7756	JG24_g4136	0.163415736456541	0.7086759494365655	1423
Mal24_g7755	JG24_g4137	0.0966799656562844	0.5220001871567639	2086
Mal24_g7753	JG24_g4139	0.1978194156194968	0.5349688099893096	2100
Mal24_g7752	JG24_g4140	0.1752956692399799	0.759297783591365	3567
Mal24_g7751	JG24_g4141	0.0742879641453469	0.5144754400688528	6809
Mal24_g7750	JG24_g4142	0.1137784418491706	0.5672445616361077	1329
Mal24_g7749	JG24_g4143	0.1101496370387085	0.5332644789945502	1989
Mal24_g7748	JG24_g4144	0.1702930879765095	0.7263215548599534	782
Mal24_g7747	JG24_g4145	0.0692158307115565	0.487127178570508	5557
Mal24_g7746	JG24_g4146	0.0256037275819205	0.47267501636203196	691
Mal24_g7745	JG24_g4147	0.0801049030859274	0.6211188901323796	746
Mal24_g7744	JG24_g4148	0.1222521798109571	0.9772686024571922	1317
Mal24_g7742	JG24_g4149	0.1876866735591509	0.9436818256949953	3326
Mal24_g7741	JG24_g4151	0.2123225732628793	1.3820096697414839	635
Mal24_g7740	JG24_g4152	0.0132942919493312	0.2973923780493773	1041
Mal24_g7739	JG24_g4153	0.0619719367729412	0.4208490663400401	5255
Mal24_g7738	JG24_g4154	0.0644172539103222	0.5294146547530313	378
Mal24_g7737	JG24_g4156	0.0389066157067264	1.1411018546161071	333
Mal24_g7736	JG24_g4157	0.0418839120112411	0.3856359987097222	1138
Mal24_g7735	JG24_g4158	0.0929621629290356	0.45012804307638044	559
Mal24_g7733	JG24_g4159	0.1030506763169126	0.39327738665531103	3912
Mal24_g7732	JG24_g4160	0.0337728531122791	0.24208004419728826	1487
Mal24_g7731	JG24_g4161	0.2469569773129634	0.6792814669077135	729
Mal24_g7730	JG24_g4162	0.2979339683366666	0.7749468063447444	1813
Mal24_g7719	JG24_g4163	0.172704825840079	0.7231584035468756	2286
Mal24_g7729	JG24_g4164	0.2047191231741653	0.7600316512776364	2653
Mal24_g7728	JG24_g4165	0.085501734612358	0.740539990168414	1083
Mal24_g7727	JG24_g4166	0.1432121076084451	0.541246763150975	2034
Mal24_g7726	JG24_g4167	0.0413820944153011	0.4968826583235416	1417
Mal24_g7725	JG24_g4168	0.0108540244564008	0.3971383175836075	713
Mal24_g7724	JG24_g4169	0.1915767346763667	0.724978593369145	5507
Mal24_g7723	JG24_g4170	0.2490826346557855	0.8761781034548914	2662
Mal24_g7722	JG24_g4171	0.2434358589242447	0.8694276828634081	7749
Mal24_g7720	JG24_g4173	0.0857095958439009	0.6912611853817737	1442
Mal24_g6321	JG24_g4174	0.048562637811121	0.19107203066986658	2610
Mal24_g7718	JG24_g4175	0.0958274835438053	0.5239699847434283	2226
Mal24_g7717	JG24_g4176	0.0635498257378734	0.5785495330947701	1275
Mal24_g7715	JG24_g4177	0.2388024816239048	0.5991505078252903	7623
Mal24_g7716	JG24_g4178	0.1873221281921153	1.1985797598184127	559
Mal24_g7714	JG24_g4179	0.0970899908558578	0.4562514998471301	1760
Mal24_g7713	JG24_g4180	0.0590491271772899	0.43623875725095235	4525
Mal24_g7710	JG24_g4181	0.0711095933135957	0.40424737554951534	1121
Mal24_g7709	JG24_g4182	0.2505046080945144	0.599472021701241	1008
Mal24_g7707	JG24_g4184	0.0558597377135572	0.4131968980833999	1454
Mal24_g7706	JG24_g4185	0.2154224180002513	0.8542663702544898	1114
Mal24_g7704	JG24_g4189	0.1923221467107573	0.6617918851488551	662
Mal24_g7703	JG24_g4190	0.0682910020893439	0.4811568061552069	594
Mal24_g7702	JG24_g4191	0.1908973988511603	0.5451511578955509	849
Mal24_g7701	JG24_g4192	0.0759518342155662	0.32227505921521665	1656
Mal24_g7700	JG24_g4193	0.07449347791724	0.46986919238699754	1295
Mal24_g7699	JG24_g4194	0.2099158505437215	0.2874929866732131	328
Mal24_g7698	JG24_g4195	0.0573387125809706	0.34696764146108483	738
Mal24_g7697	JG24_g4196	0.0455547972976732	0.25424334723052266	3874
Mal24_g7696	JG24_g4197	0.0465781578688246	0.5587291863183984	228
Mal24_g7695	JG24_g4198	0.149738764177798	0.5308386253452249	3341
Mal24_g7694	JG24_g4199	0.1814833979550573	0.6247522680429686	5770
Mal24_g7693	JG24_g4200	0.0701388843736331	0.43205512517884936	6652
Mal24_g7692	JG24_g4201	0.1555891661396506	0.5171181520176261	844
Mal24_g7690	JG24_g4202	0.0572387314369155	0.462739364695786	1362
Mal24_g7603	JG24_g4203	0.2872770630223241	0.8058423935915804	3914
Mal24_g7688	JG24_g4205	0.1042382674925931	0.39749665490528313	3082
Mal24_g7687	JG24_g4206	0.0257680311181464	0.24999568495630586	1380
Mal24_g7686	JG24_g4207	0.0810901064841883	0.5475680218137222	1885
Mal24_g7685	JG24_g4208	0.0245521105487034	0.7703649935144734	304
Mal24_g7684	JG24_g4209	0.1119772346533868	0.5220298980695859	2578
Mal24_g7683	JG24_g4210	0.1328382966891956	0.5876484315211606	368
Mal24_g7682	JG24_g4211	0.3091390253602045	1.0044835636750966	2655
Mal24_g7681	JG24_g4212	0.129517997799745	0.5981303969131411	788
Mal24_g7680	JG24_g4213	0.0579389944119713	0.5668405973906419	1303
Mal24_g7679	JG24_g4214	0.3191866877008229	0.697685207525966	2253
Mal24_g7677	JG24_g4217	0.2206122465374439	0.6925048378586768	2685
Mal24_g7675	JG24_g4218	0.1356378785449779	0.5327329881405247	1493
Mal24_g7674	JG24_g4220	0.0703554654958098	0.38039194209195526	1518
Mal24_g7673	JG24_g4221	0.0497419821983044	0.340337764034229	567
Mal24_g7672	JG24_g4222	0.1524211812099512	0.5215401173650875	3632
Mal24_g7671	JG24_g4223	0.181284879630568	0.6755409773448418	1801
Mal24_g7670	JG24_g4224	0.1572615637274076	0.6986686530037076	899
Mal24_g7669	JG24_g4225	0.160665227905999	0.7339753968362179	2111
Mal24_g7668	JG24_g4226	0.098572462123174	0.412579198450823	1885
Mal24_g7665	JG24_g4227	0.0595372336040304	0.668863406516572	1414
Mal24_g7664	JG24_g4228	0.0593755445112757	0.33083658862961507	5554
Mal24_g7663	JG24_g4229	0.0171069426339082	0.25039595181036944	2176
Mal24_g7659	JG24_g4232	0.3312921420980915	0.8002418251781983	2137
Mal24_g7658	JG24_g4233	0.1890854614584925	0.732591632606041	2238
Mal24_g7657	JG24_g4234	0.0138572071256799	0.26642473696637325	1975
Mal24_g7656	JG24_g4235	0.1395554298093788	0.537748797286594	427
Mal24_g7654	JG24_g4236	0.1935448623153282	0.4819461760478355	258
Mal24_g7652	JG24_g4238	0.082077033536425	0.5315793738472696	1578
Mal24_g7651	JG24_g4239	0.0216882582296847	0.45331429871344564	630
Mal24_g7650	JG24_g4241	0.1294037359253714	0.670425275443087	2090
Mal24_g7649	JG24_g4242	0.0979224406952868	0.48084948420555884	1242
Mal24_g7648	JG24_g4243	-0.0	0.2912780060616482	420
Mal24_g7647	JG24_g4244	0.0073892223322586	0.25235417746590966	202
Mal24_g7646	JG24_g4245	0.1905490962395969	0.41721599838206114	306
Mal24_g7645	JG24_g4246	0.0902762938667374	0.4668972100094939	1297
Mal24_g7644	JG24_g4247	0.1134232272929426	0.5639225134741017	1118
Mal24_g7643	JG24_g4248	0.2400397943997316	0.9264807634764667	7047
Mal24_g7639	JG24_g4250	0.1415302949420847	0.6952660006644316	927
Mal24_g7638	JG24_g4251	0.0703531665970845	0.6511807756743351	2274
Mal24_g7637	JG24_g4252	0.0641037981030277	0.49399575336658197	739
Mal24_g7636	JG24_g4253	0.1043398314984646	0.7317856142587169	2229
Mal24_g7635	JG24_g4254	0.1626554537254607	0.6142705698367111	329
Mal24_g7634	JG24_g4255	0.1246765642817476	0.6081976621622466	680
Mal24_g7633	JG24_g4258	0.2515148339314036	0.9741821783483622	4952
Mal24_g7632	JG24_g4259	0.1266979991190015	0.48190962544961674	4825
Mal24_g7631	JG24_g4260	0.0078125706436917	0.2031562156015498	1179
Mal24_g7630	JG24_g4261	0.0409714095085265	0.5099264653574436	1876
Mal24_g7629	JG24_g4263	0.0148906740140703	0.13927462459716186	4151
Mal24_g7628	JG24_g4264	0.0425268910669959	0.33570566382969236	2371
Mal24_g7627	JG24_g4265	0.0354143039530431	0.5228073440248762	474
Mal24_g7626	JG24_g4266	0.1036127538606128	0.7864514010700863	552
Mal24_g7625	JG24_g4267	0.0938723572155045	0.7373245511596991	498
Mal24_g7624	JG24_g4268	0.3484694685087127	0.9391042076355895	6756
Mal24_g7623	JG24_g4269	0.0093751220731736	0.3097168348779915	476
Mal24_g7622	JG24_g4270	0.0339827901325442	0.35094724263495475	2849
Mal24_g7621	JG24_g4271	0.2352751841670047	0.74995557087081	647
Mal24_g7620	JG24_g4272	0.0611106696024863	0.46010983336955547	2011
Mal24_g7619	JG24_g4273	0.0490370694471388	0.30409883108112323	2881
Mal24_g7618	JG24_g4274	0.1640588834267594	1.2119016020732927	1222
Mal24_g7617	JG24_g4275	0.0878017536920448	0.5889728820178671	2696
Mal24_g7616	JG24_g4277	0.3081323036051107	0.9091570997938612	1281
Mal24_g7615	JG24_g4278	0.3886689260221241	0.8749047224647672	1614
Mal24_g7613	JG24_g4279	0.1678488456148285	0.6222653769814398	6863
Mal24_g7612	JG24_g4280	0.2869710149038653	0.6107018381113827	1048
Mal24_g7610	JG24_g4281	0.0695527527977218	0.4430738052422851	1300
Mal24_g7609	JG24_g4283	0.0285135503906407	0.3203630213848151	1680
Mal24_g7607	JG24_g4285	0.1645643641674205	0.5681978781499475	1036
Mal24_g7605	JG24_g4287	0.2002592640319686	0.6070676333210758	3606
Mal24_g7604	JG24_g4288	0.1997897277296761	0.8512349496292382	578
Mal24_g7602	JG24_g4289	0.095243773630396	0.5645544583216432	4759
Mal24_g7601	JG24_g4290	0.1523287284377918	0.5340863124500672	2161
Mal24_g7600	JG24_g4291	0.1237810161238161	0.8239592165010822	1709
Mal24_g7599	JG24_g4292	0.0349518801526844	0.38270982916803986	2077
Mal24_g7598	JG24_g4293	0.3428890507557809	0.8381552239152213	2771
Mal24_g7597	JG24_g4294	0.0105728623162757	0.2578286543271184	555
Mal24_g7596	JG24_g4295	0.0145282993169997	0.7166335837705773	209
Mal24_g7595	JG24_g4296	0.0439832873524807	0.23964200873057964	1571
Mal24_g7594	JG24_g4297	0.2491609847764287	0.8591769538169104	1925
Mal24_g7593	JG24_g4298	0.2595312657280227	0.8149229626139514	6015
Mal24_g7592	JG24_g4299	0.1414193795314632	0.5149423350103395	5398
Mal24_g7591	JG24_g4300	0.1127694045682471	0.3839897203264628	5795
Mal24_g7589	JG24_g4301	0.0611572129809299	0.44254164432998244	1862
Mal24_g7588	JG24_g4303	0.0958750286324136	0.6695701758479707	442
Mal24_g7587	JG24_g4304	0.0732400345614208	0.36526123130420396	3525
Mal24_g7586	JG24_g4305	0.0929021112845892	0.44971584191184133	328
Mal24_g7585	JG24_g4306	-0.0	0.028305245987135227	207
Mal24_g7583	JG24_g4310	0.0390930884918918	0.4032650571379678	4139
Mal24_g7582	JG24_g4312	0.0547771885315452	0.4433234446543314	2135
Mal24_g7581	JG24_g4314	0.3555518327992117	0.782569404825614	2467
Mal24_g7576	JG24_g4315	0.0670191559726964	0.31650242133030626	4163
Mal24_g7579	JG24_g4316	0.0285360507281474	0.5939115159342256	374
Mal24_g7580	JG24_g4317	0.1480552387449887	0.6265555010893691	4724
Mal24_g7575	JG24_g4321	0.2109746036034628	0.6992486994363324	1836
Mal24_g7574	JG24_g4322	0.1964158146963122	0.5398671873417685	5090
Mal24_g7570	JG24_g4323	0.1445209360441068	0.5617039051412706	1245
Mal24_g7569	JG24_g4324	0.1008822336325315	0.43471410607161803	5019
Mal24_g7566	JG24_g4325	0.03305701388246	0.31450699145589545	4818
Mal24_g7565	JG24_g4326	0.0124794892529735	0.21166023457754338	2441
Mal24_g7560	JG24_g4331	0.1224084079436519	0.4131968980833999	1295
Mal24_g7558	JG24_g4333	0.2185529634146299	0.6700441901571035	4093
Mal24_g7556	JG24_g4334	0.0859111232688111	0.5271338478710552	2229
Mal24_g7557	JG24_g4335	0.2301769217939165	0.725457214955267	1402
Mal24_g7555	JG24_g4336	0.0516435004691974	0.41356426554843306	5876
Mal24_g7553	JG24_g4337	0.0808053478561327	0.740539990168414	756
Mal24_g7552	JG24_g4338	0.0709369818644609	0.618131582224762	690
Mal24_g7551	JG24_g4339	0.0662569797501206	0.42004143884744505	2597
Mal24_g7550	JG24_g4340	0.0961125900044204	0.4258287756292727	1400
Mal24_g7549	JG24_g4341	0.0174426466232004	0.3487705269446307	697
Mal24_g7548	JG24_g4342	0.0539616224183633	0.33351436594608436	1873
Mal24_g7547	JG24_g4343	0.0687732488855313	0.6203366554780095	1059
Mal24_g7545	JG24_g4345	0.0903022049737519	0.3800673316194486	2280
Mal24_g7542	JG24_g4347	0.347662729555323	0.9552458145997385	585
Mal24_g7538	JG24_g4351	0.1687564226936296	0.7127559361841092	1998
Mal24_g7537	JG24_g4353	0.0319197108140969	0.2648075969561956	1502
Mal24_g7536	JG24_g4355	0.2982072061258916	0.9364450501939824	1458
Mal24_g7535	JG24_g4356	0.0832867526062795	0.5481656314070942	670
Mal24_g7534	JG24_g4357	0.0468902677360004	0.559459024595187	750
Mal24_g7533	JG24_g4358	0.055657967731309	0.365595056107334	1976
Mal24_g7532	JG24_g4360	0.0926424454935041	0.2990708792894805	1026
Mal24_g7530	JG24_g4362	0.2836546351016473	0.6039160139970063	3613
Mal24_g7528	JG24_g4363	0.0870180151884029	0.4776929193342383	1354
Mal24_g7526	JG24_g4364	0.395675853681798	0.7692474667664566	1053
Mal24_g7524	JG24_g4366	0.0629111129855266	0.507821603662078	520
Mal24_g7523	JG24_g4367	0.0387540079082407	0.25166483918208754	840
Mal24_g7522	JG24_g4368	0.1017276202804729	0.5505633316589292	1327
Mal24_g7521	JG24_g4369	0.040728044260384	0.5753573920781285	1215
Mal24_g7519	JG24_g4371	0.1502280445082902	0.5144058159231493	1258
Mal24_g7518	JG24_g4374	0.2164551639323388	0.6249269802979702	1871
Mal24_g7517	JG24_g4375	0.0994173234931202	0.6354733952904027	828
Mal24_g7516	JG24_g4376	0.1079237188866016	0.48159705466366554	2991
Mal24_g8871	JG24_g4378	0.2144673348632333	0.9406991987849271	1178
Mal24_g7515	JG24_g4380	0.1039724229719298	0.4835475608411776	3856
Mal24_g7513	JG24_g4382	0.420812106341018	0.8443884951227201	2359
Mal24_g7512	JG24_g4383	0.1485447959410731	0.6529771068867684	1427
Mal24_g7511	JG24_g4384	0.1816500646119768	0.5442602381376723	5578
Mal24_g7510	JG24_g4388	0.1608590013213645	0.5358840022932317	1896
Mal24_g7509	JG24_g4389	0.0559356729029379	0.35967981019641465	1082
Mal24_g7508	JG24_g4390	0.2082238024487096	0.7153360055922402	694
Mal24_g7505	JG24_g4391	0.0556454425645554	0.26996831309074326	1357
Mal24_g7504	JG24_g4392	0.056298401666626	0.20694829193719658	901
Mal24_g7502	JG24_g4394	0.1257761823802076	0.4853979677760672	2805
Mal24_g7501	JG24_g4395	0.0078689246424614	0.23053719281762172	767
Mal24_g7500	JG24_g4396	0.0347686819515784	0.4169595442848453	1323
Mal24_g7499	JG24_g4397	0.0218197207062485	0.4749367792341574	289
Mal24_g7498	JG24_g4398	0.1329355779108136	0.5172111421143	2303
Mal24_g7494	JG24_g4399	0.0826384159076148	0.3982070744441927	2167
Mal24_g7493	JG24_g4400	0.1749763202779283	0.7692867777755137	3289
Mal24_g7492	JG24_g4401	0.0217406526549392	0.5090688323308842	215
Mal24_g7490	JG24_g4403	0.0409473463668406	0.34516907944807507	2051
Mal24_g7489	JG24_g4404	0.0281215350247959	0.21032280679234555	1431
Mal24_g7487	JG24_g4406	0.0483064312987562	0.3148903841701979	517
Mal24_g7484	JG24_g4407	0.101984530697372	0.6809656443737913	1205
Mal24_g7482	JG24_g4409	0.0611733080923087	0.3343667771435411	2342
Mal24_g7481	JG24_g4410	0.2922619770010718	0.6784148906537035	2535
Mal24_g7480	JG24_g4411	0.3156133628983123	0.7037022289446976	2259
Mal24_g7479	JG24_g4412	0.0656040115819946	0.35601411374951275	1536
Mal24_g7478	JG24_g4413	0.1293771810071173	0.6270313630308315	3574
Mal24_g7477	JG24_g4414	0.0795223849116082	0.3799811379325624	1448
Mal24_g7476	JG24_g4415	0.1426082118563727	0.5741757356393732	826
Mal24_g7475	JG24_g4416	0.132209431753494	0.4035652472623847	805
Mal24_g7474	JG24_g4417	0.067073654373169	0.42686610823663607	2592
Mal24_g7472	JG24_g4422	0.2268850116876545	0.822479926080679	8788
Mal24_g7471	JG24_g4423	0.2963704254595126	0.6858894391693299	1662
Mal24_g7470	JG24_g4425	0.0829991759156395	0.4714564945667805	638
Mal24_g7469	JG24_g4426	0.1393229257386955	0.513252413158343	3531
Mal24_g7468	JG24_g4427	0.0275260251378209	0.9312848492315873	221
Mal24_g7467	JG24_g4428	0.0732436395307323	0.5344158741383318	2673
Mal24_g7466	JG24_g4429	0.1519518445237965	0.7398869170555286	3888
Mal24_g7465	JG24_g4430	0.3475086193385635	0.8879791032144498	9579
Mal24_g7464	JG24_g4431	0.0796263774267677	0.48310470108993797	3917
Mal24_g7463	JG24_g4432	0.053316298155477	0.3131678654048947	4257
Mal24_g7462	JG24_g4433	0.2701563873900326	0.7451195744266196	2038
Mal24_g7461	JG24_g4434	0.0173941005772589	0.22728757701007113	2162
Mal24_g7460	JG24_g4435	0.1788847864839833	0.7382360936776202	2365
Mal24_g7459	JG24_g4436	0.0077470023854118	0.4124198189676753	800
Mal24_g7458	JG24_g4437	0.019712041349396	0.14059721722077992	387
Mal24_g7457	JG24_g4438	0.0181964952821285	0.3649630724312931	1341
Mal24_g7455	JG24_g4439	0.2431150553326643	0.6824201261748151	3699
Mal24_g7454	JG24_g4440	0.1160049617999287	0.6307800132657745	3412
Mal24_g7449	JG24_g4441	0.0885984642775757	0.5086828312930277	548
Mal24_g7448	JG24_g4442	0.1052882031648186	0.5258365126568416	1552
Mal24_g7447	JG24_g4443	0.0886417216419419	0.6361814434902646	1957
Mal24_g7446	JG24_g4444	0.2051531737992122	0.5582267578956565	2814
Mal24_g7445	JG24_g4447	0.0820864003916517	0.7224532055987607	717
Mal24_g7444	JG24_g4448	0.0447504950702583	0.3756804170526581	3635
Mal24_g7443	JG24_g4450	0.2689388095046194	0.6376131970272075	3366
Mal24_g7442	JG24_g4454	0.0578907717866408	0.3854058049615119	1636
Mal24_g7441	JG24_g4455	0.3164059189117085	0.786369650518189	4121
Mal24_g7440	JG24_g4456	0.003631968356841	0.3439312000665846	428
Mal24_g7439	JG24_g4457	0.122815313725882	0.4833159612582305	1096
Mal24_g7438	JG24_g4458	0.1534009123685743	0.5248437924589604	5197
Mal24_g7437	JG24_g4459	0.1404871618260339	0.5876484315211606	421
Mal24_g7436	JG24_g4460	0.1105277248810699	0.7030354775672827	2444
Mal24_g7434	JG24_g4462	0.1217506619020065	0.5611397529547736	2289
Mal24_g7433	JG24_g4463	0.0903073889822952	0.36935736382334555	2735
