CREN	CINC	k0	k4	sites
Cre06.g262000	g4423	0.0278205933046805	0.1898179707616213	733.0
Cre06.g262050	g4424	0.0354639547425088	0.2463780502290271	1013.0
Cre06.g262100	g4425	0.1641842206438486	0.4511849902758412	1446.0
Cre06.g262150	g4426	0.0501859415889849	0.3831192178244929	463.0
Cre06.g262200	g4427	0.1377352035262674	0.3969444940911216	712.0
Cre06.g262250	g4428	0.0023847396880347	0.1345276883695307	1250.0
Cre06.g262300	g4429	0.0099339200625155	0.2715860004259129	919.0
Cre06.g262400	g4432	0.106957444210592	0.3986074659476071	6311.0
Cre06.g262450	g4433	0.0510111572242309	0.3500591544946334	587.0
Cre06.g262601	g4434	0.2951103555026564	0.5579060280522027	2192.0
Cre06.g262650	g4435	0.1056588281922951	0.3776324809028828	5930.0
Cre06.g262700	g4436	0.0086331888496052	0.1799630022229432	370.0
Cre06.g262750	g4437	0.2982646799340485	0.5252347248415228	3788.0
Cre06.g262800	g4439	0.0639666911183577	0.2783820259721491	4969.0
Cre06.g262850	g4440	0.016011281854153	0.3688206911707503	759.0
Cre06.g262900	g4441	0.0226246663691942	0.177067903260204	1555.0
Cre06.g262977	g4442	0.2498583348964037	0.4677158384335013	2329.0
Cre06.g263000	g4443	0.0869506051984335	0.3060926293310809	2426.0
Cre06.g263050	g4444	0.0357597524140536	0.268659167443214	482.0
Cre06.g263100	g4445	0.1519741872311384	0.5475388031215471	1729.0
Cre06.g263150	g4446	0.0570724125385375	0.294704136216738	1691.0
Cre06.g263200	g4447	0.0532610588740098	0.5114804099713652	568.0
Cre06.g263289	g4449	0.1212420476224701	0.4474625582627932	1258.0
Cre06.g263300	g4450	0.027442085574219	0.2493299798199559	518.0
Cre06.g263357	g4451	0.2034933564919809	0.5521193421446574	2820.0
Cre06.g263400	g4452	0.0435478507160709	0.4408399986765892	396.0
Cre06.g263500	g4454	0.129517997799745	0.3899065944644315	773.0
Cre06.g263550	g4455	0.0327921082603736	0.2597071775383753	570.0
Cre06.g263600	g4456	0.320427807932812	0.6099520489271257	2659.0
Cre06.g263602	g4457	0.0680707525475635	0.3512123197479659	1202.0
Cre06.g263650	g4458	0.1110758225918443	0.4768970987534205	4912.0
Cre06.g263700	g4459	0.0566306643811088	0.2739742997871222	252.0
Cre06.g263800	g4461	0.0282412882844572	0.3101175883039496	2763.0
Cre06.g263850	g4462	0.0162256192985228	0.1985194156703116	926.0
Cre06.g263950	g4465	0.0282446727217187	0.2955076718500484	3569.0
Cre06.g264000	g4466	0.1181217547974384	0.4546018526777367	269.0
Cre06.g264050	g4467	0.1657568090891828	0.5336222394211064	581.0
Cre06.g264100	g4468	0.062693753181078	0.3122757745847847	2117.0
Cre06.g264150	g4469	0.1545131717358179	0.4051109335032966	7386.0
Cre06.g264200	g4470	0.0070630304218952	0.1432914275720319	863.0
Cre06.g264250	g4471	0.0669866441058599	0.314056732342381	1936.0
Cre06.g264300	g4472	0.0497631465180846	0.1087876214975422	418.0
Cre06.g264350	g4473	0.0267885619515594	0.0868019640259939	340.0
Cre06.g264400	g4474	0.0662909825059687	0.3863328021741808	8544.0
Cre06.g264450	g4475	0.020895779721614	0.2961139647852576	1460.0
Cre06.g264500	g4476	0.0896226241005886	0.3463238645975226	1349.0
Cre06.g264550	g4477	0.0425268910669959	0.2573210830362797	580.0
Cre06.g264850	g4482	0.061922722943545	0.4164970910660531	5126.0
Cre06.g265100	g4486	0.0297859967149234	0.3355461009347163	2184.0
Cre06.g265150	g4487	0.0788442270244154	0.3549338423774298	3646.0
Cre06.g265550	g4494	0.05868180067606	0.4580327286030419	1825.0
Cre06.g265602	g4495	0.0992235438195298	0.4845841738912289	1705.0
Cre06.g800622	g4496	0.1919620730887909	0.502940823320904	5386.0
Cre12.g524850	g4497	0.2733259385685321	0.5653895338487449	4517.0
Cre06.g265750	g4499	0.0173727143797233	0.350780562739039	1185.0
Cre06.g265800	g4500	0.0051724342942952	0.0539801247188169	579.0
Cre06.g265850	g4501	0.1017780422018568	0.3376031611198176	2333.0
Cre06.g265900	g4502	0.0632693445925788	0.3268771544883473	672.0
Cre06.g265950	g4503	0.0485751486613407	0.2992823968262477	16478.0
Cre06.g266350	g4504	0.1330803915660302	0.4800280164344976	4063.0
Cre06.g266383	g4506	0.0398477081340368	0.3293656153547367	2801.0
Cre06.g266500	g4507	0.0751456136211646	0.2086890630095358	1424.0
Cre06.g266550	g4508	0.2591752248953215	0.7890692047749127	482.0
Cre06.g266800	g4515	0.0508399986450652	0.4273867231615887	1024.0
Cre06.g266850	g4516	0.1329959181115211	0.4284001834297912	3775.0
Cre06.g266900	g4517	0.0267334675564711	0.3063477083283157	778.0
Cre06.g266950	g4518	0.2238874589289871	0.532909470408548	3865.0
Cre06.g267000	g4519	0.0836956294104518	0.4092088048885547	1163.0
Cre06.g267050	g4520	0.1410178619654619	0.4473902586531552	1262.0
Cre06.g267100	g4521	0.035523608942967	0.2530952842455802	2038.0
Cre06.g267150	g4522	0.0259766224970672	0.2311896622742685	1058.0
Cre06.g267200	g4523	0.0062761872528874	0.1202569875563845	242.0
Cre06.g267250	g4524	0.1673965729821771	0.5441723983531559	7380.0
Cre06.g267300	g4525	0.0793931430448894	0.3561702109049454	1506.0
Cre06.g267350	g4526	0.0286355035934004	0.1911691872215925	1482.0
Cre02.g141946	g4529	0.2189968689460398	0.5901610585787017	4897.0
Cre06.g266450	g4533	0.3162942217349584	0.5646965273202448	1201.0
Cre06.g267500	g4534	0.0149407331209158	0.2512314227652147	508.0
Cre06.g267550	g4535	0.0168546418890439	0.2011979899460095	925.0
Cre06.g267600	g4536	0.0269813268437084	0.2112895498763488	1735.0
Cre06.g267650	g4537	0.0394828001140665	0.3422675365534151	791.0
Cre06.g267700	g4538	0.0458658173649979	0.3561035852711649	2242.0
Cre06.g267750	g4539	0.0690709626446362	0.3919428490091827	1916.0
Cre06.g267800	g4540	0.0589259989959384	0.4178429139939327	1315.0
Cre06.g267850	g4541	0.0831729370883691	0.4436755408065186	1836.0
Cre06.g267900	g4543	0.0175740258130727	0.512322633529833	646.0
Cre06.g268150	g4544	0.0412652413685904	0.383753199265456	2481.0
Cre06.g268200	g4545	0.0154644654020517	0.1767668327833689	596.0
Cre06.g268450	g4549	0.1018948284414776	0.4028571990625229	1905.0
Cre06.g268501	g4550	0.2431557373072146	0.676749284717586	2064.0
Cre06.g268550	g4551	0.039674656862075	0.3198446858283134	1906.0
Cre06.g268600	g4552	0.2348413044796813	0.4244682708455302	731.0
Cre06.g268650	g4553	0.048066584798471	0.2731209764751965	755.0
Cre06.g268700	g4554	0.0253777646903083	0.2506170603025369	2513.0
Cre06.g268750	g4555	0.0219706515952081	0.2989793572783233	1889.0
Cre06.g268800	g4556	0.0120243056482866	0.179887000905522	3872.0
Cre06.g268850	g4557	0.2140227299119672	0.5568262357256731	1702.0
Cre06.g268900	g4558	0.133892461912781	0.4074793652290719	2900.0
Cre06.g268950	g4559	0.1845649758359264	0.4636318077754946	4041.0
Cre06.g269000	g4560	0.0923372862238095	0.3738702216883643	864.0
Cre06.g269050	g4561	0.0464656913575259	0.286812534503905	2617.0
Cre06.g269100	g4562	0.2059793256354863	0.4880341034443509	1076.0
Cre06.g269200	g4563	0.1761961304859846	0.4196197090185231	8576.0
Cre06.g269250	g4564	0.1078526882687097	0.391029166502334	1052.0
Cre06.g269300	g4565	0.111253277983767	0.4438460147247435	984.0
Cre06.g269350	g4576	0.0627914824045063	0.3040988310811232	3082.0
Cre06.g269400	g4577	0.1517820238362987	0.4864703741937896	7678.0
Cre06.g269450	g4578	0.0163940953593743	0.1796099779754273	838.0
Cre06.g800642	g4579	0.0367570492804595	0.3105763543805669	3885.0
Cre06.g269550	g4580	0.0835693013706878	0.4065972469235429	610.0
Cre06.g269650	g4581	0.0953340982086763	0.2599065263334887	790.0
Cre06.g269700	g4582	0.2054807332525592	0.5174181820246276	2252.0
Cre06.g269801	g4584	0.0647751295672534	0.3318300759147483	3519.0
Cre06.g269865	g4585	0.1854162398453648	0.4382911432072555	2959.0
Cre06.g800643	g4586	0.2114467980753847	0.5536281464504254	925.0
Cre06.g269950	g4587	0.0018797002320447	0.1470052574094066	2398.0
Cre06.g270000	g4588	0.2732533625132262	0.7140066108571758	2820.0
Cre06.g270100	g4593	0.0172752359082196	0.2378219682435556	2332.0
Cre06.g270150	g4594	0.0108305131160957	0.2924706911791494	689.0
Cre06.g270200	g4595	0.0559845303760365	0.2396420087305796	1485.0
Cre06.g270250	g4596	0.0197832570811177	0.2598236823929785	1823.0
Cre06.g800644	g4597	0.0973194200273243	0.4692794248233094	384.0
Cre06.g270300	g4598	0.2326161962278796	0.6081976621622466	1403.0
Cre06.g270350	g4599	0.0536814424308284	0.3741293841642171	1936.0
Cre06.g270400	g4600	0.1649992711968667	0.5913430202732027	1516.0
Cre06.g270450	g4601	0.2185824519299255	0.4693408373105495	3077.0
Cre06.g270500	g4602	0.0872627080140169	0.3949072797460504	2896.0
Cre06.g270550	g4603	0.1162144348170848	0.3120234331095348	1435.0
Cre06.g270600	g4604	0.1886749763188701	0.529701201391982	3478.0
Cre06.g270650	g4606	0.0115832418206052	0.2567146548649745	400.0
Cre06.g270700	g4607	0.1177809321129924	0.5021080773555302	5716.0
Cre06.g270750	g4608	0.0403020118798145	0.2538538030592617	2615.0
Cre06.g270800	g4609	0.044378063262516	0.3274167713836465	1054.0
Cre06.g270850	g4610	0.1179138851996346	0.4610066738388375	5375.0
Cre06.g270900	g4611	0.1683111207791216	0.4713107078037595	2777.0
Cre06.g270950	g4612	0.0815333576267853	0.3223070082671333	1406.0
Cre06.g271000	g4614	0.0857716462192209	0.3799811379325624	1313.0
Cre06.g271050	g4615	0.0293675364008954	0.3743981893281535	955.0
Cre06.g271100	g4616	0.0429281904520403	0.3814870082575463	1143.0
Cre06.g271150	g4617	0.03878357697796	0.2425794423769303	5701.0
Cre06.g271200	g4618	0.0266899328952973	0.2395306790832904	1675.0
Cre12.g529850	g4621	0.0976988961284261	0.4659338187402264	3682.0
Cre12.g529950	g4622	0.0197335039735789	0.2179317518283448	2296.0
Cre12.g530000	g4624	0.0779337879362476	0.3389888428072928	2181.0
Cre12.g530050	g4625	0.0995246708707933	0.3774906735839421	4719.0
Cre12.g530100	g4626	0.0356149996994909	0.2300477005668565	523.0
Cre12.g530250	g4627	0.2221361580847569	0.5562723074258119	3755.0
Cre12.g530300	g4628	0.0538693009284416	0.2572085633451227	613.0
Cre12.g530350	g4629	0.2138260693937169	0.5896782027194679	1171.0
Cre12.g530400	g4630	0.07579734783396	0.3181179308402376	642.0
Cre12.g530450	g4631	0.1977566438283599	0.5499993731518941	2509.0
Cre12.g530550	g4633	0.0480817573482944	0.3191696663759391	1753.0
Cre12.g530650	g4635	0.0072499356226676	0.1294791420581529	1020.0
Cre12.g530700	g4636	0.0533879168958398	0.4231772816292745	1096.0
Cre12.g530750	g4637	0.0803622581875343	0.400421487300683	1875.0
Cre12.g530800	g4638	0.0534577352701265	0.3411082366584894	630.0
Cre12.g530850	g4639	0.0656555051751391	0.3317650562380457	3957.0
Cre12.g530900	g4640	0.0482232064754802	0.3410093181671828	1840.0
Cre12.g530950	g4642	0.0288894036613432	0.3280795595555088	763.0
Cre12.g531000	g4643	0.0474198539746407	0.3141660963302288	1408.0
Cre12.g531050	g4644	0.1911111713638958	0.4596658587265693	4382.0
Cre12.g531100	g4645	0.0203230046686291	0.2573210830362797	583.0
Cre12.g531150	g4646	0.088611289386452	0.4097621062784594	2666.0
Cre12.g531200	g4647	0.0755178610217426	0.3516260415305652	3396.0
Cre12.g531250	g4648	0.0362608381183452	0.5285310022207659	1078.0
Cre12.g531350	g4650	0.1916437206129371	0.6543207605835908	1232.0
Cre12.g531400	g4653	0.0137077744312116	0.2956971921672399	5680.0
Cre12.g531450	g4654	0.0135527301721105	0.4849703736937894	1206.0
Cre12.g531500	g4655	0.0069837551504798	0.2924189509838958	1550.0
Cre12.g531550	g4656	0.0037547012086081	0.1673576634856572	828.0
Cre12.g531600	g4657	0.0854740221385085	0.4146364601556289	1277.0
Cre12.g531651	g4658	0.1046470584548071	0.5876484315211606	323.0
Cre12.g531700	g4659	0.0204511648715034	0.2162026011025014	2257.0
Cre12.g531750	g4660	0.0292109243057871	0.2643669690978002	1122.0
Cre12.g531800	g4661	0.0340967805575679	0.2870350133435612	1160.0
Cre12.g531850	g4662	0.0531651085852666	0.4742463303936794	922.0
Cre12.g531900	g4663	0.0334033908231762	0.1706836112865566	2174.0
Cre12.g531950	g4664	0.09759702238563	0.3394223061917037	4824.0
Cre12.g532000	g4665	0.0491979618643599	0.5393420002224046	408.0
Cre12.g532050	g4666	0.0567446721338555	0.3303948122737379	2632.0
Cre12.g532100	g4667	0.0233093122244563	0.1383217793501394	1422.0
Cre12.g532151	g4668	0.2124731056004676	0.5043575597897835	3372.0
Cre12.g532200	g4669	0.1100959515284048	0.3354258907383445	2085.0
Cre12.g532250	g4670	0.124412122838096	0.5203061506633935	4532.0
Cre12.g532300	g4672	0.3593159091703528	0.647056637111008	985.0
Cre12.g801436	g4673	0.0753438483156328	0.2666551582348558	3431.0
Cre12.g532450	g4674	0.0257879582645004	0.2005215524706175	1747.0
Cre12.g532500	g4675	0.0514200485463074	0.3129897057320346	1246.0
Cre12.g532550	g4676	0.0150305631625846	0.0600320307551522	516.0
Cre12.g532600	g4677	0.1792487428435649	0.4810454500604831	6382.0
Cre12.g532650	g4680	0.0880488706629789	0.2961622490832206	2081.0
Cre12.g532700	g4681	0.2110147030501	0.5470654405100851	4361.0
Cre12.g532750	g4683	0.2116602345775433	0.5902010329950849	2956.0
Cre12.g532800	g4684	0.1140846904923207	0.358778909187189	2188.0
Cre05.g244701	g4689	0.679514386164244	1.7403429133201256	1023.0
Cre12.g532950	g4690	0.0613588124279483	0.3393750426098533	1903.0
Cre12.g533000	g4691	0.0553987975732501	0.3529049745585862	1791.0
Cre12.g533050	g4692	0.0336431891673146	0.2748808986412285	2000.0
Cre12.g533100	g4693	0.1371412743000737	0.713102088134474	571.0
Cre12.g533150	g4694	0.0700134864892439	0.3241000163927443	558.0
Cre12.g533201	g4695	0.1303851973522367	0.3576930540677321	575.0
Cre12.g533250	g4696	0.2210478434836559	0.5471629574609632	5942.0
Cre12.g533300	g4697	0.1629391641646117	0.4685651322522467	6275.0
Cre12.g533351	g4698	0.0581174286787612	0.314402023417146	3030.0
Cre12.g533400	g4700	0.0311733183159378	0.2635484151284164	411.0
Cre12.g533500	g4701	0.20455041312302	0.40118790788972	11303.0
Cre12.g533550	g4702	0.0030030070150366	0.1752111383861289	1494.0
Cre12.g533600	g4703	0.1622359341421215	0.5130607014916441	2352.0
Cre06.g301450	g4704	0.1941849367796486	0.2901319470076219	2074.0
Cre12.g533650	g4705	0.0349153954433636	0.5127513274540512	708.0
Cre12.g533700	g4706	0.1342984747184435	0.4881245622749932	12172.0
Cre12.g533750	g4707	0.1084261165973163	0.4578138490217374	4363.0
Cre12.g533800	g4708	0.0192142255878766	0.3040988310811232	555.0
Cre12.g533850	g4709	0.2717874587022879	0.5202579470513196	2665.0
Cre12.g801437	g4713	0.0821366981390937	0.282358178426184	804.0
Cre12.g533950	g4714	0.0124042992876748	0.2475050226424283	890.0
Cre12.g534050	g4715	0.0608383625382396	0.4099077797760524	1846.0
Cre12.g534100	g4716	0.08936472829662	0.4642794063046674	1801.0
Cre12.g534151	g4718	0.2231844267941699	0.5924257179246231	2868.0
Cre12.g534200	g4719	0.0563204311108155	0.3389888428072928	2087.0
Cre12.g534250	g4720	0.025106946897292	0.3904008284197137	622.0
Cre12.g534302	g4721	0.1837936755147032	0.5186135023397489	2691.0
Cre12.g534350	g4722	0.0231168547244312	0.204763588698575	944.0
Cre12.g534400	g4723	0.0957932803081734	0.3380852282401552	838.0
Cre12.g534450	g4724	0.0178155645060803	0.2204578752568178	433.0
Cre12.g534500	g4725	0.1059024823983614	0.3949072797460504	616.0
Cre12.g534550	g4728	0.0490075461223025	0.2345125309928987	1249.0
Cre12.g534600	g4729	0.0281603044464387	0.2471094008476817	600.0
Cre12.g534650	g4730	0.0553027484637743	0.3522723425744808	2018.0
Cre12.g534700	g4731	0.0568641274180134	0.2505046080945144	639.0
Cre12.g534750	g4732	0.2062591647830469	0.4174788219863101	2226.0
Cre12.g534800	g4733	0.0129662872897889	0.0852844771245079	2789.0
Cre12.g535050	g4735	0.1369578575377447	0.48910286853737	6411.0
Cre12.g535100	g4736	0.0317596197394558	0.2423205830062776	954.0
Cre12.g535150	g4737	0.1745537555325896	0.5514137958604743	4536.0
Cre12.g535201	g4738	0.241324566923638	0.6455719424731534	1737.0
Cre12.g535250	g4739	0.2381432259923657	0.5233568952493173	2903.0
Cre12.g535300	g4740	0.1400330529095383	0.5116573996309334	4118.0
Cre12.g535350	g4741	0.0424187653619569	0.2602076523663812	3682.0
Cre12.g535400	g4742	0.1728450991981937	0.5773583167681128	2799.0
Cre12.g535450	g4755	0.1561168202615385	0.6986686530037076	454.0
Cre12.g535500	g4756	0.0759235496730653	0.4074186276316561	2258.0
Cre12.g535550	g4757	0.070779399921271	0.4408399986765892	815.0
Cre12.g535600	g4758	0.1430173548483534	0.6208030008995326	1186.0
Cre12.g535650	g4759	0.0779922851430357	0.2259936366416756	209.0
Cre12.g535700	g4760	0.0485508200337834	0.3402108390043102	1597.0
Cre12.g535750	g4761	0.1336441225889575	0.4546018526777367	896.0
Cre12.g535800	g4762	0.0869982753239249	0.3758907169622221	6923.0
Cre12.g535851	g4763	0.007838085707788	0.0269691977905828	764.0
Cre12.g535900	g4764	0.005719760801298	0.2294516345708484	531.0
Cre12.g535950	g4765	0.0154898723364534	0.153367046328855	2180.0
Cre12.g536000	g4766	0.0273227359170037	0.258275615007808	4135.0
Cre12.g536050	g4767	0.0708442773137456	0.304856789710566	4876.0
Cre12.g536100	g4768	0.0145282993169997	0.2726256817568492	411.0
Cre12.g536600	g4771	0.0256885241462306	0.2107884024712894	7363.0
Cre12.g536550	g4773	0.0044809692666657	0.2334584197863475	2024.0
Cre12.g536500	g4774	0.0266694765273651	0.28391824139118	341.0
Cre12.g536450	g4775	0.09197650180761	0.4708011865303329	677.0
Cre12.g536650	g4776	0.221586585685608	0.4727906188438608	2028.0
Cre12.g536750	g4777	0.087496186601429	0.3514830072972719	867.0
Cre12.g536800	g4778	0.0583952413292042	0.2903369770799758	829.0
Cre12.g536850	g4779	0.1299113730543539	0.4008495652423984	1754.0
Cre12.g536900	g4780	0.1001924747656661	0.3637465139381169	5049.0
Cre12.g537000	g4781	0.0763370207324567	0.5153286495779872	549.0
Cre12.g537100	g4782	0.0378146852956262	0.2277283483726197	3846.0
Cre16.g682923	g4783	0.0465265431895894	0.141595553474679	204.0
Cre12.g537150	g4785	0.1431225390827576	0.3874738526573471	2379.0
Cre12.g537200	g4787	0.0113713450568255	0.1832382217617734	3091.0
Cre04.g220350	g4790	0.037507815430996	0.2868926541493182	2510.0
Cre04.g220300	g4791	0.0756424609637865	0.3982931458031818	1058.0
Cre04.g220250	g4792	0.1680381413790037	0.465800705000712	2587.0
Cre04.g220200	g4796	0.0538758227186122	0.3633624423024301	3130.0
Cre04.g220150	g4797	0.2963006726170339	0.6440694779296577	2308.0
Cre04.g220050	g4798	0.1787941482091423	0.5957034976722675	6255.0
Cre04.g220000	g4799	0.1250644555668107	0.43030294628126	7984.0
Cre04.g219950	g4800	0.0367147829123428	0.2971863397524303	919.0
Cre04.g219900	g4802	0.0365035547818592	0.5161382934133621	661.0
Cre04.g219851	g4803	0.0645559565784322	0.3831192178244929	1359.0
Cre04.g233302	g4804	0.10044644831256	0.5513695197744675	2010.0
Cre12.g483500	g4805	0.0676646376584694	0.3894239321422065	19307.0
Cre12.g483550	g4806	0.087655768290124	0.4913398387280295	1706.0
Cre12.g483600	g4807	0.069156621000073	0.3313210443890833	2266.0
Cre12.g483650	g4809	0.0159519875926663	0.2647639745517164	1360.0
Cre12.g483700	g4810	0.1356720298520501	0.4709948140351198	1070.0
Cre12.g483720	g4811	0.2974825310842624	0.5798924161751112	591.0
Cre12.g483750	g4812	0.0475952654379193	0.4073148644881592	618.0
Cre12.g483800	g4813	0.0775469088627461	0.386475811554012	7208.0
Cre12.g483900	g4814	0.131092390464713	0.3912936856680197	1356.0
Cre12.g483950	g4815	0.0089620185114393	0.2169702572595918	680.0
Cre12.g484000	g4816	0.0078711367121032	0.2082238024487096	1343.0
Cre12.g484050	g4817	0.0106008832011786	0.1073256327305049	293.0
Cre12.g484100	g4818	0.0150758844908154	0.2382028142376226	305.0
Cre12.g484150	g4819	0.0227021352177131	0.2383329293898584	2221.0
Cre12.g484200	g4820	0.0073082186060085	0.2343334265144355	848.0
Cre12.g484250	g4821	0.0078323850718601	0.1685277935010423	13649.0
Cre12.g484350	g4822	0.0220244211032734	0.2339709042051475	1917.0
Cre01.g800129	g4824	0.1033820289981895	0.1601805752235442	489.0
Cre01.g800128	g4825	0.0470200030762305	0.0110703116873404	574.0
Cre12.g484400	g4827	0.0909459750245312	0.2622553113598116	667.0
Cre12.g484450	g4829	0.1211831334826697	0.500764587271254	2805.0
Cre12.g484500	g4830	0.0272447663451876	0.4483777505667153	455.0
Cre12.g484550	g4831	0.1084920404306099	0.4153327582211926	892.0
Cre12.g484600	g4832	0.1895855281525751	0.5261509293501374	1859.0
Cre12.g484700	g4834	0.030185160381445	0.1505030215966133	254.0
Cre12.g484800	g4836	0.1628908188810351	0.3723803425229727	3062.0
Cre12.g484900	g4837	0.0349737684965956	0.4711001153726197	1504.0
Cre12.g484950	g4838	0.1593766304579594	0.5796968235282862	923.0
Cre12.g485000	g4839	0.028209417711275	0.2904281957616743	1407.0
Cre12.g485050	g4840	0.0216692682737879	0.2940315658320178	783.0
Cre12.g485150	g4841	0.0203264473333434	0.1443554461934794	1093.0
Cre12.g485200	g4842	0.0360646400007283	0.3276962831729622	626.0
Cre12.g485250	g4843	0.0980197299122544	0.3468075219045414	2312.0
Cre12.g485300	g4845	0.2673555299023119	0.6420379886225989	3686.0
Cre12.g485400	g4847	0.1398339554833625	0.3583393272658429	1518.0
Cre12.g485500	g4848	0.2254167168983081	0.4441576706610791	2973.0
Cre12.g485550	g4849	0.0387808516241296	0.2736286909334199	953.0
Cre12.g485600	g4850	0.0864662415509628	0.3553382640642311	1775.0
Cre12.g495951	g4851	0.025426163756761	0.181256849582353	592.0
Cre12.g495950	g4852	0.1367411675954659	0.5266477620598975	2273.0
Cre12.g495900	g4853	0.2606148002829241	0.5480463186483318	3955.0
Cre12.g495850	g4854	0.0253765261115528	0.2193488519192853	783.0
Cre12.g495800	g4856	0.0995514223694374	0.3503556807803182	5706.0
Cre12.g801343	g4857	-0.0	0.3040988310811232	229.0
Cre12.g495701	g4858	0.2530347582748622	0.4660524567758279	1609.0
Cre12.g495650	g4861	0.0672784639389549	0.2170560929415784	2065.0
Cre12.g495600	g4862	0.0803443058867965	0.3006950898576849	6009.0
Cre12.g495550	g4863	0.0072816105952207	1.238010653226112	211.0
Cre12.g495500	g4864	0.129511890349334	0.3727281560142252	1875.0
Cre12.g495450	g4865	0.4959354812850112	0.4831047010899379	1043.0
Cre12.g495401	g4866	0.3141212519402485	0.6364402017407502	1589.0
Cre12.g495350	g4867	0.0709684078876069	0.412306476930577	4084.0
Cre12.g495300	g4868	0.030110301010059	0.3318402581081288	899.0
Cre12.g495250	g4869	0.0586694618604078	0.3282944777447892	2128.0
Cre12.g495175	g4870	0.1856034195076146	0.556453008547033	572.0
Cre12.g495100	g4872	0.0712025751039102	0.4290904111182896	2195.0
Cre09.g404950	g4873	0.0363432189237005	0.0838862251024266	677.0
Cre12.g495050	g4874	0.1101622096636253	0.3297458347673388	3700.0
Cre12.g495000	g4875	0.0539801247188169	0.2935149479366123	1981.0
Cre12.g494900	g4878	-0.0	0.2502295301526815	908.0
Cre12.g494850	g4879	0.0135443861537981	0.2372529961591177	671.0
Cre12.g494800	g4880	0.002051984864156	0.241324566923638	750.0
Cre12.g494750	g4881	0.0406053147559374	0.1636901745150134	387.0
Cre12.g494650	g4883	0.1864721514630724	0.4957189653049775	3605.0
Cre12.g494600	g4884	0.256627693301888	0.6629994204282238	2215.0
Cre12.g494550	g4885	0.0256084965758297	0.2722293631074404	1519.0
Cre12.g494500	g4886	0.0244919722305394	0.2077176441706827	1050.0
Cre12.g494450	g4887	-0.0	0.0858077633833081	383.0
Cre12.g494400	g4888	0.0489303914013007	0.3378468555291751	1167.0
Cre12.g494350	g4889	0.0336276395914786	0.169162718508581	2047.0
Cre12.g494300	g4890	0.3027264610733161	0.5056284593257045	407.0
Cre12.g801346	g4891	0.2429188281855647	0.6391958425616064	5301.0
Cre12.g494252	g4892	0.1857290613501319	0.5602971994336423	2074.0
Cre12.g494250	g4893	0.0527272580209944	0.3063477083283157	762.0
Cre12.g494100	g4895	0.012560806474473	0.1781658368891891	3896.0
Cre12.g494050	g4896	0.0027075841680747	0.0734853062701528	565.0
Cre12.g494000	g4897	0.0575168260705278	0.2839633935539823	3150.0
Cre12.g493950	g4898	0.1296321096295581	0.269530500680923	323.0
Cre12.g493900	g4899	0.0727610961393143	0.5596287366511241	422.0
Cre12.g493750	g4900	0.0815087014975982	0.3563587715596156	2235.0
Cre12.g493700	g4901	0.1067574508851489	0.3542695072036459	1548.0
Cre12.g493600	g4906	0.3384515742575075	0.7830133769086995	4128.0
Cre12.g493550	g4907	0.0755231234797826	0.3602255624489845	6795.0
Cre12.g493500	g4910	0.0814437512927146	0.356708038106193	1428.0
Cre12.g493450	g4911	0.1382330068517558	0.529988071195964	2748.0
Cre12.g493400	g4912	0.0424501464530653	0.2082238024487096	3720.0
Cre12.g493350	g4913	0.0218674382185916	0.5347123558920936	349.0
Cre12.g493250	g4914	0.0085837846844046	0.2385043520846837	2131.0
Cre12.g493150	g4915	0.037101845733487	0.1810691971137441	1016.0
Cre12.g493100	g4916	0.2026220860731125	0.5923676105964852	1260.0
Cre12.g493050	g4917	0.0937979561440681	0.3604956927897927	1389.0
Cre12.g493000	g4918	0.0605552791704713	0.3459053183372996	2545.0
Cre12.g492950	g4919	0.023485284799612	0.1522334112897115	2589.0
Cre12.g492900	g4920	0.1410844279565493	0.4033907221154324	586.0
Cre12.g492850	g4921	0.0471279630443001	0.3010660732082663	3130.0
Cre12.g492851	g4922	0.2960944861630443	0.6895221981833439	2893.0
Cre12.g492750	g4923	0.0693063083282753	0.3510217053862658	10026.0
Cre12.g492700	g4924	0.1223176461495503	0.3916420368122294	1272.0
Cre12.g492650	g4925	0.0928580860904255	0.3991626103104813	1935.0
Cre12.g492600	g4926	0.1445099718646031	0.4030961857609524	1485.0
Cre12.g492550	g4927	0.1341445117991127	0.4849703736937894	2137.0
Cre12.g492450	g4928	0.0518499093869111	0.3506884744393995	4779.0
Cre12.g492350	g4929	0.0432689947167825	0.297739011021787	1860.0
Cre12.g492300	g4930	0.0030181127247941	0.1978609432838532	489.0
Cre12.g492250	g4931	0.1308729462648193	0.3762067264957999	2051.0
Cre12.g492200	g4932	0.0974100996241086	0.3647031139940876	6709.0
Cre12.g492150	g4933	0.092424480317961	0.3623370317536727	482.0
Cre12.g492151	g4934	0.1565060551457197	0.3335143659460843	692.0
Cre12.g801356	g4935	0.1769005148043266	0.4557411510891331	3591.0
Cre12.g491550	g4936	0.0811601884801745	0.3356350082637479	471.0
Cre12.g491500	g4937	0.0174173284582586	0.3280272409701822	1081.0
Cre12.g491450	g4938	0.0980583954118393	0.3201136744340499	2564.0
Cre12.g491200	g4939	0.1017532350544559	0.3720896072822215	832.0
Cre12.g491150	g4940	0.0077320272441459	0.3693573638233455	385.0
Cre12.g491050	g4942	0.0192812675326551	0.1472799826872037	1163.0
