CSCH	JG05	k0	k4	sites
g4731	JG24_g358	0.068915018514603	0.5177624819541631	1124
g4732	JG24_g359	0.0501859415889849	0.6149241646493169	635
g4733	JG24_g360	0.038063135955626	0.7488966225833453	753
g4734	JG24_g361	0.0506716067745126	0.41674154003949443	719
g4735	JG24_g362	0.3193881487744787	0.7822818281349742	683
g4736	JG24_g363	0.0748994972551392	0.48965496106650386	1491
g4737	JG24_g364	0.0055658882532126	0.4408399986765892	836
g4738	JG24_g365	0.0380941251300788	0.7927046942006561	531
g4739	JG24_g366	0.0327027281115989	0.4686209524368512	379
g4742	JG24_g367	0.0117741821573278	0.2892468606089886	2629
g4743	JG24_g369	0.0811601884801745	0.6592377595960083	612
g4744	JG24_g370	0.0363267128246962	0.7566062953551048	1928
g4745	JG24_g371	0.0427542278421172	0.40786765611075204	583
g4746	JG24_g372	0.0528218233302863	0.3933933510931144	998
g4747	JG24_g373	0.0051768971720778	0.3528339208798472	1751
g4748	JG24_g374	0.0078044408708375	0.3492629760759144	973
g4761	JG24_g375	0.0058027368766143	0.18848582121067953	1038
g4759	JG24_g377	0.3121017909384673	0.9445010502439519	2775
g4757	JG24_g378	0.0646862528605233	0.31885340528015194	3848
g4756	JG24_g379	0.1535318517818318	0.5768498156534005	836
g4755	JG24_g380	0.1697186642868369	0.6087445087048837	1530
g4754	JG24_g381	0.0436342467450907	0.6598459704757669	1585
g4753	JG24_g382	0.0639951699556389	0.498176877799144	1100
g4751	JG24_g383	0.0366211407795043	0.24185114140289726	2035
g4750	JG24_g384	0.0548816190849608	0.590613448231236	1383
g4749	JG24_g385	0.0817892594579091	0.5877526560905335	3450
g4762	JG24_g386	0.1653235461871058	0.5673527243129609	1828
g4763	JG24_g387	0.0601331256435802	0.2838142720735143	3469
g4764	JG24_g388	0.0732288521729369	0.4567980475120531	645
g4765	JG24_g389	0.061403275975263	0.6460462576066786	663
g4769	JG24_g390	0.0670176365491455	0.4082261647217853	2513
g4770	JG24_g391	0.0421459187577314	0.2879691771654007	2443
g4391	JG24_g392	0.3243935800141747	0.48226156713742874	1702
g4772	JG24_g393	0.3040988310811232	0.6688283360248772	1156
g4773	JG24_g394	0.0657250377022153	0.31160640127744854	1135
g4766	JG24_g396	0.3343781725489139	0.4572749192496257	1712
g4774	JG24_g397	0.0313771247418498	0.1915978588707882	1195
g4775	JG24_g398	0.2031235365749439	0.6296985833144255	1073
g4776	JG24_g399	0.2182910676978152	0.565822806732633	1829
g4778	JG24_g400	0.0168546418890439	0.3331006869504889	831
g4779	JG24_g401	0.1214451707850749	0.5315163283283679	3853
g4780	JG24_g403	0.1021115612362628	0.5261895369043574	646
g4781	JG24_g404	0.060558194055111	0.36960004300358956	1399
g4782	JG24_g405	0.2097290713935352	0.4810281832771692	1859
g4783	JG24_g406	0.065312518705895	0.43238920504183265	1931
g4784	JG24_g407	0.0516040593697929	0.32648855344338423	571
g4785	JG24_g408	0.0262928580339768	0.2453104343903867	1570
g4786	JG24_g409	0.3428630327705302	0.770795255268834	5751
g4787	JG24_g410	0.185676829163058	0.574053354593478	4916
g4788	JG24_g411	0.2451425834413282	0.7347452593550584	759
g4789	JG24_g412	0.0838250156026783	0.5762779513481497	453
g4790	JG24_g414	0.0754879247419906	0.4925846522918027	865
g4791	JG24_g415	0.1067371666351916	0.6473666078404073	600
g4792	JG24_g416	0.0292363448031839	0.22776181034866652	2164
g4793	JG24_g417	0.2157615543388356	0.6354733952904027	1583
g4794	JG24_g418	0.0721502830638689	0.36460593628048754	1515
g4795	JG24_g419	0.1203179123954749	0.4598283546648066	3338
g4796	JG24_g421	0.287438766959418	0.8514572047797757	4322
g4798	JG24_g422	0.0068571906245056	0.23061352481097042	915
g4799	JG24_g423	0.0588537115811214	0.5239699847434283	397
g4800	JG24_g424	0.0421327617862906	0.49747066305769816	1032
g4801	JG24_g427	0.1267582743375953	0.445598143105119	5589
g4802	JG24_g428	0.021939407128078	0.24932997981995592	1377
g4803	JG24_g429	0.0719898265910423	0.3316609877376795	963
g4804	JG24_g430	0.0736285590640178	0.5716050390351726	597
g4805	JG24_g431	0.1250352443459728	0.6617918851488551	546
g4806	JG24_g432	0.0615867687935945	0.2979763481017525	1826
g4807	JG24_g433	0.0630823654123467	0.36053817938882254	1318
g4808	JG24_g434	0.107481785135816	0.37508603489135967	1124
g4809	JG24_g435	0.2951166877960866	0.8239592165010822	524
g4810	JG24_g436	0.0340285180654848	0.22637266381335586	788
g4811	JG24_g437	0.1530557810386296	0.5592359430944347	1859
g4813	JG24_g438	0.0953663816139349	0.32499154695834803	2278
g4814	JG24_g439	0.0193559129669044	0.31885340528015194	477
g4823	JG24_g446	0.1566893477780007	0.5526915072102336	3215
g1329	JG24_g448	0.240753708245929	0.446121710645649	1697
g4821	JG24_g452	0.0561810779871161	0.24138822605027313	1633
g4820	JG24_g453	0.2667776989118254	0.6187409667799203	1906
g4818	JG24_g454	0.0476587104261763	0.20474519924676376	2133
g4817	JG24_g455	0.0631045698457196	0.3024911134236847	1099
g4816	JG24_g456	0.0428688103799614	0.30409883108112323	293
g4825	JG24_g458	0.0771120741699803	0.624258233040109	4414
g4826	JG24_g459	0.044343431851543	0.292820423057718	1734
g7020	JG24_g461	0.0365035547818592	0.3564136101513852	664
g7021	JG24_g462	0.1107836306596778	0.4703278261822154	454
g7022	JG24_g463	0.0557010309779522	0.37542325477461974	1227
g7023	JG24_g464	0.1578866765911803	0.5181141681002657	2296
g7024	JG24_g465	0.1772130639051037	0.5371330708759835	2641
g7025	JG24_g466	0.0241226823674707	0.20606475093969273	502
g7026	JG24_g467	0.0535324971316707	0.36716116898902945	962
g7027	JG24_g468	0.0391281542466821	0.18160503900364863	2428
g7028	JG24_g470	0.0536680055739776	0.37721367550131346	1170
g7029	JG24_g471	0.1326980311193086	0.5207380917811018	1292
g7030	JG24_g472	0.0909515708492998	0.4546018526777367	1489
g7032	JG24_g474	0.0499111156423407	0.31765712964609094	2936
g7033	JG24_g475	0.0823203079080504	0.4030961857609524	1920
g7034	JG24_g476	0.062655009175628	0.536715027309003	281
g7035	JG24_g479	0.0706331747065859	0.34049411175211863	2646
g7036	JG24_g480	0.1394201767761761	0.5864322656066767	11622
g7037	JG24_g481	0.1259034087676239	0.5555670072626596	2252
g7039	JG24_g483	0.1136458948519151	0.2970565258187439	843
g7040	JG24_g484	0.0742987865661747	0.36366057920340783	2099
g7326	JG24_g487	0.2142600523358309	0.5768498156534005	783
g7043	JG24_g492	0.0311143271951635	0.35711296277112015	1868
g7044	JG24_g494	0.0270674760492327	0.4714564945667805	747
g7045	JG24_g495	0.3267822871286009	0.9030323811199883	6485
g7046	JG24_g497	0.2358171203249416	0.6638340102192781	8539
g7047	JG24_g498	0.0754906150450622	0.3477352976181752	1107
g7048	JG24_g499	0.0599660636331233	0.3662086871169129	2416
g7049	JG24_g500	0.0893247686558477	0.36256998718340716	438
g7052	JG24_g502	0.2338917067393927	0.7854892457104194	338
g7051	JG24_g505	0.2570411029232819	0.7687278062571857	4877
g7050	JG24_g506	0.0267885619515594	0.20708181517059182	519
g7053	JG24_g507	0.055418787728824	0.5005460133431481	1662
g7054	JG24_g508	0.0087720298223934	0.2906656361562256	517
g7055	JG24_g509	0.3638734924915859	0.8708494842370826	959
g7056	JG24_g510	0.1478975599192489	0.39049028452668993	3620
g7059	JG24_g511	0.034407382439423	0.24337203418087294	1576
g7060	JG24_g513	0.0593244358512604	0.28413859469255576	1266
g7061	JG24_g514	0.0476981895907273	0.4518696092188607	1198
g7062	JG24_g516	0.0563530279890623	0.31861901654452945	1920
g7063	JG24_g517	0.0992465599940717	0.4273640606144678	1706
g7066	JG24_g519	0.1464465510522671	0.5210575125695757	1764
g7067	JG24_g520	0.0472783517186394	0.26468520958630054	1363
g14455	JG24_g521	0.3646323663685024	0.30409883108112323	297
g7068	JG24_g523	0.1083997467701629	0.3935270171066566	3328
g7069	JG24_g524	0.1099105688196374	0.6157354140523725	476
g7070	JG24_g525	0.3257823387019382	0.678189564986007	1197
g7071	JG24_g526	0.108312474978145	0.4261858912843517	8061
g7072	JG24_g527	0.0179918672775169	0.5807794653618984	335
g7073	JG24_g528	0.0765856088815397	0.28028730734518803	695
g7074	JG24_g529	0.1780527473482822	0.44933867318375187	3636
g7075	JG24_g531	0.0159241650793306	0.24297905539273607	1446
g7076	JG24_g532	0.0924369865450203	0.423143366430455	12049
g7077	JG24_g533	0.2773892069243664	0.7687716696982281	5937
g7078	JG24_g534	0.1268072475329505	0.3256314104929467	271
g7079	JG24_g535	0.2031253234357986	0.5667506531559594	1690
g7080	JG24_g536	0.0558397336460622	0.3808079679214369	691
g7081	JG24_g537	0.0805514530944509	0.5526915072102336	878
g7083	JG24_g538	0.0710474377589253	0.41981760136914337	2518
g7084	JG24_g539	0.0259485340559256	0.24860927635797295	1431
g7085	JG24_g540	0.1599462175671874	0.5071122031435306	1488
g7086	JG24_g541	0.0616270396824499	0.49526801830271594	1079
g7087	JG24_g542	0.0063425325136676	0.1047274777072532	715
g7088	JG24_g543	0.1575773884253963	0.4954941603216161	2217
g7089	JG24_g544	0.1126029723853497	0.48400158992076586	4021
g7090	JG24_g545	0.0797209939872174	0.5972485625963819	898
g7091	JG24_g546	0.0402928916174287	0.391464227423061	2224
g7092	JG24_g547	0.0375439304211315	0.8517401702613439	543
g7093	JG24_g548	0.2786602871030036	0.6354733952904027	9347
g7094	JG24_g549	0.1120180359412339	0.37070604248204675	1151
g7095	JG24_g551	0.0184543581016501	0.25235417746590966	1167
g7097	JG24_g552	0.0479505883650108	0.25729465644055116	2363
g7098	JG24_g553	0.1243312080533369	0.48797117791039074	2920
g7100	JG24_g557	0.0280715210327678	0.24208004419728826	1880
g7101	JG24_g558	0.0813805660620143	0.23908640170452183	607
g7102	JG24_g560	0.0544943883709156	0.2652193526581609	6005
g7103	JG24_g561	0.085197883292779	0.3241000163927443	453
g7104	JG24_g562	0.1789517945194082	0.6042574631623547	2453
g7105	JG24_g563	0.2574999952508687	0.6413313699088665	2153
g7107	JG24_g568	0.1285106323214834	0.5484410629195544	1794
g7108	JG24_g569	0.0947017707139466	0.45970891840370565	4387
g7109	JG24_g570	0.0082418411816964	0.556453008547033	374
g7110	JG24_g571	0.0342813732240179	0.4129853384644966	1672
g7111	JG24_g573	0.1707745258875528	0.5259828683993296	820
g7114	JG24_g574	0.0886606222959055	0.3679671873363534	1789
g7115	JG24_g576	0.1543214989460618	0.47128386250248966	4572
g7116	JG24_g577	0.039054375562259	0.2723720463131062	726
g7117	JG24_g578	0.2500791504434131	0.4581818117422298	614
g7118	JG24_g579	0.0973998170816533	0.463790329013127	1324
g7119	JG24_g582	0.1266861723853794	0.381550999793638	5116
g7120	JG24_g583	0.0433557227823439	0.2658319563787168	1518
g7121	JG24_g584	0.1520060281116497	0.5393420002224046	1260
g13870	JG24_g587	0.1811328211382139	0.40553936553310005	527
g7123	JG24_g588	0.0881190677172856	0.3790130423690359	4619
g7124	JG24_g589	0.2230684631112247	0.5205716230266033	4712
g7125	JG24_g592	0.1678944363369734	0.5716050390351726	4116
g7126	JG24_g593	0.0336989729103348	0.4337309407106813	1214
g7127	JG24_g594	0.2248779363830772	1.0331360051008835	872
g7128	JG24_g596	0.2887979604010638	0.5768498156534005	1052
g7129	JG24_g597	0.0778253829581536	0.3775982415910111	1896
g7130	JG24_g598	0.0214260013411839	0.1916790139001605	2800
g7131	JG24_g599	0.26043852815703	0.7575697461231023	2156
