CSCH	JG05	k0	k4	sites
g663	JG24_g5217	0.0374422641761159	0.47190952991731205	4252
g662	JG24_g5218	0.0502457992986897	0.2819471913619918	1870
g661	JG24_g5219	0.3367273451561092	0.6754495515596097	2663
g660	JG24_g5220	0.1316066732144735	0.4475794535248752	3123
g657	JG24_g5221	0.0553942958535933	0.32952499483788433	970
g656	JG24_g5222	0.0640463133090962	0.2635484151284164	1784
g655	JG24_g5223	0.0477868607895808	0.2870350133435612	1200
g654	JG24_g5224	0.0747323429216477	0.6734561949044688	358
g653	JG24_g5225	0.0981288207942422	0.3538576568871545	4803
g651	JG24_g5226	0.1375910260433425	0.6516628940448119	1375
g650	JG24_g5227	0.133686173554739	0.4248766424737921	2498
g649	JG24_g5228	0.021910029349426	0.19323267249941525	3218
g648	JG24_g5229	0.1196018226315595	0.27230216185535916	623
g647	JG24_g5231	0.1613871918969818	0.44629953142876516	4636
g646	JG24_g5232	0.0536377972371438	0.666121173114239	626
g645	JG24_g5233	0.024930532211948	0.19703021742150062	3459
g644	JG24_g5234	0.0535072866239287	0.28316723999331583	2276
g643	JG24_g5235	0.0128837524013133	0.15539221752897606	1628
g13653	JG24_g5237	0.3778375058554332	0.732007474931833	441
g641	JG24_g5238	0.1214277195014232	0.48182913941513195	4459
g640	JG24_g5240	0.1540664715645938	0.5207380917811018	1251
g639	JG24_g5241	0.024058666616712	0.30823107293935037	1060
g638	JG24_g5242	0.0722007232358486	0.32962991929244834	4456
g637	JG24_g5243	0.0491199790205153	0.2704752711085755	1022
g636	JG24_g5244	0.1237248009245116	0.3423724410904577	3531
g635	JG24_g5246	0.0260683314224587	0.4071805040435147	1848
g634	JG24_g5247	0.1243061268287535	0.4798098028746226	507
g633	JG24_g5248	0.0037688521520047	0.2554533554295927	1180
g632	JG24_g5249	0.036664511556287	0.39703192705927837	2453
g631	JG24_g5250	0.0385883258704933	0.5953768371427717	1813
g630	JG24_g5251	0.0391671302579816	0.39777332521673076	1904
g628	JG24_g5252	0.0628340621490292	0.5112888635522419	568
g627	JG24_g5253	0.004418274927928	0.3937040709318414	688
g626	JG24_g5254	0.1754420141767777	0.8239592165010822	1068
g624	JG24_g5255	0.06568093067389	0.38079330674130907	3343
g623	JG24_g5256	0.0532097839893333	0.3588676823422906	1391
g622	JG24_g5257	0.2395306790832904	0.6722815666299102	2028
g621	JG24_g5258	0.0343968569446504	0.2841230148902111	1989
g620	JG24_g5259	-0.0	0.45371585139336335	279
g619	JG24_g5260	0.0195196443640995	0.43249498907802153	820
g618	JG24_g5261	0.095026457245392	0.604117869690383	16173
g617	JG24_g5262	0.0356738313038588	0.46894633205149916	2398
g616	JG24_g5263	0.0620654707716842	0.7480517900524474	855
g615	JG24_g5264	0.1848893819800655	0.5350073991689122	4733
g614	JG24_g5265	0.0821664221469344	0.4877087134497744	23816
g613	JG24_g5266	0.0595698730105675	0.28960931077914526	2208
g612	JG24_g5267	0.1899195819226041	0.6133381894830906	2329
g611	JG24_g5268	0.0359997116815521	0.39088555941089626	876
g610	JG24_g5269	0.0661305051587824	0.3835661785051825	2520
g609	JG24_g5270	0.0113560325072718	0.19851941567031162	1497
g608	JG24_g5271	0.0706486527813203	0.46608782454165293	2310
g607	JG24_g5272	0.0578828510291133	0.6164911488089853	4577
g606	JG24_g5273	0.026833493655383	0.544452752537202	926
g605	JG24_g5274	0.0297768291964923	0.21502705227249186	3043
g603	JG24_g5276	0.1263483915993963	0.5050815821104597	2278
g601	JG24_g5277	0.0279380489173769	0.2230143581125974	1569
g600	JG24_g5278	0.0472496639572376	0.2660931128586732	3794
g599	JG24_g5279	0.0460418513559338	0.2805366839060891	992
g598	JG24_g5280	0.0406053147559374	0.5624118697956095	1526
g597	JG24_g5281	0.3679858303719376	0.6820903394082178	2073
g596	JG24_g5282	0.0660783700070699	0.24654019486267126	2464
g594	JG24_g5284	0.1175834262188413	0.5841314262486212	766
g593	JG24_g5286	0.1339355190251819	0.6007349140223706	1872
g592	JG24_g5287	0.0630695084570267	0.3230494065489689	11318
g591	JG24_g5288	0.2360550227145559	0.7275230672639174	6293
g590	JG24_g5289	0.0209072771461911	0.29454456174805094	429
g589	JG24_g5290	0.0169498739379306	0.3205830111202047	259
g588	JG24_g5292	0.0447059698267259	0.37993886883337624	4275
g587	JG24_g5293	0.0981164348460889	0.3210641659081587	3519
g585	JG24_g5294	0.178105032651776	0.5943340511566694	758
g584	JG24_g5295	0.1188250062144444	0.3600847778088456	3356
g583	JG24_g5296	0.0387182740539803	0.6354733952904027	403
g582	JG24_g5297	0.097667044599017	0.4633980901045476	422
g581	JG24_g5298	0.0294040009282744	0.14059721722077992	1307
g579	JG24_g5300	0.1308100502607753	0.5480120058432634	3240
g578	JG24_g5301	0.3231085786638717	0.876063496112158	1396
g577	JG24_g5302	0.054023346156662	0.2644359891965017	3153
g576	JG24_g5303	0.0047808926830769	0.17980362273979553	1882
g575	JG24_g5304	0.948436413598883	1.5164351737713613	4197
g574	JG24_g5305	0.0539073452212294	0.3160717193228839	1177
g572	JG24_g5306	0.0329120446943195	0.3175012495782982	1780
g571	JG24_g5307	0.056793886542659	0.2762252087301005	2586
g570	JG24_g5308	0.0356478403021577	0.292820423057718	1254
g569	JG24_g5312	0.0785672731922812	0.5038455420670324	644
g568	JG24_g5313	0.0290423467835663	0.20076105430883356	1585
g567	JG24_g5314	0.041677388366108	0.43601683092887145	693
g566	JG24_g5315	0.1097062435880172	0.5250404750799001	1653
g565	JG24_g5316	0.1128268798891791	0.5637102292949321	1269
g564	JG24_g5317	0.0060411120016062	0.1360238074259984	1262
g563	JG24_g5318	0.0159980971604519	0.16504641358260122	1622
g562	JG24_g5319	0.0522564243617854	0.35863633176722093	1134
g561	JG24_g5320	0.0700675883450278	0.3366789276031156	2328
g559	JG24_g5322	0.2576216221322976	0.5447364941465638	1171
g558	JG24_g5323	0.0345025149466895	0.33292443408556854	1360
g557	JG24_g5324	0.2966607535881138	0.82969904043437	3715
g556	JG24_g5325	0.0796280991997347	0.33482938673885254	768
g555	JG24_g5326	0.0331912567530305	0.2638085833731553	2879
g554	JG24_g5327	0.0171436035570376	0.4154138349198283	621
g553	JG24_g5329	0.0228676250683404	0.179226444343955	341
g552	JG24_g5330	0.0125460322280361	0.3478778357475537	1023
g551	JG24_g5331	0.2039835084682881	0.6017598543937029	2167
g550	JG24_g5333	0.1195526118375883	0.5056600073891839	3122
g549	JG24_g5334	0.0762852126296488	0.4287504622666767	3152
g548	JG24_g5335	0.0377222359253377	0.5466489473715183	901
g547	JG24_g5337	0.0825356258534623	0.4177992399382505	1564
g546	JG24_g5338	0.2241506008501349	0.6450858306190509	1468
g545	JG24_g5339	0.0943715636237768	0.3303855096020105	4025
g544	JG24_g5340	0.1830839782986354	0.7892307904698175	1156
g543	JG24_g5343	0.0282519278198359	0.4605779799146193	821
g540	JG24_g5347	0.3072508319847454	0.7182018018014322	3404
g539	JG24_g5348	0.2738413232737505	0.626270825846542	2220
g542	JG24_g5350	0.2732804781045298	0.7820748851981758	6972
g541	JG24_g5351	0.3282248861699594	0.6883710083947812	3755
g538	JG24_g5355	0.0227918090989055	0.27982486770459947	1502
g537	JG24_g5356	0.2712904193589805	0.9702546534296206	367
g536	JG24_g5357	0.1069771197130813	0.33065027636931016	2080
g534	JG24_g5363	0.0279101972553257	0.5175275686091647	561
g533	JG24_g5364	0.2824310063338955	0.7262877798242023	1813
g532	JG24_g5366	0.0210824691989199	0.2864509580234777	2858
g531	JG24_g5367	0.0463653202093199	0.3505053838696889	1012
g530	JG24_g5368	0.0592901175479513	0.41405143672502986	651
g529	JG24_g5369	0.0982009972821085	0.7105359892081397	959
g528	JG24_g5370	0.1362150363918482	0.5364466429797837	1766
g527	JG24_g5371	0.0683770403537201	0.4330628713101582	1511
g526	JG24_g5372	0.0357920796519116	0.5149743746540637	800
g525	JG24_g5373	0.0846792855903115	0.36585564385760905	13062
g524	JG24_g5374	0.3098313430655494	0.544452752537202	288
g521	JG24_g5375	0.0938723572155045	0.34239793958604886	2145
g520	JG24_g5376	0.1381656694482053	0.452436033101364	1662
g519	JG24_g5377	0.0292720079293014	0.2113883641057408	943
g518	JG24_g5378	0.0375932903869264	0.28461721627867775	917
g517	JG24_g5379	0.2147749793522986	0.459949312652328	2233
g516	JG24_g5380	0.1490601585121249	0.40806417768011877	905
g515	JG24_g5381	0.0618416703403267	0.15483328766743312	996
g514	JG24_g5382	0.0143202441116847	0.42598802820445447	423
g511	JG24_g5384	0.116073937037269	0.5322885310678156	12128
g510	JG24_g5385	0.1037878903219008	0.5299276506690646	666
g509	JG24_g5386	0.0664897940893043	0.3457259193231389	3174
g508	JG24_g5387	0.0556475245214839	0.6025372579357094	900
g507	JG24_g5388	0.021491441820282	0.14415473701987241	696
g506	JG24_g5389	0.0190844473575135	0.18649511002202496	7079
g505	JG24_g5390	0.2297558717694002	0.49966332651098533	1827
g504	JG24_g5391	0.2302483963133043	0.6856764245190443	1810
g503	JG24_g5392	0.0532768298375638	0.27441459137062973	795
g502	JG24_g5393	0.0176404604156316	0.12761326588027452	1191
g500	JG24_g5397	0.1032710469770743	0.3417952071667895	1834
g499	JG24_g5398	0.0312841560275625	0.33418882642319225	547
g498	JG24_g5399	0.0315486467361317	0.2281585308022437	963
g497	JG24_g5400	0.0442026432770363	0.3058450484008168	998
g496	JG24_g5401	0.062480751789109	0.32258317898624417	1186
g495	JG24_g5402	0.0456743329371255	0.395119473834324	1283
g494	JG24_g5403	0.0158736083940324	0.6412426545077694	297
g493	JG24_g5404	0.0239541318808744	0.25848852074674317	1566
g492	JG24_g5405	0.0650777009149448	0.41806557604405925	2348
g491	JG24_g5406	0.0924725564706033	0.37785435893589625	1584
g490	JG24_g5407	0.2211373563958083	0.5463381729532644	8243
g489	JG24_g5408	0.0685573128011202	0.5198603854199589	893
g488	JG24_g5409	0.011879626984034	0.10732563273050497	1633
g487	JG24_g5410	0.1979192098534382	0.518142958518818	3093
g486	JG24_g5412	0.1181800403285703	0.4573986240976367	1976
g485	JG24_g5413	0.0210929720620006	0.1757168831468445	5486
g484	JG24_g5414	0.078555453932403	0.42000532559628245	4035
g483	JG24_g5415	0.0156868463624799	0.24456864042498905	1175
g482	JG24_g5416	0.0439763076378579	0.2828618909931574	6820
g481	JG24_g5417	0.1219390492287701	0.514468557740607	2221
g478	JG24_g5418	0.1732825979304652	0.6714753419867395	1352
g477	JG24_g5419	0.0451943936386476	0.2563119702915425	723
g476	JG24_g5420	0.0334741155155762	0.49553392860509365	518
g475	JG24_g5421	0.2120552284057514	0.6515167877763909	3187
g474	JG24_g5422	0.0275260251378209	0.2918369775799761	444
g472	JG24_g5423	0.0250849748311106	0.27532206701482487	7965
g471	JG24_g5424	0.2874591073813599	0.7388878858216805	5988
g470	JG24_g5427	0.1395414197595026	0.5463478893636339	1465
g468	JG24_g5428	0.0780599914781377	0.3641308618362756	1861
g467	JG24_g5429	0.1812529140102914	0.523724124750296	8439
g466	JG24_g5430	0.3118978614967972	0.7255423744875487	1150
g465	JG24_g5431	0.0299270252503197	0.20095148213770986	1777
g464	JG24_g5433	0.1848776431316546	0.6798163761231846	6023
g459	JG24_g5434	0.2030880523732923	0.643532013021029	5005
g460	JG24_g5437	0.0761020951236447	0.5186298683268642	1835
g461	JG24_g5438	0.0187509766540629	0.418533521777536	311
g462	JG24_g5439	0.3803278762100434	1.1601214227967036	7104
g463	JG24_g5440	0.0806496515458052	0.49747066305769816	1532
g458	JG24_g5442	0.0218462046922677	0.28814078224565964	1860
g456	JG24_g5443	0.085958456572483	0.4897448155024253	2834
g455	JG24_g5444	0.0484303884065737	0.3071538251218502	1927
g454	JG24_g5445	0.0304863695730431	0.2680093948229745	2851
g453	JG24_g5446	0.0286157742496428	0.25863036471879725	3308
g451	JG24_g5448	0.0561009098120238	0.34094834751435676	1226
g450	JG24_g5449	0.0589363402753962	0.5038455420670324	741
g448	JG24_g5450	0.0164540420068899	0.10490887446315109	822
g447	JG24_g5451	0.0815408991482478	0.4375323858184247	1726
g446	JG24_g5452	0.125870161671506	0.5408520678466335	1339
g444	JG24_g5453	0.0592298356871613	0.5015151622423385	944
g443	JG24_g5454	0.0846833730321484	0.5391949990459245	4763
g442	JG24_g5455	0.0758362974469165	0.34777757674498144	1730
g441	JG24_g5456	0.1083813651398534	0.37083934652175704	4544
g440	JG24_g5457	0.1428400227867557	0.5254822175346389	4522
g439	JG24_g5458	0.1310443829755282	0.4160443519809232	2685
g438	JG24_g5459	0.2540553845052415	0.6306370090324159	5965
g437	JG24_g5460	0.1433675043299231	0.7299816994424444	7561
g435	JG24_g5462	0.0509750280987295	0.5169923130911565	762
g434	JG24_g5463	0.1892175285857902	0.6575111953343319	5831
g433	JG24_g5464	0.0431773888661083	0.5393420002224046	431
g431	JG24_g5466	0.1051099738074313	0.7647179080121094	795
g430	JG24_g5467	0.0246775508302088	0.2905765499578	3658
g429	JG24_g5468	0.044023460364261	0.34308651391895045	3733
g428	JG24_g5469	0.0873298890824368	0.6000894750840848	440
g427	JG24_g5470	0.0455747664121107	0.619578760676673	457
g426	JG24_g5471	0.0573796724062189	0.3150160544117789	1868
g424	JG24_g5473	0.0869393266637405	0.6161174823234983	602
g423	JG24_g5474	0.0749440636922827	0.41335001044056263	2048
g422	JG24_g5475	0.0504391702568755	0.4197118409515671	307
g421	JG24_g5476	0.0644353117314664	0.5698064770221629	1148
g420	JG24_g5477	0.1812686306431199	0.5919682808346356	2822
g419	JG24_g5478	0.1343312504427922	0.7516811069400688	1345
g418	JG24_g5479	0.0477868607895808	0.49553392860509365	983
g417	JG24_g5484	0.032972342565837	0.4279086438507096	990
g416	JG24_g5485	0.2477482264493478	0.8634420166151484	6005
g414	JG24_g5486	0.0272026520680856	0.2104539189014787	2533
g413	JG24_g5487	0.2590436511214181	0.5981841622810984	6053
g412	JG24_g5490	0.1958244316206782	0.493308940131772	1543
g411	JG24_g5492	0.1614287788553223	0.6148277375930379	4541
g410	JG24_g5496	0.1591913111072227	0.4968826583235416	5094
g409	JG24_g5497	0.2464947726633144	0.7297495153014804	2385
g408	JG24_g5498	0.047111245934417	0.2767124213498002	1716
g407	JG24_g5499	0.0173875015917429	0.4148258301856718	959
g406	JG24_g5501	0.0674611774972046	0.43881472982126224	9106
g405	JG24_g5502	0.0901188616270484	0.5227394676503333	1535
g404	JG24_g5503	0.0246428738683312	0.2326161962278796	2024
g403	JG24_g5505	0.0869043627154498	0.5851189181621812	1087
g402	JG24_g5506	-0.0	0.060032030755152274	284
g401	JG24_g5507	0.1261174654554497	0.4054256947235463	1089
g400	JG24_g5508	0.0497544862100084	0.5060985314188116	712
g399	JG24_g5509	0.056202667679335	0.42856978634768406	1731
g398	JG24_g5510	0.0691124965979081	0.43200337215289397	2083
g397	JG24_g5511	0.0453238043886883	0.2864509580234777	1334
g396	JG24_g5512	0.0408410347806931	0.4661685760692803	1468
g395	JG24_g5513	0.0322630388127681	0.4911381716119987	584
g394	JG24_g5514	0.0807501843699227	0.633468046502101	630
g9883	JG24_g5516	0.0345823970762451	0.2840211502826697	2358
g9884	JG24_g5517	0.0466169441178151	0.3169636405008104	825
g9885	JG24_g5518	0.1123656754151878	0.6380125428701344	2394
g9886	JG24_g5519	0.0568208817084145	0.3429748722353852	8345
g5989	JG24_g5520	0.1829897425003511	0.5956498409678395	776
g5983	JG24_g5521	0.2599164467715755	0.7812261404441769	1298
g5982	JG24_g5522	0.0827668219095471	0.41316887602069247	2244
g5981	JG24_g5523	0.0747161095726666	0.4820591618871573	1733
g5975	JG24_g5526	0.2631434065121415	0.7689152174330727	2400
g5976	JG24_g5527	0.2390452797480035	0.5766140481496514	4616
g5978	JG24_g5528	0.1650464135826012	0.6379466044565701	2208
g5980	JG24_g5529	0.3402949244351961	0.6620429311763039	3211
g5979	JG24_g5531	0.2958647143669352	0.8372731755949199	2878
g5974	JG24_g5533	0.0194233962889289	0.1953040499866185	1036
g5973	JG24_g5534	0.0129194212719077	0.11651283001437178	1618
g5972	JG24_g5535	0.159415285080754	0.6321624638573448	5251
g5969	JG24_g5536	0.4958238565132983	1.1075748467866526	3970
g5971	JG24_g5538	0.2205539029129138	0.6053185799318723	1702
g2933	JG24_g5539	0.1218493448424429	0.20582763427632023	1144
g5968	JG24_g5542	0.0279659562278994	0.25863036471879725	781
g5967	JG24_g5544	0.137914978808027	0.4279086438507096	1752
g5966	JG24_g5545	0.0450010685967391	0.3303984845275346	6448
g5965	JG24_g5546	0.2593431622283116	0.6801028597067992	2566
g4339	JG24_g5547	0.2303019747979937	0.6931941761424989	535
g5962	JG24_g5548	0.3919183307921453	1.0190168212710016	1148
g5964	JG24_g5549	0.2689305324119524	0.7607349889550263	2403
g5963	JG24_g5550	0.2162313319927793	0.5738800660576691	2492
g5961	JG24_g5552	0.0273871408412698	0.24839986250598023	2206
g5960	JG24_g5553	0.0450032731371654	0.24346732782982392	2326
g5959	JG24_g5554	0.0173312667859285	0.11280296536923719	1695
g5958	JG24_g5555	0.3341028320413977	0.9551063251307914	2525
g5956	JG24_g5557	0.0585255019593418	0.4112795222709318	1143
g5955	JG24_g5558	0.1554361307856689	0.5321759330792046	1528
g5954	JG24_g5559	0.2386200879140255	0.7554333237281399	2000
g5953	JG24_g5560	0.1041758380869196	0.46653844415716145	505
g5952	JG24_g5561	0.1784689778245128	0.6595104125118532	1336
g5949	JG24_g5564	0.0463881476547593	0.35083362940258317	1826
g5948	JG24_g5565	0.1164105352005602	0.38405613237481706	1779
g5947	JG24_g5566	0.0500834118714818	0.44607562203259427	3334
g5946	JG24_g5567	0.3416513705647279	0.6907626974434464	3725
g5945	JG24_g5569	0.1729837495709986	0.6435980515875948	5048
g5942	JG24_g5570	0.1164705775211434	0.6278618765362924	10064
g5941	JG24_g5571	0.1085585097204567	0.4421095715569797	2155
g5940	JG24_g5572	0.0406150182181328	0.4842145792059127	2670
g5939	JG24_g5573	0.0082759460427817	0.25933846862662935	1825
g5938	JG24_g5574	0.092943517894751	0.40097720434478185	2074
g5937	JG24_g5575	0.0259445263798901	0.2665910156501273	1649
g5936	JG24_g5576	0.0758294651501945	0.40368069626301684	1082
g5935	JG24_g5577	0.0933087916979807	0.48373546671885426	1492
g5934	JG24_g5578	0.3240220203704711	0.8358958079805068	6495
g5933	JG24_g5579	0.0797209939872174	0.390925533294635	1465
g5932	JG24_g5580	0.0374252254077873	0.2996583207738276	2160
g5931	JG24_g5581	0.0861602069988165	0.4949174691025971	385
g5930	JG24_g5583	0.1555891661396506	0.656601553015425	827
g5929	JG24_g5584	0.0170461883081671	0.22022775213914553	817
g5928	JG24_g5585	0.0691589110414464	0.5735380297958981	1014
g5927	JG24_g5586	0.0689200534402036	0.33847698474272314	1406
g5924	JG24_g5589	0.1852040926491549	0.7107309463186734	1304
g5923	JG24_g5590	0.2613816124146643	0.5382662171070471	1961
g5921	JG24_g5592	0.2640654336753881	0.7603049624454218	1916
g5920	JG24_g5593	0.2520832237057372	0.5716050390351726	586
g5919	JG24_g5594	0.0707773214406126	0.35234299453512474	1532
g5917	JG24_g5595	0.0676265852279296	0.41212835874832665	1622
g5913	JG24_g5596	0.2840143223555372	0.7096077712678771	1259
g5910	JG24_g5598	0.0904368581974495	0.36912627462108605	1445
g5908	JG24_g5600	0.154110223173959	0.5237974023345667	1750
g5907	JG24_g5601	0.0582817382454871	0.28028730734518803	666
g5906	JG24_g5602	0.0577207808520962	0.3534123642532086	602
g5905	JG24_g5603	0.0591856250677577	0.3389888428072928	361
g5904	JG24_g5604	0.1134973526142127	0.46947333287965365	3791
g5903	JG24_g5605	0.0251701473692263	0.31120788904703106	628
g5902	JG24_g5606	0.3183470381635256	0.6328533052894826	3870
g4847	JG24_g5611	0.58530271916788	1.1451876665595724	2290
g5900	JG24_g5613	0.1785291631954875	0.5262681913883905	1941
g5899	JG24_g5614	0.0314182062818701	0.5549838601830334	297
g5898	JG24_g5615	0.0494497242030784	0.349022437266925	959
g5896	JG24_g5616	0.015979299508403	0.10412733364066186	763
g5895	JG24_g5617	0.116941149052301	0.5807794653618984	468
g5894	JG24_g5618	0.0649659639848552	0.49443422166319806	702
g5893	JG24_g5619	0.0490708539918414	0.35691567930353274	1231
g5892	JG24_g5620	0.0470359634682674	0.2965187553287925	3665
g5891	JG24_g5621	0.0319877905127775	0.4056773092524515	725
g5890	JG24_g5626	0.2727446373271932	0.537748797286594	1074
g5889	JG24_g5627	0.170704815996831	0.492775322179699	2462
g5888	JG24_g5628	0.0793636698434878	0.3933333834755959	7869
g5887	JG24_g5629	0.0685123339411709	0.4329865237761177	1306
g5886	JG24_g5630	0.2330605090370827	0.6840197498157732	927
g5885	JG24_g5631	0.2574922189189125	0.6543557837455816	7194
g5884	JG24_g5632	0.0630141420398819	0.41142446381162834	562
g5881	JG24_g5633	0.2526219496045839	0.5098324155736347	15306
g5880	JG24_g5634	0.2160148899264495	0.6773072945084978	2049
g5879	JG24_g5635	0.1355176762964029	0.43687697756663535	6205
g5878	JG24_g5636	0.0958984109647252	0.5361907350821294	2991
g5877	JG24_g5637	0.0843044383852362	0.344022418748283	5443
g5876	JG24_g5639	0.0495916213317222	0.3967559571368859	989
g5875	JG24_g5640	0.0247689415736208	0.2315916059045971	1453
g5874	JG24_g5641	0.0600224169112169	0.30931871928241816	3343
g5872	JG24_g5642	0.0207028670983724	0.20822380244870964	2638
g5871	JG24_g5643	0.126609245155772	0.627088735576879	2736
g5870	JG24_g5645	0.0799410477057847	0.404427469199078	5614
g5868	JG24_g5648	0.0456925871990817	0.29593178123167213	1210
g5866	JG24_g5649	0.0275734672189627	0.3541792354856662	919
g5865	JG24_g5650	0.0166253658899078	0.14008193035750122	1007
g5864	JG24_g5651	0.0285360507281474	0.2624214427150153	748
g14280	JG24_g5663	0.373577971472642	1.4335679797381085	726
g14283	JG24_g5664	0.1790342506116222	0.7247582400677692	590
g14275	JG24_g5671	0.3381082057120223	0.8994196356502657	2020
g5862	JG24_g5677	0.0559312205547509	0.5035152745450068	2124
g5861	JG24_g5678	0.0514459876525489	0.498176877799144	3325
g5860	JG24_g5679	0.0295604764056574	0.4408399986765892	724
g5859	JG24_g5680	0.0544313018946555	0.33672916686763144	2535
g5858	JG24_g5681	0.0125525942666428	0.33351436594608436	356
g5857	JG24_g5682	0.012582679784732	0.16504641358260122	825
g5856	JG24_g5683	0.1427038939368435	0.5325990348685056	4552
g5855	JG24_g5684	0.0917757104826553	0.5261895369043574	2530
g4876	JG24_g5686	0.3138135267516171	0.5999243495880413	1620
g5853	JG24_g5687	0.2001592086165133	0.6973003515979561	1585
g9992	JG24_g5689	0.4214048845849552	0.8265015918169658	2736
g5851	JG24_g5693	0.1545866560946079	0.42402584371027924	1119
g5850	JG24_g5694	0.1599662343915861	0.6543660819118216	1287
g5849	JG24_g5695	0.0056872310433414	0.17853872580187174	519
g5848	JG24_g5696	0.1708990276902593	0.5648572172161432	6227
g5847	JG24_g5697	0.1061400960284044	0.4657385507337862	1192
g5846	JG24_g5698	0.0201185575158869	0.18848582121067953	606
g5845	JG24_g5699	0.3099914847025383	0.7481371288475558	874
g5844	JG24_g5701	0.0530918786945532	0.4773583680537884	1519
g5843	JG24_g5702	0.0451572759508245	0.3888884770418597	783
g4190	JG24_g5703	0.1058089486949291	0.3637078670218564	2334
g4189	JG24_g5704	0.0438411948024417	0.18577823704260477	1045
g4188	JG24_g5705	0.2184465460534442	0.8198496171776131	3111
g4187	JG24_g5707	0.1949812428720053	0.7827400532905142	4587
g4191	JG24_g5708	0.1867940402894181	0.7073030250753427	4844
g4192	JG24_g5709	0.0232877699405419	0.3417952071667895	1218
g4193	JG24_g5710	0.1357249072773712	0.5516703106816385	3635
g4200	JG24_g5711	0.0606030243114719	0.3937921016840185	1804
g4201	JG24_g5712	0.0594906317566912	0.32217199476541875	882
g4202	JG24_g5713	0.1185347120460665	0.5919542672508014	2040
g4203	JG24_g5714	0.0083537236765966	0.17143963290251246	1423
g4204	JG24_g5715	0.4073148644881592	0.7842148188956994	1635
g4205	JG24_g5716	0.1952858083395184	0.5589296205938523	2938
g4206	JG24_g5719	0.0445460380636718	0.31517368366834897	1434
g4207	JG24_g5720	0.2424828504236132	0.6639803897656409	724
g4208	JG24_g5724	0.0378800070834958	0.2719050475433478	583
g4209	JG24_g5726	0.2188112897406476	0.6189796188749129	6828
g4210	JG24_g5727	0.0520473781400097	0.2605621937253976	2780
g4211	JG24_g5728	0.0904267156267134	0.38941799509861674	1959
g4212	JG24_g5729	0.1941965086996135	0.5090688323308842	2662
g12709	JG24_g5730	0.0952653000409526	0.40424737554951534	757
g4214	JG24_g5732	0.2179795258604837	0.6511286126474675	2968
g4215	JG24_g5733	0.0265045248339816	0.25495233248916144	1778
g4216	JG24_g5734	0.0617005520217357	0.47339483790155895	1955
g4217	JG24_g5736	0.3354523515205281	0.7439201044628296	4381
g4218	JG24_g5737	0.0260141684909174	0.36196814149108686	533
g4219	JG24_g5738	0.0845966206090083	0.33387373346613664	765
g4221	JG24_g5740	0.0319480421012851	0.20822380244870964	1715
g1838	JG24_g5741	0.2791285350065255	0.5856734468380902	1174
g4222	JG24_g5742	0.0837407352862575	0.44609856535494224	1094
g4223	JG24_g5743	0.0234459505320808	0.28449740797171374	1834
g4224	JG24_g5744	0.3070533608932442	0.9588508147251531	4516
g4225	JG24_g5745	0.3280847639584337	0.6300287252807996	6541
g4226	JG24_g5746	0.3594623400970295	0.6244741147384297	1693
g4227	JG24_g5747	0.2764883512390861	0.7710231408720153	2772
g4228	JG24_g5748	0.1535208881518468	0.40497659291371957	4297
g4229	JG24_g5749	0.0522518101768581	0.4994844249656205	1893
g4230	JG24_g5752	0.0494063820407741	0.37397276300412924	1097
g4231	JG24_g5753	0.0339831614087368	0.38048878987606904	2398
g4232	JG24_g5754	0.0425646124443371	0.26865916744321405	457
g4233	JG24_g5755	0.2142621405663548	0.616916607397588	7797
g4235	JG24_g5756	0.3932577500720393	0.901457248146686	4370
g4236	JG24_g5757	0.0694711167270574	1.721147285175101	308
g4237	JG24_g5758	0.2464618912665074	0.5758650694219503	3897
g4240	JG24_g5761	0.1531478322605959	0.7098783828529887	4471
g4241	JG24_g5762	0.2135898659681272	0.7741157045882596	2429
g4242	JG24_g5763	0.1882072179385308	0.5834183289759796	3556
g4243	JG24_g5764	0.0455215543113838	0.31834213771011116	2731
g4244	JG24_g5765	0.2029093426565952	0.8416765758236591	1352
g4247	JG24_g5766	0.0351031477891787	0.25480481924586024	8376
g4246	JG24_g5767	-0.0	-0.0	327
g4245	JG24_g5768	0.0266103300115571	0.21576155433883568	231
g5085	JG24_g5769	0.2014590680925978	0.6052716979728163	7249
g4250	JG24_g5772	0.0529186689866914	0.2679472547177151	1494
g4252	JG24_g5774	0.092266360884497	0.40801622770152	4359
g13667	JG24_g5776	0.1802202847502655	0.4863490505526025	3579
g9555	JG24_g5777	0.0594775289633664	0.2796171977600358	3615
g9554	JG24_g5778	0.0052265019870699	0.07105902569202466	292
g9553	JG24_g5779	0.0919240841524488	0.3152101454199786	614
g9552	JG24_g5780	0.0687942149510027	0.18699402559203673	2561
g9551	JG24_g5781	0.1415149487601212	0.3715516688048362	2284
g9550	JG24_g5782	0.0248779027038644	0.2736734423393732	918
g3894	JG24_g5791	0.1778866150664672	0.517306848323712	8280
g9549	JG24_g5792	0.0670213086074136	0.3796855950842614	1726
g9546	JG24_g5795	0.0678601706646208	0.35121890515076215	3737
g9545	JG24_g5796	0.0199821524354986	0.3641308618362756	549
g9544	JG24_g5797	0.0178386787675815	0.269530500680923	930
g9541	JG24_g5798	0.0289611270958346	0.43832321779136	1105
g9540	JG24_g5799	0.0363267128246962	0.41105941148025466	424
g9539	JG24_g5800	0.060903009833412	0.39194284900918275	549
