	CSCH_1	JG05_1	CMAL_1	CINC_1	CREN_1	CREN_2	CREN_3	CREN_4	CREN_5	CREN_6	CREN_7	CREN_8	CREN_9	CREN_10
Cre03.g169400	2.9456775953089536	2.0050893317788097	2.323550813602834	2.504878572163528	2.631066949835657	2.420021401763116	2.6399777520154744	2.488113544729195	2.666223901732775	2.2990742155995196	2.4727114602446982	2.256082902156554	2.621793443405357	2.583074420843169
Cre03.g169350	1.2598125570257062	0.1316452758006234	0.6708307381474885	0.7828630532980727	1.469090302556212	1.2692996343674965	1.4834845071044458	1.2587049500546716	1.5268073387274905	1.1563599411980985	1.2241183510594746	1.1673032367368796	1.3935859583447514	1.1632547157640432
Cre50.g761397	1.7628150589988107	1.4530564896362028	1.6256908416700075	1.9576276241233215	1.2563698081190138	1.3893400438673014	1.5847414162275397	1.4629818503104264	1.5722269675715785	1.4925147053976568	1.5386531579676461	1.5179760498054584	1.635219581269585	1.3157291267848588
Cre03.g168550	1.704858403945916	1.2103783290757184	1.3411112695055856	1.7854341238982594	0.8361986648645927	1.040710743541531	0.9936207829423307	0.8465471114648898	1.0083425277943	1.000993024267235	0.9045971637375309	0.9575112505810105	1.2400357575994456	0.762607629170647
Cre03.g168200	0.9319060291802479	1.0216938810868068	0.9069775751128812	1.0445466473561704	1.2135589546026708	1.1297116667976994	1.7151636518174882	1.8126118743854127	1.5648748211017687	1.3071082358088613	1.7238035963332068	1.6811783911573575	1.3525972666230386	1.4888078832162586
Cre03.g168150	1.5918572242048157	1.4477503227153978	1.6835113219729996	1.815899027232855	1.4229292103245823	1.3292406822628522	1.5955056598882438	1.2606047605537698	1.4111168637733187	1.4679539482822894	1.0901580953044232	1.0873152931311185	1.1814141118590145	1.2864516001970927
Cre03.g167550	0.9852878773240478	0.4654920829725403	0.6467026161348555	0.45709804766836504	1.4712260455880368	1.067916121200964	1.1405679008079275	0.9052354067920387	1.3244564321978816	0.9452796758286671	0.7342872113455298	0.6878786381934934	0.9643215455843996	0.8422051794712353
Cre03.g167450	1.0488786902314884	0.9867424634724303	1.2371527706536198	1.1803245009221062	0.4718621213423408	0.46408222407770494	0.17795067573130297	0.19068077019980662	0.49175823713754524	0.40883364937270295	0.3550341466148431	0.27231773229271267	0.6021751896457848	0.2066085843906342
Cre03.g167250	1.4567472339308267	0.8656817263303017	1.1006999085663947	1.1769653950794787	0.6802071459778567	0.3701934695739717	0.5502639462482994	0.8337496484225458	1.362651246292243	0.8852006690498446	0.5325992301765338	1.1686321493577396	1.2572721051454832	0.8920746482343527
Cre03.g167150	1.4999992436838143	-0.1054229201131284	0.6950665069681589	1.114983528350818	0.43661992823883955	0.1552877130700619	0.42205720768448	0.008595776514546766	-0.06127601606052254	0.5642664777473683	0.4305113398463919	-0.21590794710927103	0.4925581789669392	0.3701262977039005
Cre03.g167000	1.5945331195393015	-0.1877569197291838	0.8846944988682706	1.176079063605108	1.555619559342325	1.4237397018953284	0.9999325331684119	0.7805632357399988	1.6617935262723016	1.2990368648763044	1.0513617924188972	1.095587353123754	1.321111580631515	1.175566052052742
Cre03.g166650	1.4357236464119683	0.5373586303055391	0.516894948155228	1.1430631778001081	1.2212281395595783	1.0443706283265821	1.1060769154965018	0.9018289517316176	0.991439478592999	0.8934331877625769	0.7579365462344624	1.010427370960563	1.0177048885369215	1.1294257770633185
Cre03.g166550	1.308332581989463	0.5635732039834287	0.431719663644645	1.0727712553748885	-0.020589100380209436	0.7168953039460144	0.32567871249460717	-0.339432968396148	0.32469471017797086	0.2780348426358902	0.4463847635724643	0.2938316035208023	0.5562715794110534	-1.0080705352661425
Cre03.g165900	1.7132094597878298	1.1482307189845695	0.9204646141990033	1.3914670870573256	1.4438581450493062	1.364345448449815	1.9667909468827611	1.8522386183733957	1.8205540407678857	1.4602203074648865	1.740916003728306	1.5040498362710566	1.5748183428147915	1.447866356997055
Cre03.g165350	1.6007760951404013	0.852990043198312	1.5210774845749524	1.321238360312457	1.482974755536525	1.448745680938986	1.7912966659669143	1.4944357386279048	1.6505138498167604	1.3552442124177286	1.4715772751488543	1.3399514035225895	1.7257195631506612	1.4230064947514236
Cre03.g165100	3.0837947941288895	2.666685912199964	3.272817197020936	3.6989017891644607	2.361817060798045	2.492985818944769	2.091212527798039	2.249460445662657	2.190932658444113	2.7899755353397353	2.7168153911140944	2.6411183723566465	2.9565696345484436	2.609184837809415
Cre17.g709850	1.2249937137529137	0.36411120429676164	0.8972902721384577	1.5201099705157288	1.2345158699632406	1.4457772642000373	1.8254830338342323	1.5483698375182915	1.7410774033915313	1.0478816124992556	1.7150120188925184	1.390455420608043	1.4257414343742274	1.6972091049695452
Cre17.g710150	2.0767751941012906	1.3690240443641777	1.8193339584463526	2.127646335235899	1.6118157081153532	1.691091695362159	1.9821276831480539	1.774031424997012	2.021451898532573	1.7323424231435423	1.802059659319247	1.500541240134432	1.7080684585692887	1.6369075687629768
Cre17.g710800	1.6552280147899416	1.4972398483837357	1.4802272339367102	2.2395207816147233	1.2743517043078985	1.359763175082529	1.2422716736616652	1.10079222978612	1.1614463486994342	1.349500578655622	1.3114042923535862	1.141767170682387	1.3655771016980096	1.1797843221077624
Cre17.g711150	0.8338422839127194	0.3459127065230255	1.447487961168	1.6698753636130688	1.2675415107356058	1.5438440686966395	0.9914547920602409	0.5739935250271091	0.8681059661938919	1.2176830839389203	0.8864574084444587	0.885114231573932	0.8056073884338927	0.8831171785904562
Cre17.g711300	0.8890768776560529	0.5919251990986972	0.4811688706065591	0.5421740491738655	0.8359521313703211	0.6219501186644063	1.2596225245958133	1.4699764892830487	1.123955473517578	0.9830603527226102	0.8414284032224622	1.2663889801426398	0.8721696337544169	0.9543186454252501
Cre17.g712100	1.6488948409009228	0.46985965099052956	1.8433427534360083	1.5677287626816834	0.721578085727617	1.3070081588718716	0.9606862997679977	0.8966265447469277	0.7976415118434184	1.2770999798240148	0.9393377411150737	1.011216931675843	1.3466227298583249	0.7131176230691825
Cre17.g712350	1.0688701612252998	0.8349411152959312	1.0647646611775086	1.2297160616148721	0.7716132537505309	1.305402612515061	0.6991028398915751	0.5839089552826555	0.6063690987973003	0.8414619422150855	0.7913362494663018	0.807274463619319	1.0369634996587156	0.5933821076244884
Cre17.g712400	1.63492307109497	1.5534347885811473	1.4215662048881084	1.6394200219286794	0.9030835498064603	0.9355957958254578	0.8827113351911201	0.9564927172421882	1.035462742561986	1.0814483798873407	0.9800834701658724	0.9377760602176186	1.0382230808776751	1.0404530283343414
Cre17.g713850	1.5724860707103547	0.9263969182946837	1.1025111008210329	1.5552273616446666	0.9153960891905163	0.9488775999156333	1.085414245665752	0.9910961787182524	1.2311690447160493	1.1830032426256758	0.974464238020103	1.0133619689812512	1.0736471623221806	1.0982477365925847
Cre17.g714250	2.1427381114821134	1.9891269678963313	1.487806517334768	1.4470555514183987	1.9331601388463644	2.4771478274260184	2.4199905138752067	2.7464809861500874	2.406755444248918	2.3623399611518616	2.7970447668134537	2.796888925681726	2.455269356433963	2.4744578121110536
Cre17.g715000	1.6191289273900604	1.1058692002138832	1.295818896935829	1.5930177197402833	1.268909326164848	1.0325979041075155	1.2501669030800115	1.132660796362158	1.2241256066656865	1.2659571482726613	1.142233375356096	1.1927705865824776	1.1746583767599212	1.0300284607278276
Cre17.g715100	1.989567521351125	1.2255643597356412	1.6594353525432066	1.6882298609786623	1.5808232998861738	1.4267713544287393	1.5018070675937663	1.4297869088970632	1.5926430563284593	1.5538490784993306	1.456555564292799	1.6006199861700197	1.5993702711287208	1.6281168811923277
Cre17.g715250	1.985810990632338	2.0940617125836942	2.0944047938858095	2.564983301743007	1.3971638149588814	1.4414963791878386	1.4281947249754063	1.6768008792432423	1.531368645420831	2.113637474953752	1.6853529142906833	1.6832906287391178	2.095611336788609	1.6147908600162824
Cre17.g715500	1.5585540826847086	0.5835243732359773	1.4095234590046066	1.913612737301845	1.0011671418106576	1.2503350970388896	0.7016195091783833	0.7672768365946703	0.5634843312408353	1.2983831266712698	1.1627829435765233	1.2531815235939867	1.6937810450463018	1.1112166017549359
Cre17.g715950	1.3806394649649758	0.5624331124106898	0.18863934167863594	0.876211951153553	0.4361701664411353	0.8094442091732338	0.7675756565719644	0.16633214527181714	0.6652820991052977	0.7189991037226181	1.038274897299167	0.4486485366650115	0.573752318326458	0.053705466130342654
Cre17.g717750	1.4248624841675128	0.9501337415453356	1.1963370970922975	1.4039402908412768	1.2312006400120952	1.5141787175895167	1.4569991966020204	1.8028780694341517	1.4262725062275383	1.5428699011831224	1.580450630110184	1.5856895087663776	1.6311467011492802	1.6492445081003715
Cre17.g718600	0.9298507115206426	1.4163505533641243	0.9062665432700188	1.2245996614115047	0.698091323424838	0.8145012535823041	0.8864503009279373	0.588302164897918	0.7887261877076586	1.2262556350657847	0.9784404561128784	0.47683798831057045	1.1557425177355944	0.8115056001456393
Cre17.g718650	1.0327979112755168	1.2618706078156807	0.6514917530030654	0.9179149443290651	0.7898070990362936	0.6908044313784524	0.8967099507181993	0.8007538027009629	0.8116923243524434	0.9292492747872875	0.7963605665602733	0.8520118783463159	0.8497286780121153	0.9613399444188983
Cre17.g718750	1.2287428448294981	0.9339335736045985	0.8072819350993433	1.048975472176712	1.203522748677313	1.3347877561574344	1.7373521126943572	1.9986263637745227	1.3972002973622715	1.2698552601086068	1.7668077416097125	1.7400247169881886	1.3964608268184342	1.5667896229019167
Cre17.g718900	1.14949252825348	1.2764815389982433	0.7935377384227082	0.888517370470969	1.2631900900203283	1.1681547544278723	1.962153334063319	2.011086536784108	1.8953610425075027	1.265375066041112	1.6395688019409036	1.623489773331971	1.385671814309631	1.4812812336596326
Cre17.g719000	2.933707476189099	2.241942620353787	2.372569429434284	2.663702830054929	2.1825698293321714	2.2773838223608807	2.5323161512296086	2.4524490099085656	2.6045945605952046	2.4141214747663127	2.393398301023102	2.4348324104701744	2.4504353656053124	2.351382806370318
Cre17.g719050	1.6833112865341855	1.7099806280613097	0.9035568959347242	1.3110682160221219	0.971509476370311	0.7321912531966073	0.9950339805673165	0.25823196320260483	0.9413208176055156	0.4516714277206037	0.4643845218491903	0.2879396738955637	0.5932119909699329	0.6088578603835471
Cre17.g719250	1.0924862565667843	0.9131877283276147	1.0963022872515507	0.9254950623448885	1.7090813582485098	1.580800844084542	1.6907008558189214	1.4052219599443077	1.499515765160935	1.2994289345526526	1.4869519709408356	1.1982959107801112	1.4660911413562587	1.357974801458814
Cre17.g720050	2.182361819384758	1.8436643920841687	2.119474809460582	2.6396277327380187	1.6146571760259447	1.698746232155647	1.8275249174875499	1.8950165410784965	1.8295951736573661	1.9257955903315336	1.928534082485937	1.7449196589189935	1.9452908553956292	1.835254193054921
Cre17.g720183	1.0877419386120288	0.3846664657918572	1.1570373279729445	1.4352885151804133	2.2031140156962556	2.1626691413670254	0.9240188931150868	1.6794368890347555	1.2107372576075044	2.596143497450127	2.4268961915531344	2.358544592131766	2.6592180276376602	2.1454136282315086
Cre17.g720528	1.269005748433381	0.7113724967073044	0.9713508729384502	1.0765003574380647	0.12430637310870075	0.41934631772345077	1.1897000037078698	0.4798963354117466	0.37687153710312876	0.8863351366273199	0.5892476866942824	0.3841069517704605	0.7003468893340642	0.5240656753968584
Cre17.g720550	0.5990127344774755	-0.16410949660265556	0.30284737834915043	1.2507548966570254	0.9850735892803549	0.6634534402168343	0.8118981228017716	0.7428352358248387	0.6893649288322177	1.303944867891432	0.5266148486757964	1.098145350491644	1.0471188369165783	0.7351244714760456
Cre17.g721200	1.0384527106098285	0.2556424355365156	0.7495904276553881	0.7884576235122742	1.01299101466604	0.6228172848331621	1.058381246736679	1.2688945859891758	0.8855151348714461	0.6448349969818875	1.1195344692032978	0.9861959407463465	0.9290194234403627	0.9261251937109154
Cre17.g721250	1.5688403834965379	1.8786829870190243	1.4387979648877218	1.8028812867297124	2.1435541931658553	2.243289343058288	2.5320232275373056	2.6948619250090005	2.2192961694363267	2.099294171763245	2.451100842195384	2.4869394582973854	2.298277411678284	2.3697428523890824
Cre17.g721300	3.1389755386857514	2.8093193816768016	2.9063963992802684	2.9672828598512715	2.202623688332271	2.368707717701148	2.0484830750881966	1.864175497297317	1.8141409407761493	2.0232573351087644	1.9570788830480537	2.3045635502099415	2.288399411542711	2.1063038471352566
Cre17.g721350	0.9223885936781352	0.2893986652592797	-0.31399685210835054	0.09027429609740657	1.29257945230498	1.120777293951658	1.3418386475182	1.0085867809361433	1.2040638028720896	1.1617111104137554	0.9532493566747122	0.655326861640667	0.9633329839680536	0.5908589526632999
Cre17.g721450	1.7522147629935354	1.2948716886171214	1.3727715928445998	1.377592692734536	1.3274413333982438	1.0920783251389747	0.9133204051823537	1.0150610381347396	0.8935927019396921	1.23001021831453	0.4009663895016457	1.0037908124590402	0.8782733067552384	1.064948783632226
Cre17.g721750	1.6076069268698636	0.7281690582370175	0.8449895691336587	0.8836685375540068	0.9378375139305789	0.03336764542303074	0.8383168728231406	0.5621642649359218	0.7730757269551543	0.6189409967537829	0.3170289275028063	0.5138208606247138	0.6690805807782529	0.34254237767191126
Cre17.g722200	1.7949662159514408	0.8711613475380435	1.338059308738822	1.1215090523309958	2.3710152167170278	2.263296688190825	1.6337060522152962	1.8970666683967274	1.949621949144011	1.744355933436383	1.5187677837031497	1.926751403523698	1.8215158286832034	1.7931489785853771
Cre17.g722300	3.4421716328804752	1.790506834527268	2.7995639040905624	2.5342507665662826	2.2984366331086434	2.3682718013171615	2.2753287746038415	1.9668209479995065	2.340128997666461	2.0336478355816627	2.1454142978005577	2.4899454786154505	2.2095374320311976	2.2416788007398196
Cre17.g722500	1.6087784301550807	1.0757552274330158	1.241538244036467	1.4838173413505786	0.8152773275269534	1.0396909850399527	0.8909368387261871	1.0274867046040006	0.9773809308975181	1.1595622984662057	0.988480048415259	1.1255176722289546	0.9956452413725202	0.7772259074770411
Cre17.g722750	1.704614169139454	1.0758480262572414	1.1630230351187372	1.7875877021648727	1.0844292042648775	1.1075004217696878	0.9001276441538871	1.213376294533822	1.2211101203913943	1.2586468926213277	1.0403451115032052	1.4228385450875884	1.4431647316642553	1.2002936780012161
Cre17.g722800	1.3082519870759421	0.33887199233399523	1.0242575951003006	1.0354478682374855	1.196911918423032	1.2185875493498464	1.4660578709378203	1.2093941969629864	1.2542699238276382	1.5709114604266978	1.1663590064183897	1.208221826496679	1.294222627152311	1.117075551203459
Cre17.g722950	1.267022854818436	-0.2894567339142725	0.6313121570920578	0.9466331800420263	0.8595812014708142	0.5779239075261788	0.9207799381551233	0.834889870741876	0.8636385877353709	0.9417373465537594	0.812381871039394	0.9877132114889976	0.9813136594556826	0.7655328951718854
Cre17.g723550	1.835724533879495	1.1041422864100745	1.2886284814876172	1.6871860860564618	1.0983578628447483	1.178688329075235	0.964350866623855	1.0876731368603398	1.2049981080010645	1.0313761952884986	0.9828937590167403	1.0077262293956362	1.0161298237273244	0.7071032370279178
Cre17.g723650	2.316707213234585	2.049969683840323	2.050502148648231	2.2563822747113678	1.7980107955922624	1.7078846169621655	1.9916263219851236	1.8918380287114822	1.9465318381670613	1.5728434470099175	2.013352038627325	1.9573293619343586	1.8113888733600427	1.6867603776925193
Cre17.g723750	2.7933948679448344	1.572386238933514	2.2320943200962247	2.0890309169932295	2.8357735029511915	2.9068071763124665	2.5865159065921315	2.5959833602302624	2.4179533277618175	2.3027948858859415	2.636181087300692	2.8642122860529673	2.301389310626847	2.652407206893455
Cre17.g723800	2.5681079151989445	1.779660257643208	2.32613226107473	1.9870046393657843	2.924043060643878	3.197623394721249	2.7096640727006904	2.128793514761659	2.6493510767601625	2.4957384392944615	2.4940442374358223	3.1976374725177763	2.747211455777381	2.2627449188313413
Cre17.g723900	1.3393022293014594	1.3757855607249856	1.0765646830113549	1.4079939400144954	2.0799383678012324	1.7277487035384431	2.395020471633037	2.3492016566576153	2.2417327034025685	1.7621360737486895	2.0824264141838036	2.069781248844209	1.783179746268953	2.0884485227307814
Cre17.g723950	1.6572426121206714	1.2190183427968826	0.9526487525999453	1.1942457472010803	1.5282295883125214	1.4428968239875057	1.6681217090335896	2.0199594133491328	1.4979322815214087	1.439665781385168	1.7412469919159579	1.622649408709231	1.1566189880503641	1.7929112631797746
Cre17.g724300	2.814492618121806	3.0122143773998213	3.8987413632735124	3.5487522439660686	2.8603876814073006	2.9368228838366703	1.8234932173704894	2.373750637643229	2.2433117154154125	3.209139680385845	2.951127625439793	3.0219655588715413	3.028753977887754	2.8362070210106087
Cre17.g724350	2.2212877761990275	1.6750512127501263	2.0014452430149783	2.3162492690093797	1.4801554340648524	1.6321210540263125	1.790220239804496	1.6844771210761695	1.9093980207757744	1.7856010487709066	1.8556960852923636	1.6971383620779121	1.7971238113209353	1.8133792943431415
Cre17.g724400	1.1585453794737415	0.8215243002451776	1.1709488638650722	1.6252487131898348	1.473677382938477	1.5747938905147953	2.026826496148698	2.4791285973065604	1.8433331218684157	1.667002486782239	2.176460628233408	2.247362838405332	1.7558674677246981	2.0575689666003045
Cre17.g724550	2.3345083751175832	1.926874791741978	2.0190365740872984	2.1066306268069175	2.497598018540501	2.8057189688574753	2.613350062140807	2.8997260672029803	2.5624252541790438	2.41853366616119	2.803565626035245	2.869358324471949	2.584768007490151	2.7853576761306713
Cre17.g724600	-0.7627448388275283	0.5002267891083867	0.46850077178345384	1.0340286747413652	1.282780499669621	1.1715175493480205	1.2259984881315755	1.7926424858635055	1.2121423519783672	1.204950737992081	1.3920049457542993	1.549272055829915	1.6242854407634368	1.2353465636291494
Cre17.g724850	2.108573876097229	1.4751374528895718	1.1848154911712552	1.9398882182832782	1.2489325519969434	1.4058586031310247	1.5347653028191122	1.299246616953059	1.4260664858112322	1.2672726822747258	1.0534080916029012	1.4786826941205298	1.3832294771551361	1.5399482473640114
Cre17.g725200	1.8805277605257478	1.6058516822402469	1.5434632481758699	1.7933847072542242	2.4115991616108667	2.441946746072708	2.7090975274533142	2.0618937163524653	2.5666618320734016	2.119236797146751	1.9812498327570827	1.878075670912326	2.275940658717024	1.9358491497409753
Cre17.g726050	1.4779986080308791	1.1346150204557381	1.3879962933740326	2.0153249802521223	1.2303849781395881	1.1175294039214925	1.3128143503906318	1.2654900724920637	1.3849601885803322	1.328198065002883	1.299551208057319	1.1461273937328709	1.3584115834652788	1.2947366817700243
Cre17.g726000	1.2499378184701044	0.33484829957901807	1.4568100035636982	1.6699951543401146	1.059174536910467	0.9171026036660223	1.1809691657137924	1.0418451547621796	1.1370629282128026	1.1645996814040493	0.9885276804346359	0.9181072268313897	1.1262534812370766	1.0056180172156124
Cre17.g726250	1.1957309323031986	0.25004830772531417	0.930253655389386	0.9415887905515238	0.45053848599972574	0.6578631717759723	0.4150000175695294	0.5796608580811908	0.6516769676238282	0.8760427821664297	0.7221477983128374	1.125368518766933	0.8506653925901835	0.264726260520302
Cre17.g726400	1.1884978764331122	0.40171464957550473	1.041904047283762	0.8799064802675507	0.021923360406482753	0.038498758498346414	0.31669642634267486	0.5611834243286432	0.6726989883924405	0.8129761927494807	0.22798361241699389	0.6362536643459284	0.4163884416233752	0.08741417241925872
Cre17.g726700	1.2401133897613372	1.1729655028159818	0.5166427167920612	1.1162739278138956	1.2832493139964154	1.1463478567284695	1.3835646214591062	1.0679150769770123	1.3503172450470518	1.213185990201551	1.3509847675273412	1.1456191637147874	1.2320953966525838	1.1086519934010544
Cre17.g726750	2.924327689823531	2.1840688198769853	2.116367821519569	2.592801467359199	2.4224492520658734	2.0998086607356057	2.341338259137174	1.9479436150316953	2.225946070516417	1.9392414160831253	2.20727614456702	1.8921056795966469	1.9819777348802572	2.0597597447782734
Cre17.g726983	2.075724232177	0.9747323699887724	1.276086756634895	1.3644361232048363	1.5679930140446852	0.6487919183538661	0.4974742568634992	0.5185055040788235	0.9382208548512984	0.843224333480016	0.6418395808286773	0.9525156536041146	0.5891791892385406	0.7611668739591639
Cre17.g727100	1.9087834250183482	1.6912234240404513	1.6356979520450372	1.9649392859344061	1.0365344356604709	0.9182110940019189	1.1182503007693467	1.2626765204624182	1.2385071899912665	1.3989155243825326	0.9068675854507626	1.3361468223383064	1.5011323337280447	1.364687984844725
Cre17.g727300	0.5461402291962325	1.154036662756009	0.09402247828536318	1.5863892688969037	1.5141728472884803	1.5882149015659182	0.8502713803387785	1.1597969582588237	2.0868672440961564	0.9929120272380028	1.335287252715939	1.2180137871581678	1.5131258516171506	1.4478614789981166
Cre17.g727400	2.0213562156228755	1.6576342545354774	1.5430928538912005	1.7218216165200237	1.4253288684105507	1.3048833900376167	1.512154236831201	1.476048395435787	1.2909736898594395	1.264032675098336	1.1205091595716337	1.4192309766457996	1.557184970630223	1.3730944074174496
Cre17.g727700	2.168221903520618	1.5733850596183507	1.2019784595202103	1.3692070966122518	2.1005669783317806	1.8231308320587238	1.934641197170605	1.978726614981872	1.850548209323806	1.817645356584624	1.5768750013320196	1.734210957378184	1.7832963378506816	1.9874667180426944
Cre10.g451150	1.1012570015137606	1.0438198767238591	0.9497327791235965	0.6286634185764939	1.089047399754345	0.8285165052509899	1.4899416809478039	1.3145902174362758	1.165091720533335	0.9944011016232135	1.3097830417404657	1.0337541551641538	0.9391672568037234	1.1603992854780658
Cre10.g450400	2.486419404725385	1.7689356995354515	2.080593518710219	2.419111327266177	1.9752916253005404	2.1359934427819076	1.9805515399263807	1.8557341605122768	1.8821753914789805	2.030206861593581	1.8705728199822684	1.9726262805033317	2.1278245375700986	1.970323217712668
Cre10.g449700	1.3739850630534	1.0277119723240555	0.574009908387177	0.5519408585141659	1.118772548719853	0.8324362643833723	1.6279057298431376	1.6976757976524075	1.588408227621651	1.0669194986528168	1.3397998717478579	1.324290072970836	0.9271363852138034	1.2561710209812793
Cre10.g449800	0.936887814040501	1.3720234179783557	0.8796593902388062	0.5266330930762668	0.7212366781585908	0.32148841690772056	0.25583978460814827	0.2933194058164412	0.47262541667386604	0.7236207284340761	0.5114907814082619	0.7318737292347404	0.45435332252705923	0.6339606575248514
Cre10.g449350	1.5460153870785047	1.588594043780217	1.1770255966275252	1.3607050467069044	0.8770712644965128	0.8599654214275544	0.19414011681543472	0.527178318855319	0.3087921126013721	0.6988876640163574	0.5237707385789759	0.7405256715377948	0.5486206510341183	0.5179286273575086
Cre10.g449250	1.720049343038201	1.5017230106121886	1.3201639467891926	1.6566538380505804	1.7925370642919227	1.6381041839211332	2.402583951136349	2.4064573975676984	2.2571892599057315	1.7259281944140354	2.117091504524298	2.009937289364647	1.7516456965594087	1.89902759735615
Cre10.g449150	0.6841270405820493	0.7031667163484336	0.46940256019050264	0.6309644459334146	0.19844039166232721	0.027579986976129595	0.4686124637239052	0.3947769219129502	0.5633319113893425	0.369555474400697	0.08588324239500864	0.2652714825035222	0.23387255555321398	0.2399367975952866
Cre10.g449050	1.4461430274946094	1.0553459395677995	1.2218985123643618	1.3114532988853522	1.0180167209077267	0.8163161516418735	1.0577777760075382	0.9523901797082723	0.9090152901043793	1.0909288289453596	0.9692239408715971	0.8530172643405651	0.9884816087866432	1.2986906874068895
Cre10.g448850	1.1739486939552433	0.8760579801295135	0.699336570443881	1.1275831919468382	1.2634396356054716	1.2055249523951643	1.6096767035989694	1.6606135736921523	1.5126068324773967	1.1252027053363967	1.570090581702104	1.5223015372329451	1.152497922473749	1.3660863458091632
Cre10.g448700	1.4747353525338927	1.1003503542451873	1.177042411892029	1.2566608462543087	1.1329708257107651	0.8976645386337814	1.3453884371549452	1.0379904784090432	1.0603674814876687	1.0936122940169228	1.062240895090101	1.0324794773825663	1.0234915848869892	0.9928148777034015
Cre10.g448000	1.366651429007181	1.1310596768186985	1.0379895688529048	1.0713311318535825	1.7847278266764144	1.8934043688716353	1.77694698817482	1.6215339945628071	1.639555375847273	1.7762520043320582	1.827042742174903	1.772549571718148	1.8906923622072314	1.841632986218454
Cre10.g447300	1.4377704054727898	0.7686915891363012	1.2142598586163813	1.8602408492109679	1.0276383191883542	0.9768001328983554	1.3631774655680775	1.257810590601698	1.5099460838385936	1.1609453036407178	1.0961603895866245	1.109405574382883	1.1094389496701875	1.140995776623994
Cre10.g447100	2.0484802124090873	1.2908764088278297	1.6496603524601756	2.1909418762794837	1.5707111214798077	2.020589554492097	1.7410799246644493	1.6283842481924404	1.5774832649009596	1.782836026198756	1.8511113861776176	1.8537718896180326	1.8454227036809194	1.7251850962203803
Cre10.g447000	2.1474846395535296	1.5979095555640113	1.7212036861283	1.7466451018304199	1.9994463590592921	2.0778544687354197	2.2543720759679973	1.9177617173534751	2.3049278340826387	1.9632037005116239	2.1431019997747676	2.032182691096677	2.1723616690876004	1.8251365231493388
Cre10.g446900	1.7129118914581407	1.1904796932036406	1.3973191167491303	1.562185599549511	0.8596169116069388	0.8288947786295704	1.174522388922807	0.8279896554069781	1.1275219740330744	1.0282911011686957	0.9852902988868788	0.9359711734574617	0.9385694353776992	0.9524331374503969
Cre10.g446700	1.9241043122537798	0.8635392591998757	1.3826784411422495	1.5801099968733592	1.1485559674956376	1.21181157750404	1.3546818549934985	1.1260266562797892	1.4738902370615055	1.3696575838172271	1.2595789293918416	1.1553384346023803	1.3676674283718935	1.1435755550578444
Cre10.g446500	1.6619750891096656	0.9312135841538236	1.0545693348330303	1.2207148446701657	0.7269636616196155	0.363692498226172	0.5733391667549672	0.3292549882276447	0.6221830877834962	0.4809230998278254	0.20336222101868362	0.527283107844687	0.6466953616014656	0.645303879754387
Cre10.g446350	1.8506263142533323	0.9190819860455823	1.756758948811921	1.7815466803803293	1.314114254985666	1.635191561984993	1.2021441292138124	1.162790159971719	1.4252545032359103	1.6913745883890332	1.2207168390996466	0.9525869458223747	1.401603806336747	1.0109883996022808
Cre10.g446150	1.9154230859484451	0.8520449388846764	1.1904973121129245	1.4095319744298815	1.3289634570975213	0.9771634209024221	1.0576816649495755	0.6165883793188649	1.2570488281636234	0.9574060527353927	0.7534356609828696	0.33886652533413325	0.9392419679643066	1.0835277335439133
Cre10.g446100	2.3348497770693992	1.5463595850165128	1.679897137898878	2.1995014242147612	1.8231546564982035	1.729669182133582	1.8460347672825228	1.5469823347504723	1.8538275000911464	1.7925091369670436	1.785191176938396	1.5820841689035852	1.9792201744960647	1.9804315269314572
Cre10.g446050	0.8447062204996406	1.440808404044364	1.456907073861331	1.5883174434147873	1.679320190656766	1.5157218481316692	1.5431282570154252	1.2838771207008282	1.6529958129861426	1.5830168762751282	1.5047510738493894	1.3659117985127924	1.7859948562896364	1.874280545973994
Cre10.g445050	2.2714307557717315	0.8956142925994037	1.6207647057050787	2.1224129653759145	1.7023876884598574	1.1527329850720998	1.442450468188664	1.2694892207763457	1.3610529725869909	1.7931672719964287	0.9934388957838022	1.048510929929368	1.8546327802327165	1.0163023897943364
Cre10.g444800	2.100381966021929	1.188168583324615	1.8133542069082689	1.8952341861029889	1.2874922119595122	1.4171474491148601	1.59273808548733	1.395207855858917	1.4288336444449599	1.3033336626668652	1.3678890046249648	1.2127705066224408	1.2836995567621636	1.4433960253506604
Cre10.g444500	1.9038910276452032	1.5441122689131885	1.6879976692609675	1.9479968766492715	1.2263548086680602	1.4506689329376186	1.3194383249225456	1.1526189113128165	1.1177764089656337	1.6068948664765996	1.1045607226569278	1.3799249346078362	1.6121629822536712	1.3283481364541638
Cre10.g444400	1.30683639580437	0.7825273228762322	1.0605689332421824	1.297207093677166	1.3813068323195132	1.3272832890685855	1.7826417740531206	1.9196437809342075	1.632667318118936	1.576503440369887	1.7414093674681619	1.752398577276121	1.59927340716778	1.717448672149354
Cre10.g442700	1.842187104021813	0.9613823424614215	1.5717287670561821	1.8808658143915133	1.1258246898414588	1.149433741758715	1.2362781237423663	1.5495467832447543	1.144888952353811	1.027707480607452	1.223189875861062	1.2820410887630092	1.1621317552053465	1.1967382794081496
