theta,sigma2,alpha,beta
0.0783699235984823,42.4823655691188,60.8345131215835,0.710400545471349
1.56050731040654,19.7184631654828,243.486427827236,0.619260371323937
0.000126753847723969,7.17820297912829e-06,2767.05614763314,165996723.195295
1.30659446678903,4.79492726232771e-06,6016.17189655976,335185435.067288
2.51593918768839,7.90930217012376,212.190848604984,1.14057117459699
1.06837561173516,6.52867288656983e-06,2729.42158633955,85471331.280505
1.04041882625161,0.000101704438753014,174702.467688163,102529761.091589
0.494583872511678,40.169537423559,60.0833152427131,0.325473328185259
1.1781083433034,1.55076409329435e-06,645.943480904908,38233612.6601364
1.43795492478501,9.91707822902432e-08,7309.91924646999,7984744963.01776
1.45376750428038,12.340919237325,262.266544964002,1.10402271223466
1.56205986982564,0.000174366140122545,229658.702821474,432723856.61321
1.47028802111417,53.7605813345967,206.821888368798,0.379315537726418
1.39869751947312,2.65615546031094,1376155618.31853,81700688.4830724
1.64140659804839,65.0320684660118,714.496547125048,0.584363026944116
1.83250977032759,0.00319569470433908,48058748.7337583,433953854.599427
0.771240145935328,1.12132827665426e-06,2799.88209674973,534652896.600067
1.48165263913383,0.00362399003348818,356598.381789314,20794156.6856323
0.975033344081183,19.4816610190992,31.7492799520409,0.431571645653901
0.783595318346535,0.000133146066297978,68071.9064174922,117573414.857086
1.60070442904315,5.25836905918014e-06,2142.11820192157,168857470.261087
0.854589991100794,1.95989970040222e-05,102113.082902801,686924408.471999
1.14376837800147,1.31907095711219e-07,2538.40595657147,1768484152.24111
1.20555884411134,7.39557259648255,62.3355056177984,0.313546695094635
1.30074928893344,5.8955153596234e-06,127.054392443157,1871635.03183326
1.52973589193838,3.63801148562341e-07,2990.64747520992,594554904.458069
1.00281577390591,0.000121459036093435,37135.6033318813,33992120.7403699
1.64977188639563,34.7614270363063,82.882504010653,0.391292949992767
1.22028103774139,0.808503899883779,1553917562.88467,214852199.934415
1.55311606581673,0.266757936849354,362721654.284625,227980292.118733
0.906418881644911,125.738372363986,78.4441525066407,0.0811876292055066
0.887173645180711,9.27450910542953e-06,3209.67349335726,99975300.4436245
1.79846576942151,1.00644518524069e-07,2111.4086054543,2562006782.66341
0.893805510110987,3.31988204797783,41.3667235494162,2.96242070568266
1.86529604749444,7.4310308842338e-05,1859.56876719971,15675205.6062436
1.46591754982506,8.58929686639513e-08,7803.01126940024,1e+10
1.68357452045287,9.80837372445103e-05,145141.829610722,189525083.168053
1.26829517444232,4.75677994896634e-07,824.824639589965,139213722.631445
1.4074075110249,29.0296809861632,234.099503086831,0.932669563469301
2.67932167590434,298.508536135301,4040.93494221446,0.91082141241354
0.525708506360816,91.572676146631,122.667640642155,0.272331302136017
1.18567327459915,11.812820612477,261.617392207517,0.965421772563913
1.98761483430528,18.8958292232955,196.211542365683,1.30982062888354
1.34223369565827,1532.90670419773,1076.05458749406,0.249107373246406
1.24728117183958,1.30383748638333e-05,8738.62972690864,83272268.3146954
1.39473476545914,3.72545091649782e-06,808.243559241187,21178971.5613731
1.80800901361792,0.000246961051164575,17773.4772871945,32326797.9580271
1.46630206361877,4.12190648353943e-06,2014.61792461939,117782481.890871
0.514864584415797,55.7210279066012,169.455703065266,0.746817547969276
1.86476679710323,74.4933589203046,345.619285556598,0.267088603843447
1.76544147459767,2.65408294263875e-05,3364.67280985512,8737299.9115915
0.26592911796421,0.0220899957092552,9688377.42987899,249760305.337561
0.897038089624034,25.7222772616829,184.670241901511,1.33735686827886
1.44637144485682,30.2161304276756,112.662696034472,1.12064590125486
2.16753867744044,11.2450855651315,219.822293255685,2.08636511170748
1.34588366224519,935.693135886029,24151.6957556257,2.53619456049109
2.13266268234979,0.000169941509547575,107.727801083392,172630.01445834
1.40971347628029,34.0483510738122,220.376382318591,0.357509359723259
1.07563284989994,0.000143604326557031,183951.447427269,98065245.7750596
1.50195250154979,56.149543206427,587.890182632969,0.985397170817888
1.68819712880611,23.2788039600277,230.272653574402,0.734026087959216
1.36248588442902,9.64188888626073e-07,23422.2535642164,3076303558.55466
1.20693264343672,3.46971702447015e-05,15403.1306589461,60207282.7892312
1.23208936483585,36.8616414944031,247.144852466609,0.387221143810996
1.15663086073604,0.000633564715426098,8140.41497600608,2951654.44930652
1.4358245165777,27.2948356561955,96.6424215791257,0.164743912913728
1.49834745064748,1.40557362740968e-05,2757.69930629005,8330464.67448854
1.60444951491363,5.25230110284693,29.2691763773538,0.357925292241217
1.32799122051152,229.95521769897,1106.81736990812,0.571862069019245
1.10826869149789,8.65420308187425e-06,2591.49749375353,306891752.299633
0.944696701665824,193.102008340858,209.558538376071,0.460875522539241
1.88162686809283,1.14695918364759e-07,3665.95565368744,3874855275.82226
1.13175757093626,41.1885314539526,645.038268858106,0.587702849265781
0.863029655092062,0.0110867591398247,2284620.42225498,15688046.3825337
0.570974463983432,44.1885348110171,208.241261328785,0.541120109270704
0.903788035997184,0.124804956179259,181817415.592169,223070850.03723
1.39289918577002,1.17857802051993e-07,9005.93749285006,9680655743.29929
0.884204288934726,6.73986532152378,89.0802470661656,1.13382853712449
1.62362732891632,66.7545290421735,1344.73924483142,0.810658058769651
1.5709499755056,847.548842454521,6008.25062170277,0.324336338800078
1.75408169043687,5.9053255985153e-06,1029.50763995838,96276036.2187739
1.51411725806694,83.0786234120339,614.024445608998,0.632332206941416
1.59530752962824,212.994233611675,1731.46557584514,0.578483797215147
0.544310498509052,3.15402205179796e-05,144987.383167474,593101424.09851
1.65456307791238,15.6069243969306,235.695222418964,1.0984573644485
1.20236161424619,1.42571048082894e-05,13763.9119140654,74005765.7477507
1.68579635578387,82.9614590733247,143.793116255172,0.545087252556405
1.58734645105203,121.983447552421,337.633767686032,0.24183225721171
1.0724211258049,0.000329797946132438,37027.1846685796,6503291.52590866
1.44126637925595,103.997025934227,981.395096169142,0.666774537957805
0.989546705362129,3.26991520843373e-07,1765.52756506764,763019839.94585
0.938571344078842,0.582558051261732,6276719651.4233,1550374586.38787
1.03183721988297,44.8802661685661,305.985563397846,0.5388064836654
2.17408708497722,1.19880220718018e-05,10207.5347039195,52006935.6857589
1.73153635221658,49.9429396794707,457.677180321569,1.01220351474621
2.20581419817586,14.8044555169022,139.126260684379,0.604340145314323
2.11264307394396,1.3537623721942,39.3516384787073,1.36623822116229
1.58001888733775,25.9904792565505,223.58038285468,0.428145460388423
2.12159601212093,12.8802740132375,163.688656330001,0.333783047354669
1.21020924234042,32.0879379516152,228.365959064086,0.414097812767173
1.54981082435584,4.19837127009199e-05,662795.795450779,2002398389.39511
1.07787838536575,0.000416768393800539,650823.134560572,139543130.46667
2.06672363554295,8921.28273413356,265124.390270852,0.50750625638953
2.09632102318915,7.31337052969695,52.2397101498544,0.828173631776462
1.34363620483308,0.000270879637310865,694186.127989044,473035485.303173
1.9050417877512,31.0097231737413,237.458924766592,0.314352676500226
1.17870067573161,21.4550885909204,234.607296314007,0.312779105704557
1.60441703263498,6.86941636743724e-05,656049.872258752,400773382.950611
1.46133538675229,12.4552897790963,241.899490489427,0.595565010775064
1.79139589476278,9.2327395267085e-05,662466.290963531,428285856.839301
0.983142784186976,6.77720183735233e-05,2614.35782017038,6061274.27268249
1.28590704425968,3.47789348511032e-05,34038.2233579295,243473167.323204
0.896002098802598,5.83977829874895,25.5815079462642,1.1320169334875
0.535165683120989,1.45706883300101e-05,1077.51932755839,16861383.6949687
1.22004073648635,101.657021235143,241.538336999027,0.257879864341083
1.10473901678991,0.00144354383682963,155800.781150702,10836132.8852695
1.72541070117928,7.22588131709837e-07,1295.15940381158,229955255.475451
1.91772051386183,0.0025995831986243,837715.852625799,17630992.9928987
1.37256933153074,39.1261961288978,677.251281799836,0.855258540555797
1.08337413395878,59.2326096157479,257.642748017474,0.364112813978333
1.40935756229387,9.08587416417126e-07,302.965672757577,20723938.7070805
1.41076188171091,18.6020963019236,232.269834539463,1.21577197799069
1.21850976120515,61.2768846570208,508.102971670622,0.47981030712293
1.12398236406417,20.2287989997767,238.668054383205,0.678345158942441
1.80183617603933,51.4288177027004,127.3526817438,0.16271190861891
1.27065109585189,0.00161417608212177,270205.575926799,10397571.1674047
1.72370323232094,16.1854784665702,118.130735420737,0.326848362600882
1.43307017266356,1.86730669915488e-06,913.994095519172,102693991.924298
2.43422996924316,22.2280744767742,348.889987276108,1.00918758727207
1.48759334277692,1.2372394157823e-07,1645.93573978474,845286770.635534
1.03322072659087,70.213720771853,196.452488595874,0.361956769269243
1.03678942104381,17.0724175520561,105.321891719691,0.42868456235591
1.58853750688956,2.20984474415473e-05,1921.8117802099,6065473.13718992
1.6108429991577,4.97752990665016,51.4588991919215,0.553278835020205
1.95836609712908,531.936288600636,1787441301112.6,297223601.000145
