theta,sigma2,alpha,beta
0.183289581648357,79.7560100879415,107.639329554952,0.678005764864671
1.50330084096362,11.5035475568719,141.196159814181,0.608581122097411
-0.0203750268919637,2.0937516485355e-06,3128.89485992464,632147877.432266
1.29149762639735,0.000303065022902227,205688.915075589,179364016.149819
2.46764307884573,599.472204678919,21621.3007139927,1.56194399426474
1.0524401181349,9.8629141228933e-07,3455.99357947357,693088700.633628
1.02407859500677,1.48249865874895e-06,4071.03501296034,128926710.448689
0.533364243711681,116.122960409273,145.848060868039,0.276151560539966
1.16983733492107,3.65933096043003e-07,2259.11130175585,563983910.564782
1.43744818103825,4.26238110433161e-07,4150.11987412818,1093652501.4631
1.28662098189091,29.3010455195811,81683471241.4018,177942186.948535
1.55254557462373,0.00517770220310716,1023860.40865635,66368117.0167144
1.37744703188305,76.5019692250115,318.010445169142,0.412534082838889
1.21662504279859,17.3887673578732,183.637706736691,1.41053873459408
1.4443353991834,0.149565392294587,433456106.254785,181291964.867902
1.83713514927387,0.00187870872424636,9097.14715898928,139107.9680588
0.756339720830853,1.35331767290972e-05,335.521041563412,5197079.96122306
1.46064412181963,3.44180129096589e-06,17880.8414639147,1010102926.15622
0.911365647665581,53.9304945519862,68.0541518022956,0.333151741789192
0.761041814004437,1.24960525205791e-06,5358.59622745647,900484865.604009
1.61557802132458,2.33087306117803e-05,362.139597274222,6487003.1128989
0.840416708998978,2.28734465088067e-07,13458.9041464381,7383167976.2851
1.13653273835745,4.34142823322965e-07,4661.61048685399,991814352.76238
1.12387116957419,17.0949915680278,195.588018821496,0.427985791890044
1.29583127589957,4.24672153535142e-07,4895.65270647203,1022653097.26782
1.52439865127505,9.43555108243359e-07,1347.02897466154,104799712.1717
0.995531454406815,1.43232396455117e-05,153052.329330793,1200265331.54959
1.53010250108627,65.9490040697103,171.635644654029,0.430504336064944
1.0352606427382,10.0788547959493,180.724964968643,1.49625301876893
1.37792048595833,837.598425562155,12722.4105050519,2.25643980314014
0.70922122159231,268.241959427299,163.894534535249,0.0794730982894876
0.866598705935652,8.55179585202618e-06,454.089463605586,14648327.7419474
1.79074758567646,2.18487589704554e-07,13733.270177935,7750588413.78642
0.70714005741524,1.94764354112186e-06,3333.6421584156,359614898.495967
1.8629477680914,5.76438090205592e-05,4844.4195423223,54564726.7016473
1.46237657120017,1.92089061597701e-07,6686.68240963176,3949289037.91632
1.66522681250663,1.81344135543498e-06,72339.6721471203,4546278212.22903
1.25576103812145,1.01475257888151e-06,2611.71153859928,191647165.458207
1.16840966834137,0.964926687060801,298963475.353245,43255306.6443512
2.69105823748803,139.713385718662,1621.60720748187,0.795386288017418
0.428789911238103,170.892471148948,191.421699486905,0.227286352471294
1.24038824657698,4.12637968854257,133.340806695435,1.43666190469745
1.9262496657944,21.7731710769645,180.691851419681,1.03886982805271
1.30757869613943,2134.97747666955,1155.63926171508,0.191949723249268
1.2297156918249,0.000175388678290453,4388.00495697325,2791091.96200397
1.39126811393505,6.21036357737534e-06,1880.19431805214,30445501.5004964
1.77866096400156,3.02834935923769e-06,3910.91734475314,539227692.972737
1.44921475413874,1.04587178717766e-06,2683.30672671927,599321291.06946
0.427752814667429,61.0638366001679,154.182395368218,0.619242129015513
1.81697187111965,35.5851157265413,135.944236062648,0.219402246226729
1.75080413798451,6.85843137508378e-06,205.876449138393,1785341.98001224
0.267947341686173,13.1149790939362,2604716685.14202,117248997.494533
0.810231848988094,17.2878474559642,157.595172896614,1.73426368395898
1.37196104324641,39.2390724656108,149.425392493912,1.16890676134878
2.01943123174981,0.000114631585328764,6099131.50757356,6244147576.07479
1.19693627165286,0.0007347315281794,3197491.08959002,479338668.757194
2.14646689492365,2.0127200280536e-05,302.944547167699,4089321.33507416
1.3052668166309,17.4544976610376,187.650031817368,0.599985134186656
1.07682622414956,0.000329656504707978,364916.402990318,87804727.5114211
1.47691674021953,36.0674605716242,300.743787194445,0.794507699081155
1.65402703335676,16.9363472742712,123.680114298904,0.537951584676422
1.36160113311583,0.000278667647576793,3545.88719674539,1670337.51383029
1.19397238656361,7.01841244799068e-07,9414.9186904933,1760540688.95291
1.14810668172639,23.9318446129029,178.38748268133,0.423373687094863
1.14015615382596,6.32012752632042e-06,17698.6948116089,624580809.057388
1.31510240528142,41.917032489408,190.385658019708,0.211612210172163
1.49426993980204,3.67138221844379e-06,4269.98980864065,50129416.0262768
1.49557001447877,83.0512684223446,688.97141935567,0.53464803597775
1.27750263090805,44.6549316251188,187.235019329239,0.500901664901414
1.08515517398567,7.17046432540787e-06,1507.20958796342,217100390.944732
0.713505316587941,113.587501291053,163.465717940258,0.615497300709932
1.87775819420181,2.34829206948508e-06,884.60640321298,47044638.39399
1.08570089918522,11.7140868801017,200.000174030534,0.647712241549499
0.854967488010648,0.0810967117294222,456867387.404399,424287129.971231
0.452842082251415,21.2200832621295,188.777062318128,0.986555721048073
0.99236419059929,36.9855121818015,166.794027883073,0.536981936413966
1.37877160828375,3.43243153008988e-07,11218.7161896625,3928769643.79771
0.825322662643589,60.5849120054633,953.409613362569,1.37478454689093
1.5446835687983,88.6946169840186,3532.30297015085,1.61037656845316
1.49901475967045,5.5399191957101,39.8189609548585,0.326626945079624
1.75679963248717,1.8874744917899e-05,553.1122161666,16771036.9928286
1.42803822501055,22.0142751034015,207.472525123056,0.814577175382546
1.51048802839499,18.5404379497111,178.934228811397,0.667348203066733
0.531565428312168,5.11756630826388e-07,14414.1214781606,3512311892.68464
1.4833415430388,1.52277151533785e-05,4873.52915362482,23083981.7511218
1.2020066585184,2.40223703502663e-05,176208.733734843,583073933.504014
1.6244556699968,125.913614288369,177.828738426598,0.445638071264042
1.57419980594064,86.1924657333181,182.342878461402,0.184440952166663
1.06714686306274,0.000233378356198855,765094.359568084,191833273.448818
1.36216116570019,14.7124476089695,156.010523130038,0.727072511370483
0.980351981112401,4.67403506855514e-07,6053.77633428058,1836896487.40362
0.916504605633151,1.04015390090636e-05,33600.2359416556,393923625.455905
0.996062068052234,125.011183188438,653.9447714953,0.412224492061993
2.17148927708752,6.36567718068235e-05,12035.1005756568,11903688.3982682
1.68953211458668,70.1024082878737,507.474247461407,0.803539698765143
2.16517731061824,22.3893636204123,200.897199354232,0.585262053019819
1.96521500425066,0.00116224253898567,662301.024734219,29353728.1765367
1.49361403982155,8.6370682754258,178.354861416108,1.01477199352782
2.04193802441757,7.10567835445142,161.711252189278,0.602162318428354
1.08136443389716,8.9044567467435,176.740516015788,1.17106918501333
1.54386127240788,1.86503090070488e-05,879697.917126914,6110850577.35055
1.07104287864863,0.0131566791979432,1794836.92063348,12284398.9018793
2.03030712132548,4.85692287112315,140.761595172456,0.488604028864252
2.0261526274145,25.9768117852312,206.839429262044,0.937423614473088
1.33361403229128,0.0364448153124192,2979522.82880772,15189772.5124586
1.84487563219953,10.9915363327323,78.7742685393073,0.292618426091428
1.07228428682389,5.04861412874527e-05,459211.953497742,292151054.711481
1.59376687154677,0.00151879698497926,9221307.08941065,225692843.853754
1.30698661085658,5.6632517273833e-05,158999.436091816,90633186.2305637
1.78881519165556,0.0549799819482793,2708600.53893282,3031252.69897944
0.957561655113228,4.94854697295788e-06,591.278564766946,15093547.4565777
1.27655184598172,0.00467608346232056,817529.863670121,44246606.7410665
1.00945276259012,21.8693558948602,132.858257461602,1.60809942305585
0.522638988950278,6.99904253127374e-05,258422.282900736,840553675.721684
1.08463108160474,68.129234385855,192.183900893846,0.3075738882428
1.08738486049672,12.4400856998261,4625406827.48269,32443002.8296073
1.72433137854746,3.68979229401197e-07,3701.14667034953,1333929176.67336
1.91501817623948,32.1717123244487,3125576994.4795,5472708.19811736
1.29176256204217,151.154562693658,4955.07969181724,1.63734411767194
0.754698871489258,0.00276646738685235,12736219.777677,420694196.325465
1.39732344039353,3.27911360833873e-06,1197.82668589545,20578733.6991858
1.20958910019769,2.09010533487373e-05,609668.811089977,2967099387.79297
1.12127090152181,5.71264062770939e-07,2361.58955847466,215609296.93509
0.992673212841888,1.21067070039381,7717195666.82354,450273627.278896
1.74860082381258,85.0762305207443,172.441472191362,0.133007212086483
1.25824682352799,0.02099096609944,4791504.00401573,12736406.6283942
1.61581766056253,16.4436070297637,199.055230188108,0.541171551248794
1.42183676702164,6.9123146652157e-07,4266.09465904881,1299198922.45982
2.43962318660533,13.9600692768471,160.235563644514,0.74138167362646
1.4762929399172,2.65424425600965e-07,5380.76203858061,1190799594.19177
0.860055404700667,3.55784604215351e-05,17734.7290177182,71386472.0437012
1.00568822174155,38.0619858337266,201.325881774609,0.371051726082157
1.59334998648554,5.93331316789481e-06,6512.98049606857,77971846.4551362
1.38642568419067,5.69325408651929e-05,337658.008561714,325440289.980666
1.83315100525728,12.7921371383721,168.750285666338,0.886242204922808
1.96103030181158,1.16251669885911e-06,7382.64422984305,188496065.435815
1.98522167106183,12.9122665611816,183.372700459452,0.519862361565163
1.25388701124679,4.84391351689988e-06,13765.4049450408,155432245.966537
