CC2344_Vm	CC2931_Vm	average_Vm	ED	Vg	k0	k4	k0/k4	Vg/Vm
0.001653179634374203	0.0007637766747121828	0.001208478154543193	0.14335469369084133	0.255403543278775	0.0539801247188169	0.2586303647187972	0.2087153408205113	211.34311970688296
0.0018197086384684747	0.000866586011707296	0.0013431473250878853	0.11988700348781173	0.257879235330622	0.0473663574684494	0.3134991331915657	0.1510892773011461	191.99623936543847
0.0020247019541954677	0.0008679920480230071	0.0014463470011092374	0.16008931584405223	0.242017284274212	0.0670088252518874	0.196318790581492	0.3413265997279665	167.33002805592523
0.0019478030475884455	0.0013396483692993892	0.0016437257084439172	0.028313863401865338	0.104224851244647	0.0550178188976612	0.3377757410466574	0.16288268283322785	63.40769065619508
0.0019893965878750985	0.0012449443415430174	0.001617170464709058	0.08414211378762644	0.120697853845289	0.0272580292085075	0.2138260693937169	0.12747757691938594	74.63520790122983
0.0014893334168461232	0.002348281402965083	0.0019188074099056032	0.1013084060725018	0.849903021659748	0.1028482802520694	0.2988059368486242	0.3441975796624569	442.9329474507081
0.0021160101775163395	0.0011047035656967202	0.0016103568716065299	0.09830198032679062	0.235926696916181	0.0276725252506034	0.2257556452866976	0.12257733451343275	146.5058466703812
0.0017191017488418507	0.0018397104959143927	0.0017794061223781218	0.21958001389931328	0.297842108860531	0.0548934985457693	0.2474375925168505	0.22184785257329503	167.38287292305935
0.0007194892008821639	0.000657377778528226	0.000688433489705195	0.08293434477866422	0.188531985877334	0.1597966489290074	0.4324949890780215	0.3694763013778648	273.8564998603834
0.001008927962957096	0.0010962038876675309	0.0010525659253123134	0.0251932675018076	0.156567280710677	0.0182086772811948	0.1254287359369695	0.14517149634948912	148.74819424182
0.0020313752482835476	0.0018783504475445264	0.001954862847914037	0.016398045581053053	0.129369733222079	0.0447894260262167	0.2079547924027839	0.21538059069812093	66.17841929940238
0.0016782054290202793	0.002108981939304558	0.0018935936841624186	0.12052473316098636	0.103368460728678	0.1050817437153385	0.3012632889511938	0.3488036796025362	54.58851156572183
0.0013740454934437008	0.0022348183251364078	0.0018044319092900543	0.01017397025825339	0.230099843452054	0.1390959575989667	0.530620971726065	0.26213807031881786	127.5192720032233
0.001129683287511664	0.000902414354166596	0.00101604882083913	0.13481417969651618	0.117820162195437	0.022750559511391	0.4149194923774888	0.05483126227941302	115.9591545002062
