	CSCH_1	JG05_1	CMAL_1	CINC_1	CREN_1	CREN_2	CREN_3	CREN_4	CREN_5	CREN_6	CREN_7	CREN_8	CREN_9	CREN_10	CREN_11	CREN_12	CREN_13	CREN_14	CREN_15	CREN_16	CREN_17	CREN_18	CREN_19	CREN_20	CREN_21	CREN_22	CREN_23	CREN_24
Cre16.g657800	0.913947536077964	-0.8204029043728991	0.4731944174962282	0.92793707881049	0.735938003837113	0.6298851786969732	0.5515776344909772	0.8149704189472523	0.8225151182081982	0.5739844581014705	0.9447303180277924	0.9929245636450036	1.3514260106470788	1.2142062880616646	0.5170692673216659	1.4899361568871727	1.4601067277669757	1.0118459811008562	0.940083752413748	1.0664441672991265	1.2156092916458607	1.2129364766168125	1.6402077031569124	1.371120188289809	1.1546293247954211	0.70175694771221	1.0421432454801562	0.764828085892179
Cre16.g657850	0.9652682597649512	0.8866993439322759	1.2654451991777709	1.3045438776683933	1.0093042899713458	1.3652774049120204	1.0358009694632715	1.43411223148806	1.4325268795719956	1.261058475255314	1.428661641876856	1.3472133996648898	1.379369842964368	1.5526723971345875	1.1786042226818405	1.3578211783580392	1.456905442709285	1.3485897755015177	1.317309021926024	1.2180962350885958	1.6043710229961112	1.3862322840504453	1.627775537504946	1.4542222543051142	1.3727335747406588	1.289726596665319	1.377943125391032	1.2938864517674409
Cre16.g801897	2.2266769212005757	1.649991346372659	1.6186676952186945	1.8526385315333271	1.9162630927192696	2.1132505420589665	2.118244298177448	2.155785607698252	2.5825863181755446	2.3910068858532103	2.5346179912929983	2.4251426894045163	2.071680324335881	2.4241621613001034	1.7666313406417251	2.5339349096323915	2.5169200861074392	2.307913999636252	2.4536030365850983	1.900027942871385	2.587153059618355	2.25397234401911	2.6856886199747634	1.940433085536908	2.112484888283999	2.007292022600432	2.2344951392073265	2.2710907579181026
Cre16.g658400	1.4555866108095272	-0.5216683927719505	1.609664043101883	2.099011723065863	2.503614195203688	2.071453007122853	1.8111208413006692	2.385473177003655	2.0170768986940755	2.4500442665001647	1.8367504452233585	2.1569827248365163	1.2490776554565648	1.4277849620141287	1.9685484700637692	2.022505439942872	1.4452740194373486	1.1341871372904315	2.28902223535428	2.8296888490373013	1.3332769295777964	2.1000321587669637	1.5567446419865223	1.7560476750896372	1.9983759528208185	2.152485887279983	1.8453961068703748	1.9732463209712952
Cre16.g659200	0.8499127072360497	-0.0804879013497535	0.3570734074082036	-0.0028157277078083	0.7682685246789598	1.0400609503427325	0.7622400685914653	1.0758091973645298	1.4266169111450058	1.1832383397409243	0.8142462587561871	0.9938469438717196	0.4279907052171022	0.8430154969932704	0.3061761921494484	1.4395706224319111	1.4674210260841816	1.4235233258477766	1.5020143012331657	1.0523764540881952	1.2110220274333303	1.4322043860909044	1.6538687873277291	0.9702323596593496	0.798534837214685	1.416576473125584	0.7689737482291933	0.8362310971803254
Cre16.g659350	2.05904476692046	1.142520709648978	1.853033281987083	2.2126070585140503	2.3497553071019563	2.017697282011278	1.7691753600160829	2.173586621798476	2.316578742817415	2.1908973649631704	2.0875557666194973	2.291827507874466	1.919141976387888	2.034163404477982	2.097059208945789	1.967323302847768	2.1031772393525867	1.8845373572216912	1.7131710355882768	1.963718356324846	2.1150786183884964	1.9239624989003	2.051436121866743	1.8655805670775676	1.7870854358771475	1.955151293551727	1.8781173985325117	1.9730974314825405
Cre16.g659850	1.2565586575440049	1.180334939643976	0.7144261252512252	1.2425928020473087	0.5833079390598407	0.6031891380901215	0.3573192504837363	0.5111929435737679	0.397549778908711	-0.1028494126922051	0.5832373705141866	0.0910501791506187	0.6296739356858871	0.7251778315080042	-0.1219252848697413	0.3198172533905756	1.0812376195574445	0.3995401440868889	0.8362102789401056	0.7144997787071794	0.4986212708334061	0.8922115333236285	0.550718175074844	1.0229095066162932	0.2487694490330994	0.6994684797104769	0.8703601846563922	0.4034203983877854
Cre16.g659900	1.7997926255929055	1.5236830364755078	1.6007010517286346	1.9869658105043864	0.3885812786048361	0.6645054774906088	0.4582880591356152	0.868606259057338	0.9345973550257612	-0.4073638622079861	1.1679993516415572	0.4826618434738019	0.8792160051057318	1.0916427565572409	0.8645109625447296	0.604581733781419	1.3611800397353742	1.0906787512234284	1.0567705006384571	1.1768088170022557	0.7267393362784953	1.228627402646615	1.018080175206185	1.2796401984731514	0.7302030432486046	1.2730054520438367	1.3406182221945002	1.0988336293279153
Cre16.g659950	2.4647407186159587	2.04365143982805	2.0673007883139074	2.5911909447288184	1.73619925029501	1.7170468047999536	1.5311099417061398	1.7799216637467112	1.882592934507869	1.594961961654923	1.887457443938512	1.9395140625585297	2.0839875425345227	2.208604084498206	1.6878408476788889	2.0612021050877893	2.4094660859691	2.1267751309241856	2.1477562976567754	1.781929588913201	2.141846004407848	2.15367038850852	2.1488389606556333	2.264792153968638	2.052169546538327	2.110906436575571	2.204799521209542	2.169151070828965
Cre16.g660000	1.5774596610435214	1.305354608832276	1.4378781114142425	1.6455491233281423	0.9652366159926188	1.004218401288829	0.7813461514296592	1.142737349333152	1.078683710341267	0.6563239280655455	1.0076202821611924	0.8477644833680874	1.0598872403559794	1.2495010707558418	0.987484563699114	1.1171880571067845	1.212641563519466	1.2564019516924445	1.1323491030451989	1.2907417165444464	1.4043932805390176	1.273121463531338	1.3242034911204406	1.5841052926603163	1.4536338950539611	1.331173158020339	1.5024761025821445	1.2652453237530252
Cre16.g660800	1.828925531310943	1.1440781128960922	1.2055452245980345	1.802764391314802	0.9989301892797616	1.0608647220733731	0.8468770755158346	1.1087414601347534	1.191702519641566	0.9651419051223816	1.2272711607529916	1.4325074121340144	0.9418009708498332	1.2074420013062734	1.1875166404859951	1.1811208495540175	1.1231612710120922	1.1676083758291007	1.115326501400574	1.3620348163592126	1.5760297827685037	1.0724651504085707	1.290396521844429	1.3627670383120911	1.1030116850764875	1.091151235491451	1.1018093380467475	0.9731815743792114
Cre16.g661100	1.5655233846213827	1.2040631188945166	1.2286982704582958	1.3925556450219228	1.904236394572832	1.858697386700198	1.921308049216498	1.7643524068089145	1.832039542928493	1.844625309523078	1.4318230234121307	1.9202218535425808	1.724677245462546	2.1914667077223413	1.588639747160333	2.06465691014847	2.366595639136331	1.9535613357210773	1.617504818570963	1.545890931046469	1.8318396901063363	2.135606044661745	1.6979746170522536	1.539975673161916	1.8656001455836209	1.823209287643096	1.578533233506645	1.8081655617609933
Cre16.g661150	1.8214706941090768	1.193807091589341	1.467982035369626	2.0748000059323517	1.647432076862764	1.7395665157003088	1.7329902859532336	1.648532605826871	1.934929427261865	1.9701094182607493	1.772605283195032	1.8815247484623348	1.745859775714583	2.075830279563621	1.495778631770174	1.8296812025917772	2.254810155039269	1.9705073442047585	2.221319345079862	1.8922216875166007	1.6204862133791509	1.6959630287146614	1.6075397117900156	1.753674267551152	1.6566076604913815	1.6933685585154254	1.6688332438105369	1.7841511406742674
Cre16.g662000	1.6114474773227536	1.0667138719250016	0.8035358385654926	1.041777442575841	1.60828160086517	1.469797322423826	1.3463887251386726	1.5375255307797118	1.785528137816603	1.6390795589970435	1.5477896161286342	1.8395777514647504	1.3701251882944785	1.6807692591917325	1.2237807384109505	1.5341275305022808	1.415624891488218	1.6868037861415182	1.4869718307435402	1.4918804808721062	1.7353363474746395	1.551856962920182	1.733207754976699	1.308634032388807	1.258546295041122	1.3548745945346798	1.421375978254143	1.6600194812477873
Cre16.g662200	1.917354343357233	1.222757435407276	1.5316150360341856	1.7516444129236717	0.4645995388538514	0.8155316851370855	0.669170245640391	0.9483585284232754	1.14537964480866	0.7760352795185743	1.0390700224112042	1.1791538243035615	0.7941208381168001	0.8419063884937952	0.802339652563591	0.719949616557596	0.9092684473609433	0.964242389062627	0.8200764647208401	0.7223234449332505	0.8965746936711938	0.8564876636861458	0.8521134423628038	0.803497956827452	0.7042011243430062	0.8584639582249572	1.003241735456265	0.771663000046658
Cre16.g662300	2.055491431729084	1.386986743450682	1.9011459490533693	1.6600904167911428	1.1788159268695662	1.2882706390446694	1.3458459369168665	1.3906566250372343	1.111968574044885	1.1363765166060673	1.0620750673053492	1.295167717723824	0.9068199048879004	1.651332830600823	1.0474404865029736	0.8832311780636832	1.0912501269601154	1.4742346578805416	0.9783900214820912	1.3643666491880588	1.268263740293295	1.0575725103023998	1.3059146409410745	1.213592822881277	1.103263981968824	1.1665010764891588	1.1354012607361397	1.0586317088871184
Cre16.g662550	1.5718226232796972	0.8409513044325657	1.3475835042442206	1.9791469390463456	0.6186644453359651	1.0401474430315771	0.9500257127943184	1.1428751222133764	1.5182151456257629	0.9817106191258124	1.230515701482041	0.8424246928613406	1.0265490972175195	0.783901687644118	0.6678209077834251	1.02402669714876	1.5034797451253523	0.9332850634357884	1.1651731863925945	1.07827891337756	1.2255073301989945	1.1287964891626	1.06423607045979	1.2951756296875498	0.699685284243392	0.9978957607154972	1.4220049011006146	0.8479556623368573
Cre16.g662650	1.8740894108906807	0.7374469725651152	0.5651869429441656	1.902112981152911	0.0715614733306816	-0.0488957495978208	-0.3048023763540957	0.0384110875443695	0.4059146348355148	-0.7324966373434814	0.7626865833142407	-0.206971092303117	0.3050866152708947	0.3215793314871546	-0.5521669893677729	0.2424557466197673	0.2041509611261189	-0.0648872243280875	0.3414778533379304	-0.0531733335543078	-0.8831120856681796	0.0639109229278388	-0.8484141657513053	0.6560849157074858	0.1170168505364935	0.3979479671274313	0.8375616090852861	-0.1624440607510432
