CC2344_Vm	CC2931_Vm	average_Vm	ED	Vg	k0	k4	k0/k4	Vg/Vm
0.001653179634374203	0.0007637766747121828	0.001208478154543193	0.12016603167488289	0.255403543278775	0.0257536031856686	0.30211732398399427	0.08524371540849801	211.34311970688296
0.0018197086384684747	0.000866586011707296	0.0013431473250878853	0.044277633746297757	0.257879235330622	0.0515022881259498	0.3301391826089267	0.1560017436250756	191.99623936543847
0.0019478030475884455	0.0013396483692993892	0.0016437257084439172	0.1821182940293904	0.104224851244647	0.0580513021367202	0.37558146593436703	0.15456380945822465	63.40769065619508
0.0019893965878750985	0.0012449443415430174	0.001617170464709058	0.08117017447370525	0.120697853845289	0.0362011590425437	0.3354035357106973	0.10793314675659546	74.63520790122983
0.0021160101775163395	0.0011047035656967202	0.0016103568716065299	0.21041448894471	0.235926696916181	0.030866363716045	0.209984108376355	0.14699380803009693	146.5058466703812
0.0017191017488418507	0.0018397104959143927	0.0017794061223781218	0.07388972037805269	0.297842108860531	0.0687396676104447	0.24492837422887606	0.2806521205510071	167.38287292305935
0.0015778320067629799	0.0013230504199906925	0.0014504412133768362	0.10505638995041608	0.45498543079791	0.0468902677360004	0.2532893396818322	0.18512531082003417	313.68760526229005
0.001008927962957096	0.0010962038876675309	0.0010525659253123134	0.004647212719333748	0.156567280710677	0.0129592857062641	0.13538288168240825	0.09572322250212553	148.74819424182
0.0020313752482835476	0.0018783504475445264	0.001954862847914037	0.050216089552034354	0.129369733222079	0.032613833954804	0.21091922313965142	0.1546271291413306	66.17841929940238
0.0016782054290202793	0.002108981939304558	0.0018935936841624186	0.07977785704751438	0.103368460728678	0.1123201845350578	0.33418882642319225	0.3360979651450816	54.58851156572183
0.0018584372080693984	0.002535943195072669	0.0021971902015710336	0.05263608834552057	0.140930634934578	0.0969980219211869	0.23959469907308592	0.4048421033371804	64.14129957152088
0.0013740454934437008	0.0022348183251364078	0.0018044319092900543	0.1665071425347169	0.230099843452054	0.1523224645266893	0.5312365515248374	0.2867318976630463	127.5192720032233
0.000927600339254925	0.002201519026089192	0.0015645596826720585	0.008202552043610731	0.3021952716715	0.1034439622949775	0.3214820223156526	0.3217721524515274	193.15036365719902
0.001129683287511664	0.000902414354166596	0.00101604882083913	0.12950673268151347	0.117820162195437	0.0371858809576025	0.40249298878463613	0.09238889121991571	115.9591545002062
0.0016464099239868516	0.0011678664637317844	0.001407138193859318	0.15052170274259366	0.0584871857960865	0.0704599406264041	0.291903440427288	0.24138098723079418	41.56463526562047
0.002947599721980122	0.0015130392966633446	0.0022303195093217334	0.01757179040621575	0.27533472664281	0.1613907615025047	0.46427940630466746	0.34761559378017626	123.45079953434231
0.0020856392705343708	0.0009440182216362785	0.0015148287460853246	0.23498253487742182	0.29182148885705	0.2696222566276966	0.5654637560006541	0.47681615977414604	192.64322096552874
0.0025278303039434616	0.0011668986460396486	0.001847364474991555	6.805873940876412e-05	0.0399570140334705	0.0077022499780921	0.2024397120839554	0.0380471296802568	21.62919909654166
0.0010451410955799867	0.001168980255885965	0.0011070606757329759	0.03588721606846316	0.399361319660969	0.0230344400156473	0.16587104258266386	0.13886956793056754	360.74022717549343
