CC2344_Vm	CC2931_Vm	average_Vm	ED	Vg	k0	k4	k0/k4	Vg/Vm
0.0016528631230228578	0.0015015879766536637	0.0015772255498382607	0.10584975115114979	1.24839704766615	0.1864505418069824	0.5454870571313966	0.34180562007738036	791.5145983998096
0.001653179634374203	0.0007637766747121828	0.001208478154543193	0.16822298180070752	0.255403543278775	0.0567130548019321	0.36827589283566964	0.1539961097242885	211.34311970688296
0.0018197086384684747	0.000866586011707296	0.0013431473250878853	0.11468670467281314	0.257879235330622	0.0627742641574852	0.4647098223853471	0.13508271427375054	191.99623936543847
0.0019478030475884455	0.0013396483692993892	0.0016437257084439172	0.16306108693439342	0.104224851244647	0.0840273471169364	0.4529370351240021	0.18551661842783942	63.40769065619508
0.0019893965878750985	0.0012449443415430174	0.001617170464709058	0.1587434619165803	0.120697853845289	0.0272580292085075	0.30409883108112323	0.08963542908599995	74.63520790122983
0.0021160101775163395	0.0011047035656967202	0.0016103568716065299	0.0031711362865790363	0.235926696916181	0.032021939397367	0.2549226731269329	0.12561432455018393	146.5058466703812
0.0017191017488418507	0.0018397104959143927	0.0017794061223781218	0.05670036796548064	0.297842108860531	0.0746394030474313	0.3227182438791507	0.23128349407906962	167.38287292305935
0.0015778320067629799	0.0013230504199906925	0.0014504412133768362	0.10924143839918138	0.45498543079791	0.0704081361021217	0.33632335799370583	0.2093465542272546	313.68760526229005
0.001008927962957096	0.0010962038876675309	0.0010525659253123134	0.0008219431507381186	0.156567280710677	0.0239324148766033	0.1611522877326101	0.14850806782409975	148.74819424182
0.0020313752482835476	0.0018783504475445264	0.001954862847914037	0.11059308507239068	0.129369733222079	0.0367069611103734	0.2808153648196532	0.1307156434760881	66.17841929940238
0.0016782054290202793	0.002108981939304558	0.0018935936841624186	0.05775953157742897	0.103368460728678	0.147525854281849	0.41835437451763724	0.3526337078510207	54.58851156572183
0.0018584372080693984	0.002535943195072669	0.0021971902015710336	0.06034712714578596	0.140930634934578	0.1063684859052731	0.28095816246392336	0.37859190483184996	64.14129957152088
0.0013740454934437008	0.0022348183251364078	0.0018044319092900543	0.1927775036470393	0.230099843452054	0.1584818202504052	0.6556088328175437	0.2417322835162454	127.5192720032233
0.000927600339254925	0.002201519026089192	0.0015645596826720585	0.13512693363524692	0.3021952716715	0.1330915253570863	0.4065304823354364	0.32738387683133147	193.15036365719902
0.001129683287511664	0.000902414354166596	0.00101604882083913	0.08274673650930939	0.117820162195437	0.0420894616812135	0.46685995311075046	0.09015436299636705	115.9591545002062
0.0016464099239868516	0.0011678664637317844	0.001407138193859318	0.18994714865193169	0.0584871857960865	0.0945412322757635	0.5017872217356636	0.18840900720578105	41.56463526562047
0.002947599721980122	0.0015130392966633446	0.0022303195093217334	0.14227171268328745	0.27533472664281	0.165379007823085	0.43231717968885297	0.3825409111479481	123.45079953434231
0.0025278303039434616	0.0011668986460396486	0.001847364474991555	0.11409775629309556	0.0399570140334705	0.0077022499780921	0.26865916744321405	0.02866922447275174	21.62919909654166
0.0010451410955799867	0.001168980255885965	0.0011070606757329759	0.05763249049969284	0.399361319660969	0.026943243651544	0.2777803412226707	0.09699478203875524	360.74022717549343
0.002474782937994867	0.001168632910630942	0.0018217079243129045	0.1536989425445919	0.270638200323576	0.0296481290674764	0.14329142757203192	0.20690790488895386	148.56289348670035
0.002439566979985947	0.001341694301812675	0.001890630640899311	0.10095161633066209	0.116333554789257	0.0599581573249029	0.3950242296917106	0.15178349280421646	61.53161398776492
0.0007440542257656885	0.0007863296299076026	0.0007651919278366455	0.09912187999380852	0.56226564151325	0.0415558176724836	0.1978609432838532	0.21002536924564857	734.8034147496697
0.0007811455878738498	0.0013438009847899042	0.001062473286331877	0.0007727777062630742	0.171340261089679	0.0663649996259644	0.2567146548649745	0.2585165995329356	161.2654767831581
0.0004556176099507164	0.0014000469761435807	0.0009278322930471486	0.009741938981999168	0.492572999179892	0.0131007697802931	0.7798288414838823	0.0167995450839758	530.8858107990659
0.0011849761358894632	0.0013889303887922835	0.0012869532623408734	0.14050470489246905	0.696301813266235	0.1044245191232519	0.4466315332470219	0.2338046271925387	541.0466981525911
0.0027840206715166907	0.0017737234802450064	0.0022788720758808484	0.06481617218024945	0.169068845437376	0.0718891054029148	0.3136775053407389	0.22918157718967994	74.18970429572099
0.003322897310412428	0.0027162377447330238	0.003019567527572726	0.13412622781988304	0.15018965277978	0.0758164470077854	0.30777230781278353	0.24633940443369648	49.738795840247256
0.001137753362987238	0.0018170433184042604	0.0014773983406957492	0.02343338787633723	0.170645405524514	0.0455464283614905	0.2889468005929836	0.15762911466061924	115.5039915938664
0.0008721122429869294	0.0026613017855198033	0.0017667070142533665	0.217722625242111	1.68387142485923	0.0529405082400817	0.3796855950842614	0.13943249079105285	953.1130013489283
0.0013538871515854645	0.0026582667479898223	0.0020060769497876434	0.12245858791980761	0.219995711348979	0.1050806226155246	0.6080700351730848	0.17281006551426895	109.66464241178137
0.001842242880918948	0.0005712251602852155	0.0012067340206020818	0.11825967532935848	0.365312039156176	0.0122953573317572	0.6393594143469009	0.019230744172769834	302.72788611189486
0.0009032674690114436	0.0014319693332027629	0.0011676184011071033	0.041087967454959684	0.387931257998973	-0.0	0.6284145196536428	-0.0	332.24147343956497
0.001604067693406485	0.0008796568208253264	0.0012418622571159057	0.04725401711565934	0.162570774112115	0.0166917577533184	0.18087154261266608	0.09228515172817191	130.9088614140416
0.002119801018422707	0.0008943337348117351	0.001507067376617221	0.08223510697967502	0.0221869635523195	0.0256319909546864	0.31582486669167487	0.08115887524369549	14.72194534667759
0.0020956273785791976	0.0016000793363713075	0.0018478533574752525	0.16064981575228818	0.050146278946202	0.0876631193935247	0.6596690419540687	0.13288954584536725	27.137585752322657
0.0017454244472177723	0.0010611177784548328	0.0014032711128363026	0.15357977402765355	0.239866746662784	0.050085360903008	0.29897935727832337	0.16752113376303418	170.93400161139456
0.0024601299367370457	0.0009520611773815451	0.0017060955570592953	0.11104980975431047	0.221012397856962	0.0144533034417104	0.21382606939371696	0.06759373860582733	129.5428013644846
0.0010077862682146307	0.002604573622587026	0.0018061799454008284	0.043033234976499905	0.482606572116103	0.065809476717633	0.5167340782670742	0.1273565640151555	267.19739267673174
0.0011687665066904762	0.0011126234486675568	0.0011406949776790166	0.05270445860312331	0.551169518541661	0.2478820491678998	1.67595908205588	0.14790459494024502	483.18746845289974
0.0012659031326269891	0.002864447443004047	0.002065175287815518	0.19714266416401183	0.776304250224305	0.0606124240445197	0.6125708523953415	0.0989476136638013	375.9023530857068
0.0010061790258458453	0.00021181324531537756	0.0006089961355806114	0.059298032328946974	1.47720810236306	0.2739073847914274	0.696420618349477	0.3933074029895759	2425.6444598859453
0.0011985887913606686	0.001750424750052446	0.0014745067707065572	0.0520970651537581	0.218140853116995	0.1203978590819677	0.6343327106598727	0.1898023813981188	147.9415743967495
0.0015134503928492511	0.000525228390899175	0.001019339391874213	0.1469256685201084	0.240614546200819	0.0923149552912978	0.47225820495845944	0.1954755985645987	236.04949256244478
0.0014001115717923198	0.001022245316100685	0.0012111784439465024	0.21685351739016545	0.431770584390136	0.1314656476024309	1.00416909166898	0.13091983082642816	356.48800269533797
0.002264895208302489	0.0016585424583095136	0.0019617188333060013	0.12411833887237814	0.0949141200117919	0.0142946554662172	0.351764169437397	0.040637042394282855	48.38314155950533
0.0008773284063678137	0.001101604665819403	0.0009894665360936084	0.00842917307231281	0.253156211101334	0.1695317438851432	0.5716050390351726	0.2965889596972419	255.85121059352755
0.002427553930713391	0.0021750316996657203	0.0023012928151895555	0.17879871345695886	0.807629429963716	0.0208105836603779	0.35151523002074153	0.05920250926012494	350.94596595140035
0.0034978832470676383	0.0020955026335763684	0.0027966929403220033	0.17049041844646828	0.741579356492355	0.10393962246461	0.5923676105964852	0.17546472934255788	265.1629522141861
0.0005486645625443904	0.0019339912315601872	0.0012413278970522888	0.012206751543624406	1.51642522625767	0.1145453940318033	0.4873387967146407	0.23504263318250632	1221.6153603400353
0.0009467546246782237	0.0011901967186965328	0.0010684756716873782	0.02657930834927356	0.248966764720055	0.0251356349907805	0.33351436594608436	0.07536597387485224	233.0111684497945
0.001455731639988595	0.001161669047750189	0.001308700343869392	0.04635217988656824	0.187738994223347	0.0284844360489122	0.5134773681690276	0.055473595945392536	143.45453113297515
0.0016079991410286175	0.0011691178800103579	0.0013885585105194876	0.04533588339720715	0.288660158131553	0.1655740716819317	0.9073784428337504	0.18247520975354287	207.8847639078309
0.0018661915186102824	0.0013608524407708001	0.0016135219796905413	0.14619485596940598	2.64638957389874	0.1826378383656557	1.04157491269896	0.17534777013052194	1640.1323361001214
0.0016112857734779619	0.0028888266903384285	0.002250056231908195	0.2033779850095965	0.450497995285454	0.1620447723193535	0.8412676769629908	0.1926197532090398	200.21632743969343
0.0009337876826239558	0.0022248060510779693	0.0015792968668509625	0.009661812682991117	0.297083388578158	0.0678379745371287	0.6304143541857541	0.10760854997464092	188.11117454473722
0.0014368117710943642	0.0018694050194125228	0.0016531083952534436	0.16747934974001066	0.329397841223491	0.0493408054035023	0.5173393746429302	0.09537415441760552	199.25967478556655
0.0021095423850988927	0.002133568616920173	0.002121555501009533	0.17562303767225615	0.846001697518714	0.0538193437348811	0.3622675068405291	0.14856243720078513	398.764820018212
