CC2344_Vm	CC2931_Vm	average_Vm	ED	Vg	k0	k4	k0/k4	Vg/Vm
0.0016528631230228578	0.0015015879766536637	0.0015772255498382607	0.12439270468510374	1.24839704766615	0.1974005793261259	0.5359900393356817	0.36829150700410157	791.5145983998096
0.0013718962752848724	0.0012728687064139294	0.001322382490849401	0.03083028495825898	0.232124646182837	0.1910148014783728	0.5937960069242947	0.32168421351935095	175.53517820228944
0.001653179634374203	0.0007637766747121828	0.001208478154543193	0.08119883321238404	0.255403543278775	0.0383253924769622	0.2895755556947799	0.13235023372400312	211.34311970688296
0.0018197086384684747	0.000866586011707296	0.0013431473250878853	0.033179412505964005	0.257879235330622	0.0646993644273758	0.47966567258039344	0.134884291551074	191.99623936543847
0.0020247019541954677	0.0008679920480230071	0.0014463470011092374	0.09468148290174822	0.242017284274212	0.0440583427466875	0.18255693658034455	0.2413402830480622	167.33002805592523
0.0019478030475884455	0.0013396483692993892	0.0016437257084439172	0.011420094405444284	0.104224851244647	0.0726171440461288	0.44948562755488963	0.16155609789160844	63.40769065619508
0.0019893965878750985	0.0012449443415430174	0.001617170464709058	0.10158540307628687	0.120697853845289	0.033230190824678	0.2867235366199724	0.1158962784025707	74.63520790122983
0.0021160101775163395	0.0011047035656967202	0.0016103568716065299	0.00668115172171387	0.235926696916181	0.0374944189855192	0.24979444801872974	0.15010109024804205	146.5058466703812
0.0017191017488418507	0.0018397104959143927	0.0017794061223781218	0.10762579787053829	0.297842108860531	0.0801716054996164	0.28735172378255686	0.2790016515101312	167.38287292305935
0.0015778320067629799	0.0013230504199906925	0.0014504412133768362	0.12117434017337066	0.45498543079791	0.0561009098120238	0.2799588162091973	0.20038986652273447	313.68760526229005
0.001008927962957096	0.0010962038876675309	0.0010525659253123134	0.10526806936503938	0.156567280710677	0.0316410557858125	0.14949967696536842	0.21164631541740486	148.74819424182
0.0020313752482835476	0.0018783504475445264	0.001954862847914037	0.01719599220728696	0.129369733222079	0.0430029185609178	0.2505625970379849	0.17162545036360166	66.17841929940238
0.0016782054290202793	0.002108981939304558	0.0018935936841624186	0.05081491047153327	0.103368460728678	0.1371545046133679	0.3841021799573333	0.3570781728669263	54.58851156572183
0.0018584372080693984	0.002535943195072669	0.0021971902015710336	0.012091277034765001	0.140930634934578	0.1275480640239801	0.25087116421980726	0.5084205848075293	64.14129957152088
0.0013740454934437008	0.0022348183251364078	0.0018044319092900543	0.04577695013794813	0.230099843452054	0.1449251926837029	0.647680462276313	0.22376032800858986	127.5192720032233
0.0014389797093850257	0.0008370555702834926	0.0011380176398342592	0.10148752165065336	0.0906144564306658	0.0778117016934572	0.255825887412913	0.304158826459443	79.62482588922161
0.001129683287511664	0.000902414354166596	0.00101604882083913	0.041088629100284095	0.117820162195437	0.0443478924201168	0.40315857787462533	0.11000111334331612	115.9591545002062
0.0016464099239868516	0.0011678664637317844	0.001407138193859318	0.07928961564247224	0.0584871857960865	0.1191797880893414	0.4527924428736987	0.2632106387044654	41.56463526562047
0.0025278303039434616	0.0011668986460396486	0.001847364474991555	0.010638100954713407	0.0399570140334705	-0.0	0.2238697414169974	-0.0	21.62919909654166
0.0010451410955799867	0.001168980255885965	0.0011070606757329759	0.06640028902489133	0.399361319660969	0.0314631453893928	0.26065684528159494	0.1207071517933944	360.74022717549343
