theta,sigma2,alpha,beta
0.0758310004981884,68.0254736260714,76.0724178498071,0.55981833207321
1.69070164154576,1.49244131777312e-06,928.926756743941,29596372.5026916
0.00349788747359101,7.87586420008539e-05,1370.76895688747,7761628.91995633
1.33081068861229,9.47198038899218e-07,2759.54368300288,711501745.60847
2.54272703578272,8.78952181366616,184.787784454363,0.897153648212366
1.06574529132276,1.04220919658557e-05,3229.93542237369,65585541.1700997
1.04133819643038,0.0864951860129076,1167144103.95032,834564908.508768
0.572603003920269,116.004772717966,155.167078589842,0.294043860960152
1.17550963155385,4.92188074243804e-07,2358.08519665804,454230136.297247
1.44086538449799,1.40359705907173e-07,7810.86635917502,6225073729.01425
1.49674137457831,10.4649834064036,184.566318145076,0.907579808871568
1.57529277433323,0.000208532433193057,24985.6002173943,39646621.5095765
1.52453775900819,62.1447817364748,193.982995592089,0.307309021431734
1.40290190457978,439.600362868833,1045141732276.32,386450927.940026
1.707937950355,13.1730852345654,151.440044669891,0.59973580759513
1.83805603615387,0.000160807834879434,71098.5229709815,12470831.7570105
0.780718221201016,0.000212564104138431,242.888741474784,247984.133487696
1.47563314415972,0.00381560044219638,2023741.27250729,115158547.440434
0.877113319004728,0.0017139139447987,25463.9146137422,4283217.94736379
0.779218122979418,0.000150461660621083,199322.895957395,314509151.339244
1.60714388037773,1.93103620540975e-05,730.094776393411,16166271.4746769
0.844767979025859,5.38074372419103e-06,5534.08638756364,135067481.612886
1.15033696055289,2.61336832112774e-07,5479.66831911713,1947591396.39999
1.1732004431052,24.0278767446178,175.462415157085,0.273215301542069
1.30994608715001,3.72686595000761e-05,109.040941659386,249680.391788801
1.53013057823218,5.17500191212591e-07,4364.85318617696,632549603.22886
1.00174017452706,0.000304468041901834,393321.549191868,148859971.602204
1.59153391396145,88.2102534697005,184.123862134833,0.345726211295459
1.2319336454785,1.73127960043029,68016481128.1245,4255689029.78561
1.57142376457267,5.71069032761839e-05,69605.4929845974,189017582.115434
0.815175982917712,331.799623640014,169.974212819452,0.0666217440636112
0.881671358108192,6.09412777677188e-06,8656.96374566986,423166305.68651
1.80865960593455,3.64566124632697e-07,18885.2264172553,6259039493.62588
0.733382073716385,595.871811961827,144756532151.049,66801701.0186443
1.88490787784123,1.28426400499141e-05,3595.53213218297,175838344.435757
1.46929300448881,3.67076113581309e-06,665.427182676972,20577595.2406819
1.68711089591441,0.143916230565303,7370063.95064824,6765818.58373958
1.2716426315577,1.26826402946679e-06,4315.07801979564,281127257.583117
1.43044699821973,141.924620952229,854.87267549217,0.700294182114548
2.74311269304062,12.2816344863805,208.390201547331,1.15747139549823
0.531509417437516,328.510009721422,339.400852153495,0.210112492514281
1.16120569220791,102.759481363868,1731.39480383558,0.735818189783215
2.22347027624325,0.363339733076677,1387087460.74163,562941453.857533
1.27121329385079,2513.94169356076,1383.9990153821,0.195150068883367
1.25467205036378,4.42820760019774e-05,1265272.57214884,3594152172.31978
1.39885002150397,1.24096407976063e-05,329.836843191894,2665519.84816952
1.79354366593675,2.58582161474743e-05,25040.6999511453,439683487.459115
1.47499712490733,0.000123611026700266,2540.52511916886,5049819.45345237
0.536390042071181,71.9347202331115,181.633918801753,0.628831962990825
1.86536977023442,169.598351072973,599.400599682388,0.203125290916501
1.77056945559487,0.00192961104967496,177978.525544447,6456469.44075285
0.258365615632638,327.050068939049,16977038239.9956,30488683.5823733
0.952087603359043,33.2783547065921,186.813333755359,1.05082339049129
1.42777691319594,46.3157844940376,149.596638670781,0.99169011001073
2.20438060259925,14.806450827187,198.908305464501,1.43421008347185
1.20210509222803,0.209351439173975,26367934.0420653,14675340.3193873
2.14473348174354,1.25151726674243e-06,2921.76755417432,640173556.272205
1.46043506349205,37.342422832326,204.882998191874,0.302251743926131
1.08793724816694,4.33172454536338e-06,1660.89749894964,27187385.243758
1.56630841451249,14.7719314504133,180.98547673808,1.17226484107223
1.79201495291065,6.50512013950357,103529621826.626,1505004048.82666
1.36618921951607,3.21977264343016e-05,8270.65461454944,33536963.4908975
1.19856176002081,2.26011357467288e-06,29004.0792981764,1754555725.25411
1.34196499735583,14.7197890227652,173.259961907305,0.685386338121557
1.15460086968711,0.00115629062580563,121880.450866521,25088308.8726008
1.41671866483482,62.2002890099219,179.455888747043,0.134907766399995
1.49524818166955,3.91758521568608e-05,743.777718728808,825772.241290995
1.54226803348055,34.5054992053716,193.658973272978,0.363820303065045
1.33193455702259,73.4850081545523,264.096012680409,0.427570794707382
1.10924044222986,2.35139411492367e-05,1439.97183416852,65081826.7331683
1.04801381820801,209.597736126634,185.763337581754,0.377169535394111
1.89133567078331,2.66206279032115e-07,8100.49354956709,3665051654.75291
1.126029907158,62.0615260706412,762.596188828386,0.464236295868123
0.978262380589287,21.5377127138053,308.445786952616,0.869898743763967
0.73809073954965,0.0188126208148182,4469294.85755753,32308520.9742888
0.997444088389239,36.3502184975492,166.058665668545,0.543954660559563
1.39013793914959,2.63796293483723e-06,3344.89104311241,166045977.68489
0.861759752548193,17.9376055862041,217.387533408784,1.06223141139016
1.63263840920646,2016.41701988121,31867.4465164757,0.643061041762336
1.76845658061278,6.88434314569151e-06,24396.5493371337,165728149.437145
1.76660793362844,4.27404296384193e-06,2121.44388853663,279902350.183645
1.50732530400293,34.4392058449609,206.454379887569,0.519064280941253
1.65919628753042,22.7621145158775,201.456187527289,0.636233634680425
0.53530005445844,2.99439459116367e-06,41378.9551016484,1786135947.64253
1.70305888326707,42.7751216347965,520.027601040017,0.875572123748731
1.21471740759031,4.68763573831868e-07,3453.61086871925,522689452.857357
1.64521951291689,155.164377885268,210.271910146468,0.427203471203752
1.49652300678715,51.2213728706002,132.093865182981,0.224862826457423
1.0772498045338,0.717695934985295,5622844902.77051,460414675.75774
1.50425316554716,15.1136774647021,162.470684215752,0.769006288078603
0.994785799539042,8.7366645777116e-05,57.1110103080486,94795.3921053163
1.01673155325752,35.9546266623241,174.930404128261,0.544759889266686
1.03188445100195,78.0898365119261,395.466928960516,0.400171619418442
2.18364821149815,4.47896738419596e-07,5581.76779977547,725539869.904671
2.00723116856869,2.94062909926278,33539234958.2593,1501978795.45893
2.19371133981428,21.5155943611173,169.509963187724,0.513937425448471
2.0899391131223,5.40299202772527,156.346584176826,1.3914036652976
1.63450463268295,54.2223335626259,446.677499404201,0.410212355954772
2.14512669746897,20.2727914605101,205.912466616969,0.266882397786562
1.26846740675602,29.4827372636225,186.183218738792,0.365663198736404
1.53699526388607,1.5704978106592e-05,1465.42008486079,11415011.7204101
1.07070600424568,0.00851051698273862,10834394.4248632,114301547.609763
2.1207546398002,3.49073713991436,182.423834843424,0.900515688829989
2.03184048939139,23.3871667724951,179.688939996824,0.905232263188499
1.36160667558904,1.03805247193718e-05,14525.1057354538,242547432.965701
