index	('median', None)
Cre16.g664200	0.06005454351523816
Cre16.g664250	0.06922279182182632
Cre16.g664350	0.06637107449664817
Cre16.g664400	0.057725073635339706
Cre16.g664500	0.08189187130002827
Cre16.g664550	0.07926655085395688
Cre16.g664600	0.07024906028333269
Cre16.g664850	0.028746140676743043
Cre16.g665000	0.05543847108807579
Cre16.g665200	0.06304371156502717
Cre16.g665250	0.0849943881883981
Cre16.g665300	0.10015055518303687
Cre16.g665364	0.051874204171171626
Cre16.g665400	0.09632400614984007
Cre16.g665450	0.08948972589211282
Cre16.g665500	0.033409179673136155
Cre16.g665550	0.061672955846786046
Cre16.g665600	0.046308720358888604
Cre16.g665650	0.07369653854390319
Cre16.g665700	0.06556542340367208
Cre16.g665750	0.06687044291058811
Cre16.g665800	0.07409586133670414
Cre16.g665850	0.1569133182032899
Cre16.g665950	0.035709195394661504
Cre16.g666050	0.10748591503772184
Cre16.g666100	0.03278287552326379
Cre16.g666150	0.07075995007183582
Cre16.g666200	0.04343897762758654
Cre16.g666334	0.08485217809385075
Cre16.g666400	0.09675885044589973
Cre16.g666500	0.06409427461031607
Cre16.g666550	0.08039830386481912
Cre16.g670261	0.07261745447227244
Cre16.g670617	0.08247025902876616
Cre16.g670973	0.09110450212668167
Cre16.g671329	0.08519601041274302
Cre16.g672397	0.08593549258184138
Cre16.g672753	0.05545969024387123
Cre16.g673109	0.06914258199880474
Cre16.g673821	0.0707630286487866
Cre16.g674534	0.09737692852677286
Cre16.g674890	0.12323478046729312
Cre16.g675246	0.08752491416399633
Cre16.g675602	0.0848244250299346
Cre16.g675958	0.07009515245803402
Cre16.g676314	0.05829353400679625
Cre16.g677026	0.05772689328064219
Cre16.g678808	0.07913683002678175
Cre16.g679164	0.13939064489479003
Cre16.g680588	0.10589602521397035
Cre16.g680944	0.08577736463524381
Cre16.g681301	0.03861546956822128
Cre16.g682369	0.11243154745030184
Cre16.g682725	0.08756400390388591
Cre16.g683081	0.1005342632242329
Cre16.g683437	0.10914132273355606
Cre16.g685217	0.09531143177129403
Cre16.g685573	0.06464000819993287
Cre16.g688450	0.08237190156971258
Cre16.g688550	0.09668841432242228
Cre16.g688650	0.0833549873565429
Cre16.g688800	0.10938065475704668
Cre16.g688850	0.11104901411200645
Cre16.g689001	0.09378512775727256
Cre16.g689050	0.08889389304183351
Cre16.g689150	0.12338489995602649
Cre16.g689250	0.06623775592131145
Cre16.g689600	0.06162974177346259
Cre16.g689650	0.03467714181595906
Cre16.g689700	0.0798653368579751
Cre16.g690000	0.0992866244007128
Cre16.g690050	0.07603472360496365
Cre16.g690100	0.07619463869956819
Cre16.g690130	0.08181083280092702
Cre16.g690150	0.06956846514429778
Cre16.g690200	0.11750489632377273
Cre16.g690250	0.10731395096649184
Cre16.g690300	0.11924420758951235
Cre16.g690350	0.0815635714877562
Cre16.g690450	0.09964449796814953
Cre16.g690500	0.03823813764909803
Cre16.g670400	0.1102593099337528
Cre16.g670250	0.057450029485616505
Cre16.g670200	0.08910738385698157
Cre16.g670050	0.08319727108163597
Cre16.g669950	0.09942394972949274
Cre16.g669900	0.08674171542091753
Cre16.g669800	0.09288447363989955
Cre16.g669650	0.0594931844771911
Cre16.g669550	0.05151072687862759
Cre16.g668900	0.08244210922760077
Cre16.g668800	0.12426190340437712
Cre16.g668700	0.2214884185479605
Cre16.g668600	0.11828606815394407
Cre16.g668550	0.09290930106314317
Cre16.g668050	0.04789293667224697
Cre16.g668150	0.0759739881037767
Cre16.g668200	0.11887117740304073
Cre16.g668350	0.04568759159411717
Cre16.g668000	0.11339176979118588
Cre16.g667850	0.07378629207076151
Cre16.g667750	0.10881797651203548
Cre16.g801958	0.07947424837875935
Cre16.g671500	0.12301725501026597
Cre16.g671450	0.1308177675657687
Cre16.g671300	0.06026864332896712
Cre16.g671100	0.08035718891796036
Cre16.g670950	0.10875172165380842
Cre16.g670750	0.23009871976492974
Cre16.g667450	0.05306488088430796
Cre16.g667250	0.03442532207741085
Cre16.g667100	0.045174590895229336
Cre16.g688050	0.06449226715289591
Cre16.g687950	0.09326568581481501
Cre16.g687900	0.11469372546330067
Cre16.g687800	0.07463039822049286
Cre16.g687750	0.17057089927265986
Cre16.g687650	0.10945767214825677
Cre16.g687550	0.06339058390853383
Cre16.g687500	0.15479915564798633
Cre16.g687350	0.039370427540556405
Cre16.g687300	0.10524777568941952
Cre16.g687200	0.1510683125221997
Cre16.g686900	0.06504571403430912
Cre16.g686850	0.04768731044783051
Cre16.g686550	0.11651302677388867
Cre16.g686500	0.08668918178370924
Cre16.g686400	0.08240182038968416
Cre16.g685901	0.07762260701382133
Cre16.g685750	0.11495274643100332
Cre16.g685700	0.06689339473084645
Cre16.g685550	0.06102834220543886
Cre16.g685400	0.11027441824313296
Cre16.g685350	0.08382208896440371
Cre16.g685250	0.08560615454103353
Cre16.g685100	0.09219398029208245
Cre16.g685050	0.061659422242545135
Cre16.g685000	0.037527266364430566
Cre16.g684950	0.09630326966765852
Cre16.g684800	0.06829330959258442
Cre16.g684750	0.11255037904724874
Cre16.g684700	0.11609698800270143
Cre16.g684450	0.13533841474725192
Cre16.g684350	0.14016623333779385
Cre16.g684300	0.13637566203783227
Cre16.g684150	0.07289345385740426
Cre16.g683950	0.05954174163334797
Cre16.g683750	0.05729582914049112
Cre16.g683700	0.0501497068768695
Cre16.g683650	0.09566760194792323
Cre16.g683500	0.09087751980279068
Cre16.g683450	0.05678054942694617
Cre16.g683350	0.15039663897726158
Cre16.g683300	0.11439215001462748
Cre16.g683250	0.08030205616352276
Cre16.g683200	0.10624767307365628
Cre16.g683150	0.07660724807466306
Cre16.g683050	0.04304415314492893
Cre16.g682900	0.06098008414076409
Cre16.g682450	0.1230128215622297
Cre16.g682350	0.06249076793749181
Cre16.g682300	0.0903528992328074
Cre16.g682100	0.15332053591617012
Cre16.g681900	0.07413739536550874
Cre16.g681850	0.04286912025980877
Cre16.g681600	0.10166606747237288
Cre16.g681550	0.06485942249825352
Cre16.g681500	0.10219767338333632
Cre16.g680950	0.09949422389866198
Cre16.g680900	0.03446628989165727
Cre16.g680700	0.047043873058824855
Cre16.g680600	0.10236372388643819
Cre16.g680450	0.06361207248717754
Cre16.g680300	0.06804875843969257
Cre16.g680250	0.07589194162049304
Cre16.g680000	0.050581281091220676
Cre16.g679950	0.06759591471471678
Cre16.g679750	0.2208291784403035
Cre16.g679600	0.0624095123820961
Cre16.g679550	0.05349772157403904
Cre16.g679500	0.05472086399961068
Cre16.g679450	0.0854373061770108
Cre16.g679300	0.07143492426654549
Cre16.g679250	0.13020373398562998
Cre16.g679150	0.08541340004511058
Cre16.g679051	0.17637481250436635
Cre16.g678650	0.06357054889558256
Cre16.g678600	0.08843279823459774
Cre16.g678450	0.12678439291134352
Cre16.g678400	0.07547557913156808
Cre16.g678350	0.07543180795831657
Cre16.g678100	0.053073778828512705
Cre16.g678000	0.07571692583679976
Cre16.g677950	0.1294442446019168
Cre16.g677850	0.11931631363210919
Cre16.g677500	0.057683293909237154
Cre16.g677450	0.11221219762125453
Cre16.g801985	0.07138657922937032
Cre16.g677250	0.07172369449540673
Cre16.g677150	0.08237586951811729
Cre16.g677050	0.07713765772301666
Cre16.g676900	0.07228934294416565
Cre16.g676800	0.06995748035146573
Cre16.g676650	0.07492126281680137
Cre16.g676600	0.10094223468747084
Cre16.g676550	0.06090717022412784
Cre16.g676450	0.14700218396175097
Cre16.g676250	0.08841176986189453
Cre16.g676150	0.14641052163570725
Cre16.g676050	0.06541109822109811
Cre16.g675650	0.062349116825716366
Cre16.g675550	0.11512206741779756
Cre16.g675500	0.09229467278626907
Cre16.g675450	0.09149608759076698
Cre16.g675350	0.05479781268266757
Cre16.g675300	0.11051602938345836
Cre16.g673650	0.13280258699233688
Cre16.g673852	0.12860359361065787
Cre16.g673850	0.09413277184764997
Cre16.g674000	0.08412163238029323
Cre16.g674050	0.04569375584543871
Cre16.g674200	0.10166100918746834
Cre16.g674300	0.1328925511504365
Cre16.g674350	0.06260179737458009
Cre16.g674400	0.0945220446079247
Cre16.g674650	0.02761834035443269
Cre16.g674700	0.06971744921406256
Cre16.g674800	0.05679189692765023
Cre16.g674950	0.09618127909158929
Cre16.g675000	0.11116951417077907
Cre16.g673550	0.12109890614276768
Cre16.g673150	0.05907048040943722
Cre16.g673001	0.1059107589037697
Cre16.g672850	0.09405029187584242
Cre16.g672800	0.06501076091048116
Cre16.g672750	0.03062952243594057
Cre16.g672650	0.11670449724279446
Cre16.g672600	0.03238252459446187
Cre16.g672300	0.0549994822875395
Cre16.g672050	0.08276823047473084
Cre16.g671950	0.09053303624025091
Cre16.g671900	0.060372629992512805
Cre16.g672049	0.10054158393510944
Cre16.g672385	0.04060761919618085
Cre16.g672497	0.03650439975537888
Cre16.g673281	0.04375804163790645
Cre16.g673505	0.07271351808948226
Cre16.g673617	0.08191224027994884
Cre16.g673729	0.07899988113992237
Cre16.g673841	0.05312562195063756
Cre16.g673953	0.07760265282985643
Cre16.g674065	0.10469503819858232
Cre16.g674403	0.11795295231142741
Cre16.g674627	0.058198260972814685
Cre16.g675301	0.056019298536396124
Cre16.g675637	0.05979584771171973
Cre16.g676085	0.08564087876179416
Cre16.g676197	0.048807949766013915
Cre16.g676309	0.1400236594513993
Cre08.g379550	0.09364993619010245
Cre08.g379650	0.1136941102256898
Cre08.g379700	0.0651136875870993
Cre08.g379750	0.03865088749189305
Cre08.g379950	0.10548039150778168
Cre08.g380000	0.10695039290095616
Cre08.g380201	0.11277917565671587
Cre08.g380250	0.05595201998178796
Cre08.g380300	0.08164818716608543
Cre08.g380400	0.03422811836126643
Cre08.g381450	0.07841485172966803
Cre08.g381516	0.14286677884622218
Cre08.g381702	0.10797763850323408
Cre08.g381800	0.04485055041935819
Cre08.g382300	0.09375137341091046
Cre08.g382350	0.05874588607530955
Cre08.g382450	0.06551420030770846
Cre08.g382500	0.09569371289480086
Cre08.g382560	0.10288275413966375
Cre08.g382575	0.163210563508398
Cre08.g382590	0.07306933487941235
Cre08.g382650	0.08640441879691567
Cre08.g382800	0.06555609013802714
Cre08.g382850	0.08688383896135445
Cre08.g382950	0.1272116252337434
Cre08.g383050	0.07221927584775527
Cre08.g383101	0.09027171775501638
Cre08.g383150	0.0814959912743312
Cre08.g383250	0.0885109597264703
Cre08.g383550	0.1058231325988015
Cre08.g384250	0.12021965092650425
Cre08.g384355	0.08728810646100356
Cre08.g384600	0.073845678700905
Cre08.g384700	0.10461644606174152
Cre08.g384750	0.10202598137792007
Cre08.g384800	0.11023912876564745
Cre08.g384900	0.07619800726875903
Cre08.g385100	0.09760689096702249
Cre08.g385200	0.07928087986785205
Cre08.g385450	0.05112897326376007
Cre08.g385500	0.13933356144179432
Cre08.g385650	0.08110300974609039
Cre08.g385700	0.08507102623975599
Cre08.g385900	0.06845936624809894
Cre08.g386050	0.06283032974828388
Cre13.g569450	0.09602933710176564
Cre13.g569350	0.10385975044730064
Cre13.g569250	0.0857433594548487
Cre13.g569200	0.07910667864775214
Cre13.g568950	0.14477534866578973
Cre13.g568900	0.054300059492276634
Cre13.g568850	0.058944115289925915
Cre13.g568800	0.05015862714367072
Cre13.g568650	0.05370744128453349
Cre13.g568400	0.033146018120363455
Cre13.g568200	0.07764458963419844
Cre13.g568150	0.07076059547747801
Cre13.g568000	0.09005978300368593
Cre13.g567950	0.07092874113198507
Cre13.g567901	0.11887302523294715
Cre13.g567800	0.0642841254454479
Cre13.g567650	0.07245966390453447
Cre13.g567600	0.07246933982702768
Cre13.g567550	0.07213202914883005
Cre13.g567363	0.11858458870943037
Cre13.g567150	0.0680146459256161
Cre13.g567100	0.10120952418723443
Cre13.g566750	0.07926020217107468
Cre13.g566850	0.08855851332789903
Cre13.g566700	0.08146579332942934
Cre13.g566650	0.07722081309189048
Cre13.g566450	0.045714804297207465
Cre13.g566250	0.10699645614657043
Cre13.g566050	0.08519068244059955
Cre13.g566000	0.09287820046460074
Cre13.g565850	0.069216681175409
Cre13.g565800	0.050144168231555084
Cre13.g565750	0.05416734250881576
Cre13.g565650	0.053390932511850855
Cre13.g565600	0.11314786161954622
Cre13.g565550	0.0493754017396403
Cre13.g565450	0.07819398356721698
Cre13.g565250	0.06553123856698992
Cre13.g564900	0.08948179655010377
Cre13.g564500	0.08025127041416294
Cre13.g564400	0.059718335120715074
Cre13.g564000	0.13031503675281209
Cre13.g564050	0.15269068890026655
Cre13.g564250	0.04294290856789244
Cre13.g563500	0.20360995721865552
Cre13.g563200	0.11108191254329239
Cre13.g563150	0.1571611420911731
Cre13.g563100	0.041328030405906394
Cre13.g562900	0.11169504472765002
Cre13.g562850	0.08584220360637095
Cre13.g562800	0.06475699914220848
Cre13.g562750	0.1604757177073235
Cre13.g562550	0.10837976982721606
Cre13.g562501	0.08710441938369438
Cre13.g562475	0.06970677637528346
Cre13.g562450	0.11385713597344774
Cre13.g562250	0.047940796516612066
Cre13.g562150	0.12037711594799679
Cre13.g562100	0.0627474105633029
Cre13.g561850	0.08505584731194774
Cre13.g801504	0.11358502395257478
Cre03.g209505	0.07300417609929684
Cre03.g209841	0.13043130053237922
Cre03.g210177	0.06556214452496754
Cre03.g210513	0.11234473687188269
Cre03.g210961	0.0626662206614387
Cre03.g211073	0.02248216778082764
Cre03.g211521	0.11311111782590844
Cre03.g211745	0.11993755321851556
Cre03.g212753	0.137402393465312
Cre03.g213425	0.11516031270728866
Cre03.g213537	0.0637756611864058
Cre03.g198850	0.09767449548266742
Cre03.g198950	0.10222887014029744
Cre03.g199000	0.06662135470644079
Cre03.g199050	0.16906279043966083
Cre03.g199150	0.14528212433338494
Cre03.g199300	0.09463177065753318
Cre03.g199450	0.046750934491775226
Cre03.g199500	0.05306267024635769
Cre03.g199600	0.09492863207063328
Cre03.g199800	0.07575282492241645
Cre03.g200000	0.09606334175417058
Cre03.g200050	0.05661968215949055
Cre03.g205697	0.0485565276061207
Cre03.g205473	0.15448665083861576
Cre03.g205361	0.07120850870212869
Cre03.g204913	0.09729888790030808
Cre03.g204465	0.08237387518172112
Cre03.g800413	0.10796432289699032
Cre03.g203457	0.08788583002072603
Cre03.g203121	0.03360016622220624
Cre03.g202561	0.1412395285918311
Cre03.g202113	0.09336008699134696
Cre03.g201776	0.13628560629963732
Cre03.g201552	0.2348974313513092
Cre03.g201327	0.1115162593545564
Cre03.g800415	0.09558680457843524
Cre03.g200431	0.051920323314967154
Cre03.g199983	0.06378166843103177
Cre03.g199871	0.08257955223649247
Cre03.g199759	0.05805870070661564
Cre03.g199647	0.067631374675747
Cre03.g199535	0.0719384866615675
Cre03.g199423	0.10624190711321109
Cre01.g047800	0.12855685541809433
Cre01.g047750	0.07032562616048685
Cre01.g047700	0.09715675883227352
Cre01.g047650	0.04946649957582212
Cre01.g047600	0.0585664586830409
Cre01.g047550	0.05175226207759488
Cre01.g047450	0.11516835196655206
Cre01.g047001	0.0910952277672473
Cre01.g046850	0.04678418430927522
Cre01.g046800	0.0652495791104505
Cre01.g046150	0.10764137206196453
Cre01.g045700	0.12181977452959536
Cre01.g045650	0.04287363304993677
Cre01.g045640	0.09009785447948235
Cre01.g045601	0.13163260396172244
Cre01.g045600	0.09784021051839786
Cre01.g045550	0.037045837963046835
Cre01.g045450	0.026844624362280644
Cre01.g045350	0.05582762425843848
Cre01.g046652	0.10884089583526171
Cre01.g046650	0.21587486562663974
Cre01.g045902	0.08438182874757935
Cre01.g045200	0.2271481573416016
Cre01.g045150	0.10707327025700457
Cre01.g045100	0.06076621830221718
Cre01.g044900	0.08894841034632095
Cre01.g044800	0.05858216730690082
Cre01.g044750	0.09652780216253862
Cre01.g044700	0.11964620360045164
Cre01.g044650	0.09478693267905093
Cre01.g044400	0.09402095699769793
Cre01.g044200	0.0973909526172351
Cre01.g044050	0.0577832081299194
Cre01.g044000	0.06166376223036755
Cre01.g043800	0.10797534223469103
Cre01.g043750	0.0927428689676918
Cre01.g043700	0.10330526774224078
Cre01.g043500	0.10652996789352562
Cre01.g043450	0.0983579352560798
Cre01.g043350	0.16618606549209008
Cre01.g043300	0.08249624429545654
Cre01.g043200	0.12352358872547957
Cre01.g043150	0.05129188523191784
Cre01.g043050	0.10381493932427724
Cre01.g042950	0.047482690471312705
Cre01.g042900	0.07334945459584873
Cre01.g042850	0.05227091680205206
Cre01.g042800	0.13312180938793475
Cre01.g042750	0.08100200079857223
Cre01.g800109	0.16137150587059473
Cre01.g042550	0.07710798623754314
Cre01.g042450	0.06809148987043752
Cre01.g042050	0.12271435443761451
Cre01.g041450	0.08056751854430211
Cre01.g041300	0.1163194631792452
Cre01.g041000	0.10332015641862449
Cre01.g040450	0.07804655000175234
Cre01.g040500	0.07622544785167329
Cre01.g040400	0.032599271354565106
Cre01.g040300	0.09217093457232614
Cre01.g040200	0.05870369709887696
Cre01.g040000	0.06749955909646536
Cre01.g039850	0.16960541744879512
Cre01.g039750	0.07256581163459058
Cre01.g039500	0.12309365052013779
Cre01.g039450	0.13941653724916173
Cre01.g039400	0.081465844495808
Cre01.g039350	0.0837170920188433
Cre01.g039250	0.045092702475016275
Cre01.g039200	0.09232094252629505
Cre01.g039150	0.07168119737058383
Cre01.g038950	0.05872666828178698
Cre01.g038900	0.11070191591741788
Cre01.g038800	0.10191721772807583
Cre01.g038750	0.054379714541038
Cre01.g038700	0.09488175601286919
Cre01.g038600	0.10398181676785082
Cre01.g038550	0.11513110672982327
Cre01.g038500	0.09532031072447526
Cre01.g038400	0.06495365067515936
Cre01.g038300	0.11027630206624031
Cre01.g038250	0.05346664912282324
Cre01.g038200	0.09369662361761352
Cre01.g038100	0.08601993803941532
Cre01.g037900	0.0884526281846552
Cre01.g037850	0.10941115910408623
Cre01.g037800	0.05730027920457172
Cre01.g037700	0.1636600388010158
Cre01.g037650	0.12581602385901242
Cre01.g037550	0.16448236691033308
Cre01.g037350	0.14351716598138634
Cre01.g037250	0.05462119657630662
Cre01.g037200	0.1349546048152956
Cre01.g037150	0.09223365175758096
Cre01.g037100	0.13308407100603675
Cre01.g036950	0.0634847336298324
Cre01.g036850	0.052700786217371766
Cre01.g036750	0.056472308460873935
Cre01.g036700	0.06037314058474689
Cre01.g036600	0.12869428102521363
Cre01.g036550	0.06853000598464279
Cre01.g036500	0.08609688766964332
Cre01.g036451	0.055247650813780136
Cre01.g036400	0.08074478303427304
Cre01.g036200	0.0938492637345417
Cre01.g036150	0.09347082590413237
Cre01.g036100	0.05986855837583144
Cre01.g035850	0.10577839577652277
Cre01.g035600	0.09963621838533679
Cre01.g035450	0.05171420624985601
Cre01.g035350	0.08384715839086107
Cre01.g035250	0.072284747567075
Cre01.g035100	0.03799258242227703
Cre01.g035000	0.07190256507755041
Cre01.g034950	0.0409824383449656
Cre01.g034900	0.13088330627886544
Cre01.g034800	0.12445590489446319
Cre01.g034550	0.08691644988747513
Cre01.g034451	0.05928591731584827
Cre01.g034400	0.08139298015802933
Cre01.g034050	0.1335882435227218
Cre01.g034000	0.04694623553328855
Cre01.g033832	0.06922429170660704
Cre01.g033550	0.11646190620654129
Cre01.g800091	0.0809703455754093
Cre01.g033700	0.09879752896737375
Cre01.g033400	0.08180842787289391
Cre01.g033350	0.08346724466006764
Cre01.g033300	0.24849349558251105
Cre01.g033150	0.11053873105439438
Cre01.g032750	0.0369876220161647
Cre01.g032700	0.06469972368014919
Cre01.g032650	0.05708947769815361
Cre01.g032600	0.051209237831702094
Cre01.g032500	0.10011367683525212
Cre01.g032450	0.07456390385628146
Cre01.g032350	0.12182002965888641
Cre01.g032300	0.06745516512610714
Cre01.g032150	0.030303005626975167
Cre01.g032100	0.04023797970486459
Cre01.g032050	0.08677113862927611
Cre01.g032000	0.04097541565631099
Cre01.g031900	0.10520871977167437
Cre01.g031650	0.13671925638565385
Cre01.g031600	0.10322121227102707
Cre01.g031500	0.1941513411506617
Cre01.g031250	0.08356347413791529
Cre01.g031200	0.07046189564608818
Cre01.g031100	0.043239623385103385
Cre01.g031050	0.06427915687233093
Cre01.g031004	0.0575772722293468
Cre01.g030950	0.07438713548104336
Cre01.g030800	0.07105087924329538
Cre01.g030700	0.1877130398582739
Cre01.g030550	0.1218063840435083
Cre01.g030500	0.05657752189341051
Cre01.g030350	0.08110142336917403
Cre01.g030300	0.1289168133462944
Cre01.g030250	0.11546478429308345
Cre01.g030200	0.06599693101053726
Cre01.g030050	0.06445225797142758
Cre01.g029950	0.045924768795847
Cre01.g029900	0.1254799783966801
Cre01.g029850	0.06859082173721644
Cre01.g029800	0.0394469083709814
Cre01.g029750	0.056157319470171815
Cre01.g029650	0.04843596686961317
Cre01.g029450	0.10248268562545812
Cre01.g029300	0.08674433843054186
Cre01.g029250	0.13447004222498976
Cre01.g029150	0.05640807760433743
Cre01.g029100	0.06085398072605188
Cre01.g029050	0.0865038270576651
Cre01.g029000	0.13647450449188603
Cre01.g028950	0.06458019355368924
Cre01.g028600	0.08173082738309535
Cre01.g028500	0.08202129354422213
Cre01.g028450	0.09812068876163252
Cre01.g028423	0.10693029946444772
Cre01.g028350	0.12431885748393137
Cre01.g028300	0.05915773490162415
Cre01.g028250	0.06813184005583078
Cre01.g028200	0.08714178412477963
Cre01.g028150	0.07754005043935282
Cre01.g028101	0.12530450073049249
Cre01.g027950	0.0650923421078331
Cre01.g027900	0.076542365015666
Cre01.g027850	0.10652067129248288
Cre01.g027800	0.06471955904961987
Cre01.g027764	0.11977512174370067
Cre01.g027700	0.09015229070295014
Cre01.g027500	0.08565648545257518
Cre01.g027450	0.04837878450507628
Cre01.g027250	0.11754665737488842
Cre01.g027200	0.0489630105211993
Cre01.g027150	0.07668312671668699
Cre01.g027100	0.03845011747941318
Cre01.g027050	0.07343210641483777
Cre01.g027000	0.04709043892156277
Cre01.g026900	0.0813531296998207
Cre01.g026650	0.07399819370997739
Cre01.g026600	0.05579220412398912
Cre01.g026550	0.049759726676586694
Cre01.g026400	0.08611710358538086
Cre01.g026250	0.0776201103525225
Cre01.g026200	0.06633857381682935
Cre01.g025900	0.11991495177289564
Cre01.g025700	0.10339670328288178
Cre01.g025600	0.0832503564231495
Cre01.g025500	0.10812354366510409
Cre01.g025450	0.06874859607363742
Cre01.g025400	0.0868070077952311
Cre01.g025300	0.045983021161879266
Cre01.g025250	0.10332620553827845
Cre01.g025200	0.2918690064908159
Cre01.g025150	0.07619983603755738
Cre01.g025100	0.0403027525945789
Cre01.g024950	0.10541993982917768
Cre01.g024750	0.08983392319867764
Cre01.g024550	0.13355532460734026
Cre01.g024500	0.08553705888858236
Cre01.g024400	0.08590458120498555
Cre01.g024350	0.04597802394448121
Cre01.g024300	0.018309023954689172
Cre01.g024150	0.07195347432887808
Cre01.g024100	0.05622367329064868
Cre01.g024050	0.10360516177474528
Cre01.g023787	0.08981598884551309
Cre01.g023773	0.13798540914615445
Cre02.g093500	0.2058942200946543
Cre01.g023400	0.20696042392283348
Cre01.g023350	0.09484118264291355
Cre01.g023300	0.11899606969471424
Cre01.g023250	0.07731161153227692
Cre01.g023200	0.09337587068914985
Cre01.g023150	0.06884504784309838
Cre01.g023050	0.09019587732535297
Cre01.g022650	0.0692601147460344
Cre01.g022550	0.06337591057889518
Cre01.g022500	0.13318431150310941
Cre01.g022250	0.05616591924011938
Cre01.g022200	0.0744713457896716
Cre01.g022150	0.0762978575669497
Cre01.g021750	0.11654852600572012
Cre01.g021650	0.0716542954369164
Cre01.g021600	0.03970337908626574
Cre01.g021500	0.09664578963144145
Cre01.g021450	0.06384151876962083
Cre01.g021350	0.10296894979587426
Cre01.g021251	0.0891936881605311
Cre01.g021050	0.08023048654892209
Cre01.g020950	0.07217074657679248
Cre01.g020350	0.04517636167272299
Cre01.g020400	0.06852017940562186
Cre01.g019850	0.059850931789911535
Cre01.g019750	0.036832982267413286
Cre01.g019600	0.05208841337117864
Cre01.g019450	0.13027678437234774
Cre01.g019250	0.049117743675973574
Cre01.g019150	0.052773059633289654
Cre01.g019100	0.11360226608626364
Cre01.g019000	0.10583202376787423
Cre01.g018950	0.1134512479261109
Cre01.g018850	0.17223375050636264
Cre01.g018800	0.0984598657186677
Cre01.g018700	0.04891616765740363
Cre01.g018600	0.07705054432454102
Cre01.g018550	0.08646185110658954
Cre01.g018450	0.09750655708564851
Cre01.g018350	0.05115038514018065
Cre01.g800057	0.08936701858985621
Cre01.g018100	0.10600046039221538
Cre01.g018050	0.0787712606261551
Cre01.g018000	0.08164310018345253
Cre01.g017650	0.09219095903704363
Cre01.g017500	0.05361212491954019
