	CSCH_1	JG05_1	CMAL_1	CINC_1	CREN_1	CREN_2	CREN_3	CREN_4	CREN_5	CREN_6	CREN_7	CREN_8	CREN_9	CREN_10	CREN_11	CREN_12	CREN_13	CREN_14
Cre16.g662950	1.221181185595654	0.5318220471345481	0.033369018590249204	0.2302490337598035	0.497732809126916	0.14967233286679082	0.2742196715623882	0.5541173640685497	0.5698949157333796	0.7764112845489776	0.7012612714339064	0.6927405655545892	0.9668748927077409	1.0492922116798702	0.594205353733565	0.9575292804932594	0.6583282629671344	0.8795026005523546
Cre16.g663150	1.1330360724014894	0.8395408884837681	1.0138880059809923	1.1355192259870457	0.32315575940938046	0.4643337955592055	0.4586370499167172	0.670257658878503	0.4817199092765745	0.25398146357383666	0.6544753931601179	0.41695430497865105	0.4864296115683613	0.674277057250179	0.256814418190748	0.42216025366788384	0.6626103898778734	0.48468499074626564
Cre16.g663200	1.9064923073888067	1.5361885495361132	1.6138842322602327	1.8070251667060375	1.3767302192015343	1.324446293563326	1.2771769040118284	1.315896727688702	1.502420258681166	1.3497569213977658	1.3317786095203807	1.4217854334517273	1.3923898821210594	1.6090669134442992	1.0060285665922437	1.585397555505635	1.4892179834571988	1.436553859151013
Cre16.g663350	1.872196742670386	1.4924329320914147	1.0061470758425473	1.637636517345794	1.85389381193763	1.6334177936602676	1.712357610821856	1.7277206121812274	2.0646514213509812	1.5257896541480653	1.7364020908402957	1.7509953816776556	1.7911814822608854	2.0338225379446295	1.735025852468219	1.9964465628344534	1.8429541946326062	1.936305881070746
Cre16.g663600	1.8643144377938359	1.309417914334988	1.5813145056751325	1.8683772436724384	0.7705227354545019	0.9540177971107293	0.7372996476099785	1.0925598256033053	1.0348634034280333	0.6872548119990813	1.138356121733011	1.1032560216177583	1.1969208352589558	1.2618377906993066	1.023212205839128	1.2883553567015538	1.1898756620387987	1.2944348248582342
Cre16.g663650	2.0067100247192413	1.239975496762041	1.3143639010726726	1.4442655806962714	1.3477981958373502	1.6142002495740702	1.5249554631543756	1.792767850393227	1.8961938300304682	1.600143176235947	1.9976540601613888	1.682046773791492	1.933700624665848	2.0060254989672472	1.761977750245197	1.6399028561328537	1.8901571806823785	2.016186542731898
Cre16.g663800	2.109348292766773	1.615336693160939	1.458411107077682	1.8145742729856413	1.35849356719496	1.5354818373631003	1.323044401316277	1.705222063240038	1.6871893398845088	1.132154679191675	1.498127023732147	1.6615379538276063	1.4099928657024487	1.0610877127428935	1.4766665044462923	1.2487047203653265	1.292408272213876	1.5989570702818419
Cre16.g663900	1.9964825089674036	0.7827729495876528	1.911727969731237	2.712925100187191	0.8732553369189036	1.0060308345875593	0.8386010761632738	0.9754853401840894	0.9195197363217747	0.7304299137850628	1.1653251505916047	0.8311255465760473	1.3265741848650827	1.3031208652359954	1.3069026625828029	1.0891823677854988	1.6639770550942372	0.7281610284583562
Cre16.g663950	1.6353679032187216	0.6516281512686602	1.9678532058753553	1.9454289202174997	1.7994285454096641	1.7607952648495235	1.5254707046375924	1.6666107316886076	1.9748990243735283	1.7854689780627964	1.4589111321543986	1.9136982150253339	1.355438281892107	1.5668126046313267	1.5391424469181805	1.8663814421469946	1.8139855423944675	1.807112372127408
Cre16.g664050	1.823882903970858	1.1742951707567235	1.1661968766706652	1.2118985639584172	1.5866356437263336	1.4714867780167198	1.3955437861055653	1.5083664026724746	1.6098918048921627	1.700923891580128	1.914525943434092	1.5467465325575434	1.7425806838881202	1.7183735652031729	1.3061259218639005	1.9601073998420668	1.7482430697680427	1.7137962890990621
Cre16.g664350	1.164601855978664	0.36508937722364154	1.0052161518851608	1.2835049935087184	0.992155602689586	1.036151864008844	0.8148460382712498	1.1075488158829319	1.4510022397201219	0.828076740823433	1.3896955332626277	1.1044742145041178	1.3934672889371873	1.4973936697720494	1.2831110131350634	1.3165250103677155	1.4850960407475862	1.3599584941772427
Cre16.g664500	1.87145685239989	1.6653168710422408	1.3054786774484413	1.4690727944937652	2.0132581835332966	2.0230166143619583	1.9259421534396584	1.874283842469361	2.0174741959260913	2.0168249967043916	1.6644643634757301	2.075630303796102	2.174761759720516	2.395680385453211	1.9695259991063705	2.4494149599307726	2.449502784125094	2.1886536640878598
Cre16.g664550	2.396366027289463	2.1260853662275134	2.288755232687608	2.5592060786872577	1.6370037333889988	1.6864274983113607	1.6213870723769725	1.9129084011547888	1.895483828634323	1.3714884338018485	2.097537031011639	1.9190292029165965	1.6325538072680215	1.9824582550297534	1.873470960699898	2.002780605407376	2.020488317072967	1.937374068240038
Cre16.g664850	2.0403899960566747	1.1773925353269354	1.3396917079231538	1.670470542260471	1.5236081863960533	1.6037517236831387	1.5308895867719903	1.631725780033431	1.8589362981454496	1.5557461492838134	1.627409657183555	1.681796267501088	1.6104008756366572	1.8258475595604495	1.3923748045091697	1.8725936867487183	1.9078442889901215	1.8238827368269286
Cre16.g665000	2.4327134754995554	1.9283786112520274	2.034547118257415	2.367032715006644	1.8698871338319387	1.7434314332989913	1.8486862222429774	1.80017973786856	2.083329157719094	1.7512801544420737	1.867168437990519	2.1898282287939463	1.8986214689484746	1.9430777332417069	1.8120207457712212	1.9942658991322206	1.9787721004027756	1.9637202066229993
Cre16.g665200	1.6834458524719955	1.0442721375814594	0.9687295488969283	1.5109368449118326	0.8937065460445887	0.8879160889216948	0.8390970332706461	1.003631643738173	1.0976432285616613	0.48935328369244757	1.1105323820489947	0.9699308970825905	1.0025315774265402	1.0475601592171668	0.9379239379938604	0.8852771845022112	1.1830690242738384	0.9785617696877956
Cre16.g665364	2.226138710396331	1.9246849831918305	1.8587449670295642	2.0349817383664535	2.1398071505433975	2.111711407331333	2.1446138945694293	2.1182295294619253	2.257872070268297	2.1846560669000135	2.2056344535443975	2.2863978594912573	2.270356225391382	2.4410052676434906	2.095077369466119	2.304501138826315	2.1600613837436344	2.2766122759590677
Cre16.g665400	2.404359008495206	1.970029574171531	2.3862544334704046	2.3279960450256585	1.5061101963031782	1.387266536026666	1.6779741523095155	1.5908684226473924	1.9787869260384692	1.0429299410017872	2.0123119912039766	1.9011488268234353	1.7573743564651834	1.9203742010240188	1.9829279570183884	1.628111093168144	1.6571978825778921	1.8229880569357753
Cre16.g665500	2.1555232135073923	1.561528901144969	1.5736696149647464	1.9239913809118232	2.1061593345124074	2.0664628665166	1.918406004220869	2.058346834189023	2.5480188723789197	2.0288182207924845	2.4313661181630004	2.3963314736676242	2.1495329780832795	2.3602227622013907	2.2059483621203557	2.1538478675538455	2.12363044787014	2.193303556457528
Cre16.g665550	1.587374955865868	1.061489564749339	0.872934137299205	1.332803987892317	0.8257269989061325	0.9617717988006352	0.9773705580973003	0.9526048090018585	1.0648547231806584	0.941875986199895	1.2204848792406477	1.038307507666916	1.1506296863350465	1.2159113797694685	0.8530918689844242	1.075068197708722	1.0622313235265335	1.1797647694540778
Cre16.g665650	1.815262134366757	1.3388573932986376	1.3845686314259433	1.5703633425083487	1.267498678587261	1.163349613384667	1.1959819027612224	1.2477117086592875	1.2229395314759095	1.1012032241376541	1.3316148989948091	1.3029730147458076	1.2879929234310568	1.5124527127107885	1.0165742897037227	1.3147876252030954	1.3895374069371837	1.5556583061789753
Cre16.g665850	0.4087196828722178	1.176866878470746	0.23242141103055763	0.8947657702466163	1.5091883994863955	1.238436494542974	1.5376274009403892	1.101631184277349	0.9265019550112873	1.0630058200143886	0.795609650709925	1.6239461014971708	1.1205433960083868	1.9216975796551738	0.8376993942846502	1.7221701663779225	2.028502721081819	0.9864289469034037
Cre16.g666050	1.7715897530562865	0.9972067390869477	1.0460890592894554	1.8463467098230284	0.19504185223771375	0.5331459353286856	0.4090442726376681	0.7143565740745611	0.5684215968853203	-0.08142955846631306	1.0117890718925648	0.5629827775930776	0.44349714274742125	0.7179170287450529	0.3790583515713599	0.3908966082107231	0.6818016703304066	0.7311598590353517
Cre16.g666334	1.6671905605205695	1.4023430530183185	1.2178461703317158	1.5906200726438404	1.1904268069106476	0.9800373116173222	1.0391901137827773	1.0731765645253408	1.1017541269420437	0.9118058468387749	1.155531352097286	1.1751155147898988	1.0345380403253541	1.514473712208065	0.8513942638106042	1.393025307375499	1.3963799549328078	1.1412432394541003
Cre16.g666400	1.806918677261663	0.8602324384681317	0.9512610486629438	1.197615049794905	0.5398399735030497	0.5084789819259945	0.45288888502449604	0.5579849261675143	0.7225102982624434	0.7385567314913011	0.666326627743723	0.7196948826158652	0.8496977258175507	1.0063632511860972	0.30663646177754444	1.0209558448318832	0.942906565975997	0.8778838687866812
Cre16.g666550	1.8740592115306998	1.4346951714235283	1.1853360355987694	1.6267040992597033	1.022563680915094	1.0737116862224698	1.0006016595303289	1.0048413168400305	0.9007772065051005	0.5920111518558417	1.243833499249901	1.1704768343492646	1.3399062767653789	1.2457379587125164	1.2596450603470717	1.214936944572952	1.3472061716400985	1.190148968913196
Cre16.g670261	1.8165266628585512	0.902668692861726	1.1382401131603284	1.146185369545586	1.0396495399466006	1.0943468767412603	1.023075465626019	1.17119511809269	1.3074623066368187	1.1777907455969334	1.242153325032668	1.1294599993842	1.1075122545527456	1.2283512287795881	0.8946362419013034	1.1371157019027351	0.9922603758635646	1.2858809531653963
Cre16.g670617	1.4148422723426994	1.2334414976172707	0.7000217707702265	1.384210622751389	0.8660573278551458	0.8528366371889019	0.8063384179052459	0.9522045917442923	0.8944322933420747	0.8163757927776101	0.8795928641188967	1.017917246089658	1.098027064197916	1.1780246263117364	0.6319278836155366	1.020278431849242	1.0586783432840319	1.16983481381222
Cre16.g670973	2.0161248863069483	0.8293401639674929	1.9660154797468063	2.1857912810911317	1.9119053676779403	1.9314215087639335	1.8654878963013959	1.9776414102064406	2.301171475440374	1.6681759165221337	2.2956626612958457	2.3322036678183045	2.1208027382476025	2.030149427450964	2.188178908328907	1.8234735525307528	1.7921734718516902	2.0164299460534165
Cre16.g672397	2.1348530480395542	1.5648842242847643	1.7578985302860044	1.9303813039185493	1.288513504998904	1.2700820516873805	1.1662280540579255	1.3266929911812861	1.4961938724625559	1.294292114321157	1.1010630178692087	1.4286890749671481	1.3189686210592615	1.5564733930585626	1.1185009200846785	1.4197477404473888	1.2479062634572329	1.7262604463389475
Cre16.g673109	2.4495997943722077	2.1900559009991634	2.5498263487785326	2.8775063406123493	1.988036014929097	2.15202943800131	1.9350646236964828	2.215274704259626	2.373331947473428	1.9977161094849765	2.436687570508025	2.3793378964384004	2.138485370133902	2.1640821538110155	2.240376574325363	2.0860360012159602	2.0792151874708904	2.293377690455554
Cre16.g674534	1.851194708671682	0.2906301358841459	1.0215786900633241	1.1970501780721332	0.8124878107265169	0.8055351927695127	0.8230685832124205	0.8790541228494695	1.0457862438366652	0.5250822963463019	1.052512144885236	1.1518084476283308	1.2486574510643658	1.1723731161835513	0.6564214886071819	0.5785655076975615	1.13942696127798	0.9019664706494875
Cre16.g674890	1.1926832596468566	0.7651847762268151	1.2989965556933796	1.4363134866507634	0.39154028008857183	0.5362410875959526	0.34428662176905966	0.6007613337242576	0.5586386782477404	0.5183800809736656	0.963649759888622	0.6072186071430414	0.7546182723839916	0.8438710486001056	0.277361467168192	0.7104417589416995	0.788851651362872	0.43009224027911264
Cre16.g677026	2.263564761614795	1.8066600161304895	1.9513741493053427	2.3949270186962033	1.8660337716607038	1.8023146309663196	1.636496347639701	1.9060970961067731	1.7187258755337549	1.7380835673370294	1.7765306402901961	1.9935642094592714	1.8872402147388887	1.857620168252393	1.6096002792080286	1.7808760571021973	1.7187969147908915	2.0218492513004227
Cre16.g679164	1.3345686304535955	1.3350553220742447	1.1168453192785832	1.4995000009787698	0.1188922433148855	0.5256336838640583	0.33339859763381346	0.5897044347637678	0.5915315425017564	0.33219109764570265	0.7289905331135764	0.3222065450304752	0.6600825684387018	0.6563198949692639	0.237008795338355	0.466742170879643	0.6097095497516781	0.6512250109351443
Cre16.g685573	1.9527211635178652	1.4960786265097792	1.1932297031811894	1.887488102678167	1.1804619797121543	1.1913541462251092	1.2992526531157322	1.3033870717801816	1.3925170243653386	0.8394962420067035	1.4115324990245732	1.1256269883811951	1.5815482353370776	1.567472652382049	0.90660387087747	1.6636244455034224	1.6141388669669763	1.3662363068403338
Cre16.g688650	1.276759040897218	1.0214593036013146	0.7289991884245997	1.8920002743432738	1.9629907257893044	1.6633939824951163	1.7174361876063478	1.6338448133487415	1.6923916518070676	1.5909026175961614	1.2024520365467164	1.7663665507351525	1.5130682821912813	1.945198176107377	1.3746236591513583	1.9080146786810965	2.2505753332069225	1.7881131920302897
Cre16.g688800	1.7016298223326984	1.4569698172773564	1.3761692222101318	1.873339493368145	0.5371128767788655	0.9340089177898373	0.7232995304735251	1.1717187039695978	0.9379048887800016	0.8326475707017418	0.9587887003452704	0.9069648874164313	0.9983864100157155	1.1154860993608822	0.7774279945564062	0.8153719813692705	1.1582159702910337	1.3427023844387458
Cre16.g688850	2.0597243416059317	1.1697012481369	1.6688402634225346	1.4845787466617753	1.0480451235315553	1.0804823576123175	1.0841374139682922	1.3287057655490346	1.2395167245650627	1.1558438125547417	1.2803934845568588	0.971262406441614	1.0941075836253442	1.2039643901557284	0.7866080146995404	1.0105815018853601	0.9017529655297021	1.107068707275218
Cre16.g689600	1.7659329003468873	1.3758651109824982	1.176503098880755	1.696715534400524	2.024684085598866	1.99122366205135	1.9033331384770829	1.9100813850509062	2.2138078409124327	1.810199827590679	2.000831398084028	2.0790375671240438	2.2422951277047827	2.305901021440018	2.243035902088104	2.2842764634628363	2.369546955616305	2.242154761040958
Cre16.g689650	2.8297544181617273	2.3777711481237804	1.9316171726267508	2.695391030769163	2.6294336729323313	2.4923961447390743	2.2893662958647116	2.4442848131490256	2.7786967374606326	2.3564793741332863	2.671221096484521	2.605011473689677	2.8230997690624924	2.832859490227869	2.883953565845922	2.786006040362163	2.7902357873684176	2.7648260939607234
Cre16.g690150	0.9658484889413312	0.5784370925804868	0.6281561750533545	0.7085741352218448	0.7759446893021158	1.081849042415452	0.7961935674363172	1.244661141174421	1.0968361524945311	0.9577748413501161	1.128469034303212	1.1285851015711748	0.8714384599756305	1.1121129344369	1.025909467066934	1.1735015380375102	1.2660842431776587	1.0994235822860854
Cre16.g690200	1.1549735232884397	-0.2599117643899499	0.8801419430897243	1.0876731943260225	0.28467056026685816	0.470190861673099	-0.00411041751370371	0.499192279544394	0.4830865598413089	0.5034930454044593	0.5880431618131581	0.7858416827298038	0.608587617242837	0.5869226605190214	0.39255461354596316	0.414445431721974	0.44231997961710945	0.8174930616515893
Cre16.g690250	1.247974988177886	1.09310324409702	0.891222034339907	1.1675551686118604	0.5368494578484946	0.7435331506106762	0.5104616232075504	0.9143450676641156	0.6887893552261838	0.4975262599426542	0.8298043203648551	0.716399974239209	0.7448973744978136	0.7623174580819829	0.6184984108807444	0.5793943036275018	1.2801562051672075	0.7477069632757962
Cre16.g690450	1.0167346318629138	0.9813429866801039	0.7971482807127668	1.0783389923880575	1.8414086404426455	1.657137626898173	1.8498502195573767	1.7288728023687172	1.6249638337809518	1.5031686867656715	0.9343704854510032	1.7855482579053685	1.4409941889147342	2.00272709114385	1.2729680200803235	1.938314907402087	2.2258829381008947	1.757496897105444
Cre16.g670250	2.2743158679129523	1.4602690793318929	2.03863828540724	2.026722065213365	1.5896782178523243	1.806440633354292	1.6913019985177573	1.9481827617887324	1.9600134282300523	1.816748882860957	1.8401938695110727	1.9199158778966632	1.7211434192946413	1.8609033044273326	1.6330759852283174	1.7695389077057333	1.754498549156717	1.8492638668856374
Cre16.g669900	1.4585086059343026	1.390448565592596	0.7857078379980734	1.5377261398048678	1.7952017095654567	1.729652966456085	1.768996216465645	1.667023499201858	2.003595632481278	1.6023936472900495	0.9773355663700958	2.031471014633162	1.9577334293262203	2.312803622320089	1.5762908221847625	2.1885392665170524	2.5111579720616706	2.2901162097946237
Cre16.g669650	2.0877688117844877	1.372266405288062	1.7969457981217967	2.221026353298463	1.6022912546622308	1.7636245169636968	1.5003638549687597	1.9852717669187496	1.8183367899830547	1.3476370025627638	1.634566053882632	1.4966542304347228	1.5784589084309915	1.7158231160362267	1.5539693625277997	1.5074462192459415	1.6867227113402474	1.874382567861213
Cre16.g668200	1.376303973630431	1.4304748363524433	1.0318211139713018	1.3478083297395251	0.5279875463841939	0.6140569206899553	0.8139040386204315	0.6967367726990072	0.9032370943178092	0.7962403400448084	0.8853340783955888	1.069445550403212	0.9733912481472835	0.8435494173796582	0.6329474755658425	0.9704227807075305	0.8992078676000236	1.112367105235984
