	Vg	CC2344_Vm	CC2931_Vm	average_Vm	expression_bins	average_ED
Cre01.g012300	0.1412092191958575	0.0012643540574511618	0.0008472828634654013	0.0010558184604582816	20	0.08220612049242522
Cre01.g012500	0.2901798278163436	0.0015589388599068954	0.0008813616630099912	0.0012201502614584434	30	0.04606452314251566
Cre01.g012600	0.5274694188360111	0.0030487829491102425	0.0019222196699553219	0.0024855013095327824	100	0.11483083704911612
Cre01.g012700	0.9980016781588648	0.0005713790289921673	0.00213464229627612	0.0013530106626341437	50	0.15531848543587692
Cre01.g012750	0.5049191459700952	0.0005504216311981447	0.001429114934723061	0.000989768282960603	20	0.10471977327319404
Cre01.g012800	0.4195196758176451	0.0007760313801066967	0.0012322295350935698	0.0010041304576001333	20	0.08606444590811782
Cre01.g012850	1.6500336644600953	0.0015388889233041477	0.0025742887289353744	0.002056588826119761	90	0.08054346689227461
Cre01.g013150	0.8946171052578231	0.0015913892789394442	0.0018296979831254152	0.0017105436310324296	80	0.07347868280819365
Cre01.g013200	0.3085421830939502	0.0026497864971930843	0.0011473193417530227	0.0018985529194730537	90	0.04623582539084435
Cre01.g013350	1.2420200878117955	0.000775307940838005	0.0012240737742535222	0.0009996908575457637	20	0.07117455467571412
Cre01.g013450	1.2161440093994942	0.0067815539045691575	0.003887726155220722	0.00533464002989494	100	0.09277940142198424
Cre01.g013500	1.4981426109231697	0.0011526016063301392	0.0011130334001531422	0.0011328175032416406	30	0.19781707441148116
Cre01.g013700	0.3241510720511986	0.0035469615564421623	0.001287343614899159	0.0024171525856706605	100	0.07030576641764788
Cre01.g013801	0.3444036404685738	0.0013599870994954947	0.0010113738770621355	0.001185680488278815	30	0.0811997102996855
Cre01.g014000	0.9305188498380248	0.0012350942620740588	0.0014132340240089647	0.0013241641430415119	40	0.07046710142162829
Cre01.g014050	0.2376575843251699	0.0025273860231620677	0.0009819607145780435	0.0017546733688700556	80	0.11119659234999166
Cre01.g014150	0.2249332629796959	0.0016378087167402407	0.0007247738792909267	0.0011812912980155837	30	0.08087082158017705
Cre01.g014350	0.4078103516703299	0.00205925585181365	0.001113624043010651	0.0015864399474121503	70	0.07114330305909032
Cre01.g014400	0.4544898859078479	0.001423039001834179	0.0015363060025389596	0.0014796725021865693	60	0.08325620867373794
Cre01.g800047	0.2248182680647089	0.0017788044146245633	0.0011378559745620878	0.0014583301945933257	60	0.12688958098235062
Cre01.g014700	0.0250691036162101	0.0016390591852492517	0.0009129466257838629	0.0012760029055165572	40	0.08969516583432745
Cre01.g014800	0.167942954519541	0.0018496186292679064	0.0012006346942003143	0.0015251266617341103	60	0.07848064425774737
Cre01.g014850	0.1220266208515994	0.0027508246739843746	0.0013487347398167043	0.0020497797069005397	90	0.07765373468096341
Cre01.g015000	0.410248572240326	0.001977559862262261	0.0021878735108738527	0.002082716686568057	90	0.07034682841599163
Cre01.g015250	0.1637429044438165	0.0032620598741970284	0.0017670427079044782	0.0025145512910507532	100	0.0799990884184307
Cre01.g015600	0.0294035608173161	0.0028435629697507537	0.0019380119713467193	0.0023907874705487364	100	0.1237224167414253
Cre01.g015650	0.402227431327486	0.002026306855887344	0.0021803337578433666	0.0021033203068653553	90	0.1216910818977135
Cre01.g015700	0.5022859989538864	0.0005780686797264516	0.0014161943605633777	0.0009971315201449146	20	0.11238304144411923
Cre01.g015750	0.2411036171331089	0.001929466173305364	0.0016602633536080221	0.001794864763456693	80	0.08270616255553255
Cre01.g015850	0.4740657201580768	0.0008707866293421365	0.0022296759054160815	0.0015502312673791089	60	0.09592838857495523
Cre01.g015950	0.2572550930527456	0.0006126660978050007	0.0007213080636797901	0.0006669870807423954	10	0.06496525513280393
Cre01.g016050	6.459795074030391e-10	0.002792082293500475	0.0015508674310122693	0.0021714748622563723	100	0.05381004743805843
Cre01.g016150	0.4729696558036705	0.0018474674946494327	0.0013053774485194617	0.0015764224715844473	70	0.13610385762895708
Cre01.g016300	0.395745962437279	0.0013403271013588919	0.0010060509125041329	0.0011731890069315125	30	0.09830608282371935
Cre01.g016528	0.1998751805855616	0.001382627306462394	0.0012014966178938036	0.0012920619621780989	40	0.05336497556408197
Cre01.g016556	5.990840509816538e-10	0.0014210231840540775	0.0009732190560481694	0.0011971211200511233	30	0.06946661888995392
Cre01.g016600	3.4318040751409358	0.0030120797447099187	0.001164043319282637	0.0020880615319962778	90	0.12728063942458268
Cre01.g016850	0.3765206383672513	0.001451556558178319	0.0009076712793290939	0.0011796139187537065	30	0.10455000801067722
Cre01.g016900	0.456156253755633	0.0010350333425902965	0.001732643015996999	0.0013838381792936477	50	0.09451826957169304
Cre01.g016950	0.1692451639696867	0.0016314533001624205	0.0011502494472852406	0.0013908513737238306	50	0.038591773633777596
Cre01.g017050	0.0255791659790624	0.0015219080967081402	0.0010597413364867225	0.0012908247165974314	40	0.10176867063728465
Cre01.g017300	0.8923408797278608	0.0010236483550645232	0.0013536509140376644	0.001188649634551094	30	0.07560633652853901
Cre01.g017500	0.1104198426194854	0.0011477924710782189	0.0007768211258786663	0.0009623067984784427	20	0.05361212491954019
Cre01.g017650	0.2043914046725429	0.0028219056845671464	0.0014487582345835623	0.0021353319595753544	90	0.09219095903704363
Cre01.g018000	0.514715130710281	0.0019236517331061784	0.0013417858139855281	0.0016327187735458533	70	0.08164310018345253
Cre01.g018050	0.0931778192521337	0.0026945512289404372	0.001379544361270763	0.0020370477951056	90	0.0787712606261551
Cre01.g018100	0.3116507068248343	0.001926773207617338	0.00143114146624017	0.001678957336928754	70	0.10600046039221538
Cre01.g800057	0.1670501558710143	0.0010460724412810231	0.0008749684792699661	0.0009605204602754947	20	0.08936701858985621
Cre01.g018350	0.1871037803361057	0.0015722301375509268	0.0013039934322615796	0.0014381117849062532	50	0.05115038514018065
Cre01.g018450	0.2820075576954943	0.0013566638736583223	0.0014891945267522153	0.0014229292002052689	50	0.09750655708564851
Cre01.g018550	0.8617760127702756	0.0015367064233211313	0.0025508511248665297	0.0020437787740938303	90	0.08646185110658954
Cre01.g018600	0.1778856019656471	0.0015538078067866517	0.000798063539737878	0.0011759356732622649	30	0.07705054432454102
Cre01.g018700	0.5665141214356005	0.0011336124585702549	0.0012311683767205301	0.0011823904176453924	30	0.04891616765740363
Cre01.g018800	0.1111157589025923	0.002277782797522694	0.0010909348567421657	0.0016843588271324298	70	0.0984598657186677
Cre01.g018850	0.4692267256877791	0.00147567176220367	0.0011265508226740433	0.0013011112924388567	40	0.17223375050636264
Cre01.g018950	0.2546049395654904	0.0018213832676406833	0.0014066837899095745	0.001614033528775129	70	0.1134512479261109
Cre01.g019000	0.4480217834830436	0.0016253205867892435	0.0010486232892065264	0.0013369719379978848	50	0.10583202376787423
Cre01.g019100	0.3913131036355512	0.002027636203512845	0.0012210872011734332	0.0016243617023431389	70	0.11360226608626364
Cre01.g019150	0.4912148849260347	0.0030475373896256	0.001536374981207186	0.002291956185416393	100	0.052773059633289654
Cre01.g019250	0.2251501245352166	0.0021651694226600235	0.0009521586871083327	0.0015586640548841781	70	0.049117743675973574
Cre01.g019450	0.9463639977538564	0.0024424689367830233	0.0017506169492943048	0.002096542943038664	90	0.13027678437234774
Cre01.g019600	0.1985212210002065	0.0009527051329931649	0.0011658878707274934	0.001059296501860329	20	0.05208841337117864
Cre01.g019750	0.2763520896089773	0.0021512657220941283	0.0011132358519376055	0.001632250787015867	70	0.036832982267413286
Cre01.g019850	0.1585331289207988	0.0025592528234735924	0.0013320605977869215	0.001945656710630257	90	0.059850931789911535
Cre01.g020350	0.1226708856798211	0.0013941934587210294	0.0006475680839154496	0.0010208807713182396	20	0.04517636167272299
Cre01.g020400	0.1788530354200172	0.0015872291771439342	0.0009457092403576604	0.0012664692087507973	40	0.06852017940562186
Cre01.g020950	0.1055773571650166	0.0017415978704124575	0.0009434566996260677	0.0013425272850192626	50	0.07217074657679248
Cre01.g021050	0.6984101630231887	0.0016176939191811755	0.0017137235570610103	0.001665708738121093	70	0.08023048654892209
Cre01.g021251	0.3378652452211491	0.0018013635309492783	0.0018248774367114475	0.001813120483830363	80	0.0891936881605311
Cre01.g021350	1.162212077941549	0.0015794322774415736	0.00133025914307078	0.0014548457102561768	60	0.10296894979587426
Cre01.g021450	0.1969408685462932	0.002768934481834505	0.0012422517192040036	0.0020055931005192543	90	0.06384151876962083
Cre01.g021500	0.2266874633451447	0.0024129773839859877	0.0017982389170526302	0.002105608150519309	90	0.09664578963144145
Cre01.g021600	0.2612180156829032	0.002255840094036382	0.0008210156145744921	0.001538427854305437	60	0.03970337908626574
Cre01.g021650	0.3547137613473486	0.0016358055445310164	0.0010324957264520053	0.0013341506354915109	50	0.0716542954369164
Cre01.g021750	0.355615515484359	0.002530196482723955	0.0010254519163286546	0.0017778241995263049	80	0.11654852600572012
Cre01.g022150	1.065635122413874	0.0006280911048330361	0.001204719509895464	0.0009164053073642501	10	0.0762978575669497
Cre01.g022200	0.558139887141747	0.0017800643542060738	0.001755188434629988	0.0017676263944180308	80	0.0744713457896716
Cre01.g022250	0.1793446885983418	0.0011520226580296125	0.001329708846058691	0.0012408657520441516	40	0.05616591924011938
Cre01.g022500	1.4313517025422786	0.0018227099332880242	0.002465844931993609	0.0021442774326408164	90	0.13318431150310941
Cre01.g022550	0.0713615234171577	0.0025647416738893533	0.0019930795914319156	0.0022789106326606343	100	0.06337591057889518
Cre01.g022650	1.1717134557715052	0.0022359437556589263	0.001151261325609601	0.0016936025406342637	80	0.0692601147460344
Cre01.g023050	0.2904888780211471	0.002521528534861935	0.0015406412492243351	0.002031084892043135	90	0.09019587732535297
Cre01.g023150	0.8384416135061742	0.0029122773600834444	0.0019781918303107297	0.002445234595197087	100	0.06884504784309838
Cre01.g023200	0.2644347901267289	0.0017990045488331292	0.0011938582774234248	0.0014964314131282771	60	0.09337587068914985
Cre01.g023250	0.3155365957056664	0.0018889955602746096	0.0016681465309037675	0.0017785710455891885	80	0.07731161153227692
Cre01.g023300	0.884160679889651	0.001826782420838965	0.0018403987955335507	0.0018335906081862578	80	0.11899606969471424
Cre01.g023350	0.1525163337900158	0.0022877178932731185	0.001092631369792179	0.0016901746315326487	80	0.09484118264291355
Cre01.g023400	0.2312910193969536	0.0016149221604862215	0.0010114664276164754	0.0013131942940513485	40	0.20696042392283348
Cre01.g023773	0.889423971195555	0.0022405520702102736	0.002070045837511865	0.002155298953861069	100	0.13798540914615445
Cre01.g023787	0.2411363282469674	0.0017320943969849547	0.000776618220108659	0.001254356308546807	40	0.08981598884551309
Cre01.g024050	0.1154770003424137	0.001628469937751959	0.00045878138923353555	0.0010436256634927474	20	0.10360516177474528
Cre01.g024100	0.2875217493581342	0.00173737529701003	0.0013033794019965267	0.0015203773495032784	60	0.05622367329064868
Cre01.g024150	0.1684747995338714	0.001933127063682138	0.0011108628492589086	0.0015219949564705235	60	0.07195347432887808
Cre01.g024300	0.1729261435742013	0.0018251004998884126	0.0010147639399943713	0.001419932219941392	50	0.018309023954689172
Cre01.g024350	0.2706617428653208	0.0025238090036234515	0.0013849272411026999	0.0019543681223630756	90	0.04597802394448121
Cre01.g024400	0.1669042587544664	0.0027155415171058552	0.001856763364433675	0.002286152440769765	100	0.08590458120498555
Cre01.g024500	0.4590880152340356	0.0030343715446054585	0.0027329382810988337	0.002883654912852146	100	0.08553705888858236
Cre01.g024550	0.0151503427242057	0.0012131311204551288	0.0010983377577056448	0.001155734439080387	30	0.13355532460734026
Cre01.g024750	0.5679879304978429	0.001317085923466505	0.0021983483101661685	0.0017577171168163368	80	0.08983392319867764
Cre01.g024950	0.1404962697468929	0.0021867039993554694	0.0012028510057991858	0.0016947775025773276	80	0.10541993982917768
Cre01.g025100	1.6511596289062316	0.001056451788293858	0.0013691290721967052	0.0012127904302452817	30	0.0403027525945789
Cre01.g025150	1.2855725637580169	0.0011732815027689018	0.0009849612387303884	0.0010791213707496451	20	0.07619983603755738
Cre01.g025200	2.514687748265429	0.0014709646657443522	0.0015593493540353863	0.0015151570098898694	60	0.2918690064908159
Cre01.g025250	0.8671196741764389	0.0023143209854442556	0.0018211809384128756	0.0020677509619285656	90	0.10332620553827845
Cre01.g025300	0.5775435910786757	0.0016514744003933836	0.0011922387410751804	0.0014218565707342819	50	0.045983021161879266
Cre01.g025400	0.1430548976554207	0.001323785341519463	0.0018299293561929223	0.0015768573488561927	70	0.0868070077952311
Cre01.g025450	0.1931920741999916	0.0012034202190725936	0.0012088211394932404	0.001206120679282917	30	0.06874859607363742
Cre01.g025500	0.2426997206576724	0.0015172187448435417	0.0010011035375572569	0.0012591611412003994	40	0.10812354366510409
Cre01.g025600	0.3030576954872488	0.0007720364443229818	0.0014925835953276687	0.0011323100198253253	30	0.0832503564231495
Cre01.g025700	0.2938078293498816	0.0016909789771542376	0.0015675760343236815	0.0016292775057389595	70	0.10339670328288178
Cre01.g025900	0.5461924167409296	0.0018008637345852216	0.0015689829523733406	0.001684923343479281	70	0.11991495177289564
Cre01.g026200	0.5389660152920199	0.0012479400211092568	0.0008407001758836469	0.001044320098496452	20	0.06633857381682935
Cre01.g026250	0.2788554391920316	0.0025211051497344606	0.0016904144463613924	0.0021057597980479264	90	0.0776201103525225
Cre01.g026400	0.2006148356443052	0.00212031667606891	0.001430703244849217	0.0017755099604590636	80	0.08611710358538086
Cre01.g026550	0.028729733559174	0.002870707454508234	0.0009906390345154348	0.0019306732445118343	90	0.049759726676586694
Cre01.g026600	0.2560113241013469	0.0015248979648783112	0.0010989871112363572	0.0013119425380573343	40	0.05579220412398912
Cre01.g026650	0.4165536046525022	0.0012938230716886562	0.001068609963706174	0.001181216517697415	30	0.07399819370997739
Cre01.g026900	0.6709380814004052	0.0013677609043126003	0.0013873369138464463	0.0013775489090795232	50	0.0813531296998207
Cre01.g027000	0.3074525401291907	0.0012719777748878124	0.001023651884476268	0.0011478148296820401	30	0.04709043892156277
Cre01.g027050	0.3721033280895472	0.0012969198721884663	0.0015148256024698544	0.0014058727373291603	50	0.07343210641483777
Cre01.g027100	0.1924175016435812	0.001518349201887552	0.0012422906170187192	0.0013803199094531357	50	0.03845011747941318
Cre01.g027150	0.2988273319439444	0.0020027194954549	0.0014157089331043378	0.001709214214279619	80	0.07668312671668699
Cre01.g027200	0.3211541620911567	0.0019075097781857796	0.0011624357116303923	0.001534972744908086	60	0.0489630105211993
Cre01.g027250	0.658202748345251	0.0025446834844474395	0.0019225728642725838	0.0022336281743600118	100	0.11754665737488842
Cre01.g027450	0.3335027053407441	0.0024298673958558226	0.0018340185540312664	0.0021319429749435447	90	0.04837878450507628
Cre01.g027500	0.8443744372858756	0.001965192019378337	0.0013857313775124443	0.0016754616984453908	70	0.08565648545257518
Cre01.g027700	0.3964278854124199	0.0013801324179860347	0.0011945151516622153	0.001287323784824125	40	0.09015229070295014
Cre01.g027764	0.5633790519133736	0.00158715983653353	0.0009346625964910369	0.0012609112165122833	40	0.11977512174370067
Cre01.g027800	0.283192432693023	0.0025540692050318387	0.0015614851647161772	0.002057777184874008	90	0.06471955904961987
Cre01.g027850	0.5602048244352663	0.0019304888639847483	0.0010414513254974854	0.001485970094741117	60	0.10652067129248288
Cre01.g027900	0.5758740241859529	0.0016080853305371018	0.0008185291838152878	0.0012133072571761947	30	0.076542365015666
Cre01.g027950	0.1992430420688226	0.0015002841248557383	0.0013103598335961926	0.0014053219792259655	50	0.0650923421078331
Cre01.g028101	0.5670349147414947	0.0011838826790963651	0.0006527616555033653	0.0009183221672998652	10	0.12530450073049249
Cre01.g028150	0.5770131981989758	0.001077711035616333	0.0008990934637038513	0.0009884022496600923	20	0.07754005043935282
Cre01.g028200	0.0554359256507097	0.0019104311758934992	0.0006432348378755918	0.0012768330068845455	40	0.08714178412477963
Cre01.g028250	0.0949218503573735	0.0017999245893308557	0.0006212635218279709	0.0012105940555794132	30	0.06813184005583078
Cre01.g028300	0.2295769270433278	0.002020767060063753	0.0006561328443073251	0.0013384499521855392	50	0.05915773490162415
Cre01.g028350	0.9455831492433528	0.0012643844160803105	0.0018210099984432367	0.0015426972072617737	60	0.12431885748393137
Cre01.g028423	0.2133530317292194	0.0023780881111281453	0.0011171426110588249	0.001747615361093485	80	0.10693029946444772
Cre01.g028450	0.2040512132311387	0.001920902420615777	0.0011757457099717938	0.0015483240652937854	60	0.09812068876163252
Cre01.g028500	0.1244328960399576	0.002691324104586569	0.0010913550921359887	0.001891339598361279	90	0.08202129354422213
Cre01.g028600	3.957701019640856	0.0008998255611031222	0.0005065023667221532	0.0007031639639126378	10	0.08173082738309535
Cre01.g028950	1.3055158540874312	0.0005582770839168607	0.0010083008567669664	0.0007832889703419135	10	0.06458019355368924
Cre01.g029000	0.4064187241885305	0.0013061886617742654	0.0017748101224813514	0.0015404993921278084	60	0.13647450449188603
Cre01.g029050	0.2982093759780831	0.0020157497077453166	0.0012058775327378156	0.001610813620241566	70	0.0865038270576651
Cre01.g029100	0.2237179962112695	0.0022624695398456946	0.0015636098505403483	0.0019130396951930215	90	0.06085398072605188
