	Vg	CC2344_Vm	CC2931_Vm	average_Vm	expression_bins	average_ED
Cre04.g213761	0.2414759773595221	0.00037536943668444795	0.0015134663292658012	0.0009444178829751246	20	0.2148983796908329
Cre04.g213985	0.1544837965992526	0.0006091876529531408	0.0006837615466076496	0.0006464745997803952	10	0.07827561508005938
Cre04.g216600	0.0557647373219534	0.0020008783797623147	0.000639495718547275	0.0013201870491547948	40	0.05494057654945479
Cre04.g216700	4.938419606588582	0.0004195579983412332	0.0002970222691485	0.00035829013374486657	10	0.07126920412316998
Cre04.g216902	0.1132506118770654	0.0008576556009203698	0.0012021126259194803	0.001029884113419925	20	0.08699578448447663
Cre04.g216950	0.3515130372628738	0.001560899866184237	0.0013191526866746348	0.0014400262764294358	50	0.14858674156211107
Cre04.g217550	0.0170880785633407	0.001604162723607642	0.0009878566828543604	0.001296009703231001	40	0.04367277641523709
Cre04.g800432	0.2767913431389506	0.0011250224367544118	0.0013724923894582956	0.0012487574131063537	40	0.09022587200433906
Cre04.g217906	0.7221816066643592	0.000714191707529549	0.001004663987886156	0.0008594278477078525	10	0.08663193271949085
Cre04.g217910	1.16590848907429	0.000828431433878334	0.00172911545894364	0.0012787734464109871	40	0.12787393731128407
Cre04.g217914	0.2355682268869458	0.0002559861548437063	0.0018845189475057411	0.0010702525511747238	20	0.09992486234632521
Cre04.g217915	0.6802021795548804	0.001306614709181919	0.0009623151903942769	0.001134464949788098	30	0.22220543310212157
Cre04.g217916	0.3779830894298137	0.0004797163188129613	0.0017245520092274561	0.0011021341640202087	20	0.0284302966153816
Cre04.g217921	0.0312004453232576	0.0015497383408141852	0.001406600502508256	0.0014781694216612206	60	0.04783831706055361
Cre04.g217932	0.97892646124898	0.00036860073620353435	0.0009129573213885019	0.0006407790287960182	10	0.06163842694047626
Cre04.g217933	0.2526249192817416	0.0009610415307442631	0.0007525288041916654	0.0008567851674679643	10	0.08585077766119772
Cre04.g217934	0.4108398166823706	0.0014298094190010049	0.0007733124310074916	0.0011015609250042482	20	0.09405376813482032
Cre04.g217945	0.3641381727144191	0.0017267164034814847	0.0019848576289618436	0.001855787016221664	90	0.13581263795032936
Cre04.g217955	0.1924382820034831	0.0011164347216515511	0.0011184426165036598	0.0011174386690776055	30	0.07582056680715636
Cre04.g216350	0.4661449007853473	0.0015919422617548546	0.001889543505373215	0.0017407428835640349	80	0.10607791098897039
Cre04.g216250	0.3570105182420299	0.00015663380454169378	0.0010911439323426507	0.0006238888684421723	10	0.11564288494134833
Cre04.g216200	0.2520077373699139	0.0003138662048078333	0.0011047041774715524	0.0007092851911396929	10	0.15202143643301963
Cre04.g216150	0.2012949702040103	0.0009554221803225339	0.0009149951035375384	0.0009352086419300361	10	0.10735368218951744
Cre04.g216100	0.4069570782071598	0.0009913478911556697	0.0011150357037667542	0.0010531917974612118	20	0.0985735609613777
Cre04.g216050	0.5796674984729548	0.000556067427351912	0.0023624514906224626	0.0014592594589871873	60	0.08960288774140605
Cre04.g215900	0.929488496939108	0.0019110464910850802	0.001562927280713522	0.0017369868858993012	80	0.15436828707701422
Cre04.g215850	0.0381411696048532	0.001641515324024605	0.0009009453961404269	0.0012712303600825158	40	0.020383183939710333
Cre04.g215800	0.0286458420710964	0.0015630792217695543	0.001027363402192782	0.0012952213119811682	40	0.07162965790601362
Cre04.g215750	0.1522623974252862	0.0015191222887701492	0.0013647936755561644	0.0014419579821631568	50	0.08551480421883499
Cre04.g215050	1.4489915463201248	0.0003527327950919297	0.0008986088585639606	0.0006256708268279451	10	0.1529705830431262
Cre04.g215000	2.0047768625922484	0.0013447969122572024	0.0011560161962255898	0.0012504065542413962	40	0.1734344519143824
Cre04.g214500	0.6152601352770893	0.001065501879121801	0.0006017451244159366	0.0008336235017688688	10	0.05943553753222534
Cre04.g214501	2.6463917042775325e-07	0.0018460493408541507	0.0012687853464883887	0.0015574173436712696	70	0.14437151433869458
Cre04.g214502	0.2132026412487867	0.0015287437001177545	0.001212100230289172	0.0013704219652034633	50	0.053449633517606544
Cre04.g214503	0.0857799526783587	0.0006128560191987424	0.001216230071955537	0.0009145430455771397	10	0.06532818840186688
Cre04.g214350	0.5846613973253885	0.002452230813884123	0.002028603951442885	0.002240417382663504	100	0.07348376879226153
Cre04.g214150	1.7888739880750268	0.0025415508128557498	0.0029747862238546255	0.002758168518355188	100	0.11297027101402617
Cre04.g214050	0.6083944147757875	0.000960537024100353	0.0008888250109644919	0.0009246810175324225	10	0.07028129797219285
Cre04.g213904	0.0639477419262394	0.001222541674628242	0.0013022543581442671	0.0012623980163862546	40	0.04946845216255398
Cre04.g213450	2.1361512813201984e-08	0.001688345705500553	0.0007286672429523353	0.0012085064742264442	30	0.04581116025871703
Cre04.g213250	0.374480147279166	0.0018320787731626292	0.0014486448432643672	0.0016403618082134982	70	0.09906606447580275
Cre04.g213150	0.1307233154230048	0.001445534417591917	0.00081510839201017	0.0011303214048010435	30	0.10398743131252697
Cre04.g213100	0.352281991366521	0.0015466299239505984	0.0013033512075619994	0.001424990565756299	50	0.16440710474156067
Cre04.g213050	0.2026629813904556	0.001821298865905755	0.0012239778024217588	0.0015226383341637568	60	0.1078523063607157
Cre04.g213000	0.8816699360192449	0.0004700828214469246	0.0008409203446331999	0.0006555015830400623	10	0.033736860026552996
Cre04.g212650	0.0866009017519164	0.0017142949323410487	0.0011052220887213826	0.0014097585105312155	50	0.0866207225408727
Cre04.g212600	0.2353566406679244	0.0007471886705712562	0.0011794803924204892	0.0009633345314958726	20	0.07761212584731372
Cre04.g212500	0.6588182337998054	0.0020922911596423597	0.002015135412548074	0.002053713286095217	90	0.14325383142521333
Cre04.g211900	0.3910388565859153	0.0010002307498599727	0.0012035316810612834	0.001101881215460628	20	0.08884077984776081
Cre04.g211850	1.3653607817649602	0.00365887696595466	0.003061286503953817	0.0033600817349542385	100	0.1982891640276459
Cre04.g211800	0.2612111542810663	0.0010239456975680782	0.0012616982459874076	0.001142821971777743	30	0.07358412287913493
Cre04.g211750	0.6054611733269201	0.0007382093252270653	0.0009538779796906632	0.0008460436524588643	10	0.166886470392843
Cre04.g211600	0.128676541237701	0.0014458007971282962	0.000826129675378918	0.001135965236253607	30	0.09194512942838527
Cre04.g217900	0.2314551135586698	0.0015826815859702188	0.0011133545596015875	0.001348018072785903	50	0.04775747877298977
Cre04.g217950	0.1880350267684385	0.0016247799225596101	0.0014440413951406625	0.0015344106588501363	60	0.05686744126865978
Cre04.g218100	0.5468582618184991	0.0016271584258718043	0.0014693229849245862	0.0015482407053981954	60	0.056858961706328134
Cre04.g218150	0.1972263377428211	0.0010763515305558943	0.0008120751224856492	0.0009442133265207717	20	0.09137276405706775
Cre04.g218250	0.1263430670050355	0.0011714123215226426	0.0008550617719616376	0.00101323704674214	20	0.06613551620087918
Cre04.g218450	0.7036918877306779	0.0009758708434387134	0.001373082515818284	0.0011744766796284987	30	0.08307726688771291
Cre04.g218500	0.1890252825427742	0.001702317036991185	0.0009094895976088882	0.0013059033173000367	40	0.07651507878430032
Cre04.g218650	0.4462229399717136	0.0015357919639572661	0.0014813252678464895	0.0015085586159018778	60	0.06192282032769207
Cre04.g218700	0.6940966981344436	0.0007041127536214391	0.000728508544047276	0.0007163106488343575	10	0.04335873169057896
Cre04.g218750	0.2593987824346409	0.0008552702590772936	0.0010826168060243625	0.000968943532550828	20	0.0979097103350479
Cre04.g218800	0.1559964752025789	0.0010954947502390226	0.002361825889970304	0.0017286603201046634	80	0.04141099689495985
Cre04.g219250	0.2936216385633711	0.0006599012650771967	0.0015200787226771074	0.001089989993877152	20	0.0599994110955588
Cre04.g219300	0.0050394433357889	0.0003898358374114907	0.0015008772140219784	0.0009453565257167345	20	0.06020842680384301
Cre04.g219450	0.1826455612940277	0.0009403568656565141	0.0006842134205899502	0.0008122851431232321	10	0.10795054506713853
Cre04.g219550	0.3502705434186339	0.001233251277690615	0.0011778203117382444	0.0012055357947144297	30	0.11560028329321945
Cre04.g219700	0.1599847926371384	0.001207432058920739	0.0013757932283998198	0.0012916126436602793	40	0.08068486187010637
Cre04.g219900	0.4985633128861331	0.0009006023232204624	0.0008516710961364811	0.0008761367096784717	10	0.1205905689369661
Cre04.g220200	0.292092787313136	0.001301742341353384	0.0010969421810409332	0.0011993422611971585	30	0.09226640131530331
Cre04.g220350	0.1348467041882503	0.0021003701281841866	0.001265080512796177	0.0016827253204901819	70	0.0697413379396856
Cre04.g220633	0.7025832686445378	0.0010574539028119303	0.0007904101515658097	0.00092393202718887	10	0.06719677246004332
Cre04.g220700	0.6563177401679827	0.002374897126245522	0.0018645861561562345	0.002119741641200878	90	0.043180908877151786
Cre04.g220950	0.2078198770701112	0.0028147447563060084	0.00234802891963873	0.002581386837972369	100	0.07387286669471134
Cre04.g221250	0.2515028360864645	0.0014757843590624453	0.0008207719701134939	0.0011482781645879695	30	0.10671987961728606
Cre04.g221400	0.1662515036168974	0.0015241829571381086	0.0007390146412356351	0.0011315987991868718	30	0.08841385648744898
Cre04.g221550	0.7064938131058055	0.001287343268537222	0.001184556411754446	0.001235949840145834	40	0.05893150813314898
Cre04.g221700	0.1791173065161328	0.00151850839048053	0.0009323976658283575	0.0012254530281544437	30	0.057703858802019295
Cre04.g222500	0.4236675216029766	0.0018022036632399838	0.0026963966716000566	0.00224930016742002	100	0.11217821436418547
Cre04.g222700	0.2349355380074661	0.0015898617030215205	0.0013625650240138582	0.0014762133635176893	60	0.02263103886315016
Cre04.g222800	2.0185493003784893	0.0015611851351991675	0.003683868095183818	0.002622526615191493	100	0.07451542822912187
Cre04.g223300	4.4476694867018844	0.0017218711421973128	0.0026781943930216344	0.0022000327676094736	100	0.08853863781127148
Cre04.g223450	0.2479087999537755	0.0013327213371595178	0.0007390311558771443	0.0010358762465183312	20	0.06988441797834219
Cre04.g223700	0.5541646439365231	0.0009412908767539509	0.0008060390744474532	0.0008736649756007021	10	0.06312737368549945
Cre04.g223800	0.3561331765557581	0.001270511044969675	0.0006476742623509451	0.0009590926536603101	20	0.11238159671053213
Cre04.g223850	0.0	0.002220526886931036	0.0013768087926657399	0.0017986678397983878	80	0.03927313709095102
Cre04.g224200	0.8866823607378586	0.00027868858386341847	0.0025608055855122847	0.0014197470846878516	50	0.10250838150216512
Cre04.g224250	0.2866995459329358	0.0005205856680754302	0.0018710290849194915	0.001195807376497461	30	0.10972359371767677
Cre04.g224350	1.4072403971051133	0.0012004791653261826	0.0015011492126221137	0.001350814188974148	50	0.05427390087695646
Cre04.g224400	0.7798694294504506	0.0011922544075940735	0.0009365799809148274	0.0010644171942544504	20	0.12726921857879994
Cre04.g224500	0.4452558236526002	0.001444569159042846	0.0013022744172373284	0.0013734217881400872	50	0.10843755477929758
Cre04.g224550	0.40570394121705	0.0009396114667754531	0.0009875467263374394	0.0009635790965564462	20	0.07608422272551804
Cre04.g224650	0.6386508338616561	0.00048619942623896257	0.001893931884335592	0.0011900656552872773	30	0.06717318931916356
Cre04.g224700	0.2721910349833623	0.0009256485649773363	0.0008108944837276023	0.0008682715243524693	10	0.06799308051581013
Cre04.g224750	0.3260302917508701	0.0014347167714011864	0.0008335595789281754	0.0011341381751646808	30	0.045488204245212535
Cre04.g224800	1.328272598381384	0.0018034284132209537	0.000772247207965823	0.0012878378105933884	40	0.08881283259318748
Cre04.g225050	0.3673997677126656	0.0012662265170233866	0.0006438498488884846	0.0009550381829559356	20	0.09007200986331129
Cre04.g225400	0.338553244751524	0.002095749213001624	0.0008730103204761822	0.0014843797667389031	60	0.08221999995625205
Cre04.g225600	0.2602249220833175	0.0008458488890566803	0.0009066944353591695	0.0008762716622079249	10	0.08489701477707755
Cre04.g225650	0.3253494119733375	0.0008793432820518953	0.0007986270059048824	0.0008389851439783889	10	0.06270370193436879
Cre04.g225700	0.376289761042016	0.0007468978661703248	0.0006173117115879187	0.0006821047888791217	10	0.1492869855338753
Cre04.g225750	0.4378769194548059	0.0010664279486412376	0.0013158125276934937	0.0011911202381673655	30	0.16567555776677212
Cre04.g225850	0.3856152212256833	0.0010112747392969866	0.0009994282087997168	0.0010053514740483516	20	0.08016569553614802
Cre04.g226050	0.4189015542863754	0.0015689471910555496	0.001979773551579962	0.0017743603713177558	80	0.08759992081884287
Cre04.g226150	0.6599182910721614	0.001985285547088785	0.00197943415955097	0.001982359853319878	90	0.20372272475317404
Cre04.g226450	0.0961464281644151	0.0016095222447396462	0.0010778247267636248	0.0013436734857516356	50	0.11026035911495555
Cre04.g226500	0.5363611507585504	4.342308876815058e-05	0.0008854666789797617	0.0004644448838739562	10	0.11834799508493873
Cre04.g226600	0.7181652112805201	0.0018973821209616259	0.0013184889096588667	0.0016079355153102463	70	0.1131819333318678
Cre04.g227450	0.2179755943170851	0.0005160369430770065	0.0010848485913793145	0.0008004427672281605	10	0.10751560558782836
Cre04.g227600	1.218755364943901	0.0005688130746126614	0.0010714639806207375	0.0008201385276166994	10	0.06715233922129993
Cre04.g227900	0.1831440931080442	0.0003537976002947782	0.0014301590979575061	0.0008919783491261421	10	0.04990761575107894
Cre04.g227950	0.7340476559711524	0.0012724203443512736	0.001145226934114246	0.00120882363923276	30	0.10156240066648758
Cre04.g228400	0.0265012803731457	0.0014924712276037793	0.000907325137310589	0.0011998981824571842	30	0.06425304542543998
Cre04.g228450	0.2877978589010013	0.00034070303129477486	0.0008196958717815387	0.0005801994515381568	10	0.08080498230925395
Cre04.g228750	0.1308172326615066	0.0006771583830118567	0.0007451734378977688	0.0007111659104548128	10	0.0814370936883285
Cre04.g228800	0.1972416543583434	0.0007400348693540396	0.0010941572548403527	0.0009170960620971961	10	0.08896986048592055
Cre04.g228900	0.4605749907817012	0.0017577424495605109	0.001374985461134363	0.0015663639553474369	70	0.09159624142517916
Cre04.g229300	1.737848721238121	0.00042847798372731713	0.001046029663230947	0.000737253823479132	10	0.06863432528353089
Cre04.g229700	0.2048173374917972	0.0018636969142256797	0.0014008080710717515	0.0016322524926487155	70	0.07053783935989114
Cre04.g229850	1.5579075515902654	0.0004372300714165426	0.0016150108899707018	0.0010261204806936222	20	0.07598521761867999
Cre04.g230144	0.119017336805728	0.0012744912508557773	0.000950991378196903	0.0011127413145263403	30	0.08919009475230204
Cre04.g230242	0.1418316646911323	0.0010767810846854509	0.001055159741724071	0.001065970413204761	20	0.082743202596724
Cre04.g800501	0.0	0.0024134703527995145	0.0016646800760058927	0.0020390752144027035	90	0.09326816051248198
Cre04.g230732	0.0456735424334031	0.001397883384849177	0.0015196652295341815	0.0014587743071916791	60	0.13272706926285455
Cre04.g231026	0.1428241228040994	0.0011027894235041082	0.0012707116217240775	0.001186750522614093	30	0.09713287113982795
Cre04.g231124	0.1355990244356691	0.0013197034736787622	0.0012163612280997871	0.0012680323508892748	40	0.04364079561431319
Cre04.g231222	0.3496473513924872	0.0006981669181299485	0.0008955797790191173	0.000796873348574533	10	0.09409018133077408
Cre04.g231516	0.2693103778379505	0.0015435762847248137	0.0009829413616721438	0.0012632588231984787	40	0.07712454533195377
Cre04.g232104	1.8657554336758595	0.0016119240398049526	0.001371325354573516	0.0014916246971892343	60	0.10010531719933191
Cre04.g232602	0.3878794641157059	0.0013303937690749203	0.0020806936359503408	0.0017055437025126304	80	0.08005397909679246
Cre04.g232902	0.2243811799415339	0.0011415780880458587	0.00145135054857458	0.0012964643183102193	40	0.05663613352353879
Cre04.g233003	4.840769331070876e-10	0.0014790437888752808	0.0015018862160582197	0.0014904650024667502	60	0.07145164417957253
Cre04.g233202	0.2166954226280923	0.0007208137696239112	0.0021942241919930402	0.0014575189808084758	60	0.059208691514210564
Cre05.g241650	0.2051986292912105	0.0017697068424028803	0.0014501868359922847	0.0016099468391975826	70	0.08369457514186633
Cre05.g241750	0.258923449327029	0.0012479615301448817	0.0009988862403665529	0.0011234238852557174	30	0.10178249973178755
Cre05.g241850	0.2406812810774829	0.0014350841116702391	0.0011834778568085888	0.0013092809842394138	40	0.07215018206638549
Cre05.g241950	0.4162305599323517	0.0018943854519128936	0.001148672611256106	0.0015215290315844998	60	0.053645502665125785
Cre05.g242300	0.1458327715974789	0.002126255882717741	0.0008435550628437315	0.0014849054727807363	60	0.0630773093047072
Cre05.g242350	0.2410144810478058	0.0017853360440720676	0.0010680738195621559	0.0014267049318171117	50	0.06112462102755158
Cre05.g242400	1.7638205055839902	0.0014745220932263598	0.0008628437555311913	0.0011686829243787757	30	0.09545603954416623
Cre05.g242500	0.2476618861555087	0.0008261022805829317	0.0011750143430606702	0.001000558311821801	20	0.06268363185795907
Cre05.g242550	0.3629348883880928	0.0006736876453072661	0.0013067170839392434	0.0009902023646232547	20	0.06637260324288521
Cre05.g242856	0.987532289847954	0.0009517471897274019	0.002004997421309441	0.0014783723055184215	60	0.14891618794215028
Cre05.g242950	0.2034369683986847	0.0010324838501093888	0.0005499443001555042	0.0007912140751324464	10	0.08763460881883532
Cre05.g243050	0.8955986580862707	0.0009812949617161084	0.0010968691614871942	0.0010390820616016513	20	0.13058642271198206
Cre05.g800511	0.6563171012624278	0.004088517677887767	0.0021082940460781657	0.003098405861982966	100	0.26317362841731257
Cre05.g243451	0.969704229657982	0.0013669754440319133	0.0012070408734527682	0.0012870081587423407	40	0.20028698485365393
Cre05.g243450	2.499211367756742	0.0023516782560237624	0.00265591114994428	0.002503794702984021	100	0.21761955767452218
Cre05.g243800	0.8312823617125938	0.0005897094236277424	0.000681651040109999	0.0006356802318688707	10	0.07319765026921934
Cre05.g243950	0.7733839936047583	0.00095475291874316	0.0023426450098015935	0.0016486989642723769	70	0.06829449795063705
Cre05.g244200	1.5317053294020742	0.0006207914938053859	0.0016095186320797805	0.0011151550629425833	30	0.06590159435596718
Cre05.g244236	0.3578942558759249	0.0005963963083220661	0.0010534060524210029	0.0008249011803715345	10	0.07046444316106762
Cre05.g244250	0.0551520329736946	0.0010186008169945078	0.0015353760539911212	0.0012769884354928145	40	0.08811482789121264
Cre05.g244350	2.0447124137862938	0.002223406806795656	0.0022532034838781702	0.002238305145336913	100	0.22152490867045108
Cre05.g244800	0.5269889803008403	0.0010941242139658569	0.0010603763956261744	0.0010772503047960158	20	0.08330282086140185
Cre05.g244850	0.5233043549458762	0.0010475962280042795	0.001229038876620699	0.0011383175523124894	30	0.12685628480482294
Cre05.g244900	0.2441848033592358	0.0018621791070939386	0.0008466928231165829	0.0013544359651052607	50	0.10708898185200491
Cre05.g244950	0.377037217712085	0.001495221764166966	0.0014630053933555596	0.0014791135787612627	60	0.07876629742566763
Cre05.g245102	0.2518165831879637	0.000641791814329291	0.001144595020741034	0.0008931934175351625	10	0.05301657545624837
Cre05.g245701	0.3176744066759785	0.00041876445251196834	0.0017265616491435772	0.0010726630508277727	20	0.13805286063005656
Cre05.g245900	0.4557766584903772	0.0011853858608687534	0.0009884434262592335	0.0010869146435639934	20	0.09297920459126859
Cre05.g245950	0.0884276805456052	0.0016240414515653451	0.0008969391574444017	0.0012604903045048735	40	0.03582066033482326
Cre05.g246000	0.3030925155405116	0.000890538017904289	0.0009715945491867401	0.0009310662835455146	10	0.11641674885211861
Cre05.g246377	0.5989777177257755	0.0020872926728915356	0.001210907267491095	0.0016490999701913153	70	0.12314941449211876
Cre05.g246552	0.4878371428378874	0.0010651197985206997	0.0008463621578745851	0.0009557409781976423	20	0.08237365501037272
Cre05.g246800	1.8516329906733904	0.0006224650775401749	0.0011022998861479497	0.0008623824818440623	10	0.11376898866123049
Cre05.g246900	1.462696920531985	0.0005375832246741346	0.001244473891375801	0.0008910285580249677	10	0.12507842998494387
Cre05.g247150	0.0772314070802615	0.0007423788583453639	0.0006542258144261214	0.0006983023363857426	10	0.0877226492337932
Cre05.g247300	0.1639544815696219	0.0008964965496958538	0.0009553594724460264	0.0009259280110709401	10	0.03107628015888811
Cre05.g247550	0.3162221782483251	0.0007749633209227843	0.0007764950105840512	0.0007757291657534177	10	0.07955161294095454
Cre05.g247600	0.3268724613868966	0.0017199630581345145	0.0010658704466271806	0.0013929167523808474	50	0.0519751159915449
Cre05.g247851	0.3082464566094084	0.0008856896001499454	0.0007586229349778392	0.0008221562675638924	10	0.045643505335673185
Cre05.g247950	0.0	0.0006864801399333525	0.0005861242865666747	0.0006363022132500136	10	0.1920198803008592
Cre05.g248100	0.7531811061063335	0.001939397987800864	0.0010377982801039309	0.0014885981339523974	60	0.07183625986935763
Cre05.g248150	0.460811321063809	0.0021671867387825106	0.0009218105944720665	0.0015444986666272886	60	0.07915716188597618
Cre05.g248200	0.0786147915871166	0.0013287949854672242	0.0013812003612087165	0.0013549976733379704	50	0.07888509194692342
Cre05.g248300	0.7322997922785722	0.0015990521798660685	0.0008936545690581938	0.0012463533744621312	40	0.12596412997831036
Cre05.g248500	0.4407757844455671	0.001046498130612633	0.000505666796507279	0.000776082463559956	10	0.09451545653107399
Cre05.g248600	0.4783049129930174	0.0012615243962666276	0.0014432376327631685	0.0013523810145148981	50	0.1021401483749406
Cre05.g241637	0.1043543135607974	0.0007764161217106148	0.0010776604506046886	0.0009270382861576516	10	0.08493655791425161
Cre05.g241639	0.7280057780171659	0.0005351818785354178	0.0008834674006359032	0.0007093246395856606	10	0.13320411496631807
Cre05.g241655	1.6628387351065488	0.0008152618449820397	0.000974550716966496	0.0008949062809742678	10	0.13047817967708591
Cre05.g234550	0.9306998196452736	0.0010701379324209055	0.0009662337290708763	0.001018185830745891	20	0.0630665630696344
Cre05.g234636	0.0948572995397794	0.0009388099371102077	0.0009008658359613674	0.0009198378865357876	10	0.05735067792947864
Cre05.g234637	0.1759651951987644	0.0008388646992095988	0.0010747421325606535	0.0009568034158851261	20	0.09999050494036646
Cre05.g234638	0.3661871001408059	0.0008713180760367654	0.0014482133473575983	0.0011597657116971818	30	0.08049307304099647
Cre05.g234639	6.69767145304798e-05	0.002057564336698126	0.0009692080041181102	0.001513386170408118	60	0.04741661504491998
Cre05.g234647	0.446287690251094	0.002247389173847876	0.0022096588382165988	0.002228524006032237	100	0.08662755453058002
Cre05.g234651	0.2221606540532794	0.0014783172767007767	0.0012414360277346345	0.0013598766522177055	50	0.06597140698199148
Cre05.g234652	0.0709816987885994	0.00195323465373991	0.0013624666862412874	0.0016578506699905988	70	0.08577907573524411
Cre05.g234655	0.3002701353446956	0.0007528701871129791	0.0006574574631910929	0.000705163825152036	10	0.05193521077515245
Cre05.g234656	0.2666698427886448	0.000859537323892317	0.0009370178650036796	0.0008982775944479983	10	0.14661115535214683
Cre05.g234659	0.4407086572224866	0.000663247273764019	0.0007879430450912243	0.0007255951594276216	10	0.1094176108893481
Cre05.g234661	1.143487112458876	0.0023985081124657634	0.0023881452241998145	0.0023933266683327887	100	0.1423311391465321
Cre05.g234662	0.5434462506399431	0.0016852996816086364	0.0014943178833212072	0.0015898087824649217	70	0.053913500847584214
Cre05.g234664	0.2455534785873607	0.0009982583027879157	0.0006149083148826848	0.0008065833088353003	10	0.10571406542564665
Cre05.g234665	0.1976324221480085	0.0021302530826079026	0.0013224759845302779	0.0017263645335690901	80	0.05835821728251733
Cre05.g234700	0.145600084523835	0.0010689471341334001	0.0016747987617365828	0.0013718729479349915	50	0.07616167951959116
Cre05.g234750	0.182647928706863	0.0013016922072829086	0.0018038616309810798	0.0015527769191319941	60	0.09475453116265482
Cre05.g234801	0.3374166467382442	0.0003620259834739359	0.0012109448558791469	0.0007864854196765414	10	0.13073153934581366
Cre05.g235450	0.1689659309600009	0.0010168007896283256	0.0009861862903093534	0.0010014935399688396	20	0.06457566232820008
Cre05.g235500	0.2887468506022004	0.0016491285093569567	0.001048044490572626	0.0013485864999647915	50	0.06080732640902544
Cre05.g235700	0.6755962411477588	0.0009426975122010031	0.0009457538026804488	0.0009442256574407259	20	0.10151011760373108
Cre05.g235850	0.93707520331717	0.0023892663440439037	0.002975964249678723	0.0026826152968613135	100	0.11266786352503806
Cre05.g236050	0.1514911002025619	0.0015490647102374543	0.0014689266067675288	0.0015089956585024916	60	0.1539556816828687
Cre05.g236100	0.2982037154919583	0.0012372158503800403	0.0014040977881874697	0.001320656819283755	40	0.1706284309291496
Cre05.g236150	0.3297533627448302	0.0012595212256986128	0.0008685977236364618	0.0010640594746675373	20	0.088885443270399
Cre05.g237000	0.3729910210430293	0.001053335781930743	0.0008343378817722614	0.0009438368318515023	20	0.07023356073345584
Cre05.g237050	0.5458308785849011	0.0013299007636968648	0.0010697183517613333	0.001199809557729099	30	0.12607639400323137
Cre05.g237100	0.4883251930673606	0.0013730332399317796	0.0014301535545556028	0.001401593397243691	50	0.10826291344058558
Cre05.g237150	0.5889819290715751	0.002738657622110071	0.0018146809616737933	0.0022766692918919323	100	0.05652364036869582
Cre05.g237350	0.3017713130643041	0.0015680242697881164	0.0014299508685951888	0.0014989875691916526	60	0.10682677682065034
Cre05.g237400	0.4442967244051647	0.0012974556121649313	0.0007144773553638807	0.001005966483764406	20	0.10976687493440127
Cre05.g237450	0.3526517654962605	0.002079367883947054	0.0005073917201721695	0.0012933798020596118	40	0.09476791768647272
Cre05.g237750	0.3632161484489482	0.0013679235177854112	0.0011179259731089472	0.001242924745447179	40	0.05950270667399813
Cre05.g237800	0.7034876912738451	0.0017138220925560909	0.003019179392724969	0.00236650074264053	100	0.17223042263819638
Cre05.g238150	0.1153249603046173	0.0011619717203733837	0.0014021945039390448	0.0012820831121562143	40	0.076425454745732
Cre05.g238200	0.2164524408683917	0.0012190286840916104	0.0012822333087152131	0.0012506309964034118	40	0.07086538270032483
Cre05.g238280	0.4297585998356188	0.0005869402327608771	0.0013842748595989118	0.0009856075461798944	20	0.07964646962993079
Cre05.g238290	0.5242161570175826	0.0009134957777239926	0.0015016636662028265	0.0012075797219634095	30	0.13761208837561825
Cre05.g238322	0.5246027837817924	0.0009841217143304914	0.0011159241497067673	0.0010500229320186292	20	0.09694590656345972
Cre05.g238332	0.6970004983124996	0.0016303397763521147	0.0012518076066500858	0.0014410736915011003	50	0.08350963525538753
Cre05.g239200	0.4321347132514284	0.000601332285319673	0.0014973868394645208	0.001049359562392097	20	0.09340319667294113
Cre05.g239550	1.804088689326254	0.0015576350703523161	0.0016120308926031422	0.0015848329814777292	70	0.10535812332949938
Cre05.g239650	0.8644468914382757	0.000680379457485241	0.0010301971161523675	0.0008552882868188042	10	0.11771285535427697
Cre05.g239700	0.9186986679940008	0.0007987761296227579	0.0019027299708318445	0.0013507530502273012	50	0.1291073949248563
Cre05.g239750	0.8668331265924661	0.0001759362035523439	0.0027133621732060797	0.0014446491883792119	60	0.05343376989644209
Cre05.g239850	0.639940859420216	0.0008910392991408646	0.0015121869133690453	0.001201613106254955	30	0.04547956807304094
Cre05.g239900	0.3367842233798978	0.002048570736063461	0.0021003461067762275	0.0020744584214198443	90	0.10746374246883265
Cre05.g239978	0.5021451353532927	0.00159428692720684	0.0010700568715747017	0.001332171899390771	40	0.047150642383179425
Cre05.g240000	0.8365449338398961	0.0012310711575741643	0.0008197510720236707	0.0010254111147989175	20	0.047117089820983324
Cre05.g240150	0.1856659462997876	0.0011437945620970968	0.0008693523220852031	0.00100657344209115	20	0.04842077124042719
Cre36.g759647	0.2604922522981087	0.0012906359338484426	0.001266324808108903	0.001278480370978673	40	0.09671615193474355
Cre36.g759747	1.4208863516071093	0.0004200490814848233	0.0012127434147658654	0.0008163962481253443	10	0.19602077842494378
Cre05.g240400	0.5222962343908297	0.0007107739175022041	0.0011708611281779748	0.0009408175228400894	10	0.04458507101007397
Cre05.g240700	0.2772603274987534	0.0008574670725263071	0.0016769723352699597	0.0012672197038981333	40	0.09332967162265252
Cre05.g240800	0.3703119303533076	0.001886526266170842	0.0013602062647386935	0.0016233662654547678	70	0.07393057881758774
Cre05.g240850	0.3899279527831934	0.0016414940938532753	0.0022943342901008386	0.001967914191977057	90	0.18512820706004096
