"Vm_gen"	"Vm_gen_noint"	"Vm_mut"	"Vm_mut_noint"	"Vm_gen_nomutator"	"Vm_gen_noint_nomutator"	"Vm_mut_nomutator"	"Vm_mut_noint_nomutator"
"Cre01.g007850"	0.000481998526793453	0.000481995070138117	0.0843511654990139	0.0843529408549536	0.0004481572877849	0.000448166268950274	0	0.0310438689953297
"Cre01.g007901"	0.000543285148470832	0.000543286714189614	0.0561842392016759	0.0561834753662203	0.000578844568121395	0.000578855027675711	0.00281109667110369	0.0212531802509753
"Cre01.g007950"	0.00036908216898184	0.000369078365305584	0.0901694883208569	0.0901691912540632	0	0.000447215983119912	2.5391884091179e-09	0.0233648186942307
"Cre01.g008000"	0.000407110781849752	0.000407105430999611	0.0373264547987477	0.0373257829610514	0.000405266356361775	0.000405269589112827	0	0.013421942069667
"Cre01.g008051"	0.000588020327888118	0.000588017366425204	0.0418173265008728	0.0418165425409881	0.000584921471648322	0.000584913237124627	0	0.0152843876724261
"Cre01.g008100"	0.000693265711796724	0.000693278834778842	0.0561144443176991	0.0561117992112854	0.000675793080789715	0.000675764487582428	0	0.0244330987463115
"Cre01.g008150"	0.000660890512813187	0.000660894707039752	0.04478096544295	0.0447822138636961	0.000662086406795264	0.000662075239307299	0	0.0186494619686802
"Cre01.g008200"	0.000772964593987218	0.000772944890737637	0.0300175991345434	0.0300177035966994	0.000750961412617462	0.000750958311595328	0	0.0149010473294069
"Cre01.g008250"	0.00049589703158526	0.000495889782219648	0.0386975746569894	0.0386976453328164	0.000507376117004891	0.000507377253180611	1.05028488391164e-10	0.0158546504351903
"Cre01.g008300"	0.00060949709250336	0.000609464897497423	0.100428066170358	0.100425478013453	0.000660798864368644	0.000660825973712701	2.17660985453274e-10	0.0408433349152469
"Cre01.g008350"	0.000571140980379777	0.000571127694654658	0.0982959095126429	0.0982947143409469	0.000596966764214768	0.000596975212898947	0	0.0378196862786046
"Cre01.g008450"	0.000811301742664168	0.000811279581985838	0.0396242554742072	0.039623579902734	0.00076951374295007	0.000769510741865634	2.24837064904593e-10	0.0161494768237098
"Cre01.g008500"	0.000599880946968721	0.000599890386738122	0.0310441357885922	0.0310442717287289	0.00056871028646883	0.000568726001797066	0	0.0144745216513313
"Cre01.g008550"	0.00122991918368831	0.00122991720067412	0.0529978087701815	0.0529969107522999	0.00118847719764532	0.001188466104282	0.0124974208234127	0.0240681200813376
"Cre01.g008600"	0.000759692180402869	0.00075971247663281	0.0328954699548183	0.0328963734799875	0.000785006572115503	0.000785008100982039	0.0146148978798872	0.0173886721959809
"Cre01.g008650"	0.000402411874837991	0.000402420911670502	0.106095600265171	0.106095735574628	0.000442901928576228	0.000442914908926713	0	0.0386607169328678
"Cre01.g008700"	0.00047790537339251	0.00047788950497537	0.0462890256983439	0.0462881131769227	0.000510152898993839	0.000510179260194168	0	0.0175085106896229
"Cre01.g008750"	0.000687607722929912	0.000687588307476505	0.0111618566062759	0.0111620063925362	0.000724681490054496	0.000724672210928159	0.00795539241958492	0.00795566684196419
"Cre01.g008800"	0.000548029269992183	0.000548032165573522	0.0191249222392931	0.0191248125627537	0.000494036264068105	0.000494012274364488	0.00837670420199282	0.00837699938467651
"Cre01.g008850"	0.000424040043667124	0.000424027952451804	0.0728456111077326	0.0728473742173837	0.000369008304480298	0.00036900267866022	1.65171137207999e-10	0.0294404683180716
"Cre01.g008891"	0.000644484052168275	0.00064446590892335	0.0245401119096402	0.024541065815621	0.000625847817996279	0.00062583818370504	0.0133903266713233	0.0133902843053087
